"","AF_A","AF_B","CO_A","CO_B"
"LOC100267487",6187.89602210059,8414.66207147217,4949.93049244025,5726.27928272909
"LOC100262411",635.249138717444,913.681899966729,298.395995370848,327.875668607875
"LOC100262326",456.418498826399,389.682842998514,472.842884972266,529.911732010615
"LOC100257296",16.0146841693473,6.63289945529386,3.44303071581747,0
"LOC100257220",115.661607889731,126.025089650583,91.8141524217993,47.3341634257848
"LOC100252171",24.022026254021,19.0695859339698,17.2151535790874,2.3089835817456
"LOC100247044",67.6175553816887,100.32260426132,107.881629095614,98.131802224188
"LOC100852938",144.132157524126,135.145326401612,126.244459579974,348.656520843585
"LOC100253880",11.5661607889731,24.0442605254402,0,2.3089835817456
"LOC100252099",3563.26722767978,4659.61186734394,1832.84001772017,1903.75696314925
"LOC100246961",11290.3523393899,12622.4076634242,2732.6187114538,2949.72652568
"LOC100241830",56.0513945927156,77.1074561677911,12.6244459579974,4.6179671634912
"LOC100264112",395.028876177234,389.682842998514,498.091776888261,629.198026025676
"LOC100248556",1170.8513537145,984.985569111138,1325.56682558973,1304.57572368626
"LOC109122877",3.5588187042994,0.829112431911732,1.14767690527249,13.8539014904736
"LOC100258943",17152.6164500471,19517.3066472022,21446.638328827,25184.0839260993
"LOC100253796",4492.11890950192,3709.44902037309,3801.10591026249,4011.85897328298
"LOC100250275",0.889704676074851,8.29112431911732,0,0
"LOC104879844",4.44852338037425,4.14556215955866,2.29535381054498,5.772458954364
"LOC100262296",2619.29056636436,2330.63504610388,5777.40554114172,7519.20503395454
"LOC100248696",463.536136234997,485.030772668363,588.758252404788,537.993174546725
"LOC100257191",1079.21177207879,851.498467573349,1586.08948308658,1645.15080199374
"LOC100252066",1242.91743247657,1878.76877071199,260.522657496855,255.142685782889
"METK5",7226.18137907994,10397.0698961731,1890.22386298379,1717.88378481873
"LOC100241804",10.6764561128982,24.0442605254402,12.6244459579974,1.1544917908728
"LOC100264081",9.78675143682336,12.436686478676,3.44303071581747,8.0814425361096
"LOC100258912",7162.12264240255,6535.06418832827,8046.36278286543,8255.77079653139
"LOC100265884",1279.39532419564,1306.68119269289,1489.68462304369,1648.61427736636
"LOC100255602",892.373790103076,1163.24474197216,364.961255876652,335.957111143985
"LOC100260673",333.639253528069,417.043553251601,205.434166043776,210.11750593885
"LOC100253767",3215.39269933451,2741.04569990019,4294.60697952966,3929.89005613101
"LOC100248670",4.44852338037425,0.829112431911732,9.18141524217993,13.8539014904736
"LOC100243527",5.33822805644911,4.97467459147039,2.29535381054498,4.6179671634912
"LOC100250416",3081.93699792328,2758.45706097033,5605.25400535085,6256.1910147397
"LOC100267594",43.5955291276677,62.1834323933799,65.417583600532,50.7976387984032
"LOC100262441",1467.12301084743,1846.43338586743,1854.64587892035,1422.33388635529
"LOC100255567",714.432854888105,546.385092629832,1124.72336716704,1316.12064159499
"LOC100250386",3449.3850291422,3655.55671229883,2784.26417219106,3115.97334356569
"LOC100257326",1050.7412224444,923.63124914967,1024.87547640833,958.228186424424
"LOC100267562",838.10180486251,697.283555237767,894.04030920727,715.784910341136
"LOC100252196",169.043888454222,185.721184748228,49.3501069267171,24.2443276083288
"LOC100247073",349.653937697416,471.764973757776,359.22287135029,546.074617082834
"LOC100262404",10190.6773597613,10732.0313186655,8355.08787038373,10796.8072282424
"LOC100252166",899.491427511674,721.327815763207,1089.14538310359,955.919202842678
"LOC100247039",113.882198537581,79.5947934635263,179.037597222509,96.9773104333152
"LOC100264193",45.3749384798174,29.0189351169106,48.2024300214446,16.1628850722192
"LOC100259014",437.734700628827,413.727103523954,315.611148949935,286.313964136454
"LOC100253874",129.896882706928,201.474320954551,98.7002138534342,81.9689171519688
"LOC104879806",87.1910582553354,117.733965331466,98.7002138534342,50.7976387984032
"LOC100243415",774.04306818512,854.814917300996,503.830161414624,522.984781265378
"LOC100241721",28.4705496343952,29.8480475488224,4.59070762108996,6.9269507452368
"LOC100265739",56.0513945927156,73.7910064401442,22.9535381054498,31.1712783535656
"LOC100264000",3402.23068131023,2513.86889355637,7197.08187296379,7790.51060480965
"LOC100258831",100.536628396458,201.474320954551,39.0210147792647,50.7976387984032
"LOC100260519",959.101640808689,1086.13728580437,455.627731393179,367.12838949755
"LOC100255449",957.32223145654,767.758111950264,1755.94566506691,2349.39079442615
"LOC100250268",1681.54183778147,1302.53563053333,3166.4405816468,3396.51484874778
"LOC100253683",9363.25201101173,8393.10514824247,10393.3620541477,11492.9657781387
"LOC100248579",2219.81316680675,2328.97682124006,3114.79512090954,3239.50396518908
"LOC100243446",1469.79212487565,1177.33965331466,1299.17025676846,1148.71933191844
"LOC104879845",4.44852338037425,14.0949113424994,2.29535381054498,2.3089835817456
"LOC100265766",953.76341275224,911.194562670994,997.331230681795,856.632908827617
"LOC100267452",204.632075497216,270.290652803225,288.066903223395,337.111602934858
"LOC100260553",192.176210032168,170.797160973817,214.615581285956,173.17376863092
"LOC100257187",435.065586600602,562.967341268066,353.484486823927,211.271997729722
"LOC100255480",426.168539839854,448.549825664247,322.49721038157,304.785832790419
"LOC100250300",216.198236286189,190.695859339698,201.991135327958,333.648127562239
"LOC100252061",527.594872912387,506.587695898068,503.830161414624,465.260191721738
"LOC100253760",959.991345484764,645.049472027328,1693.9711121822,2287.04823771902
"LOC104879810",56.9410992687905,77.9365685997028,2.29535381054498,15.0083932813464
"LOC104879811",572.969811392204,498.296571578951,788.454033922201,763.119073766921
"LOC100248665",117.44101724188,102.809941557055,342.007717771202,322.103209653511
"LOC100245180",1408.40250222649,1090.28284796393,1909.73437037343,2521.41007126619
"LOC100267480",8929.07612908721,6781.31058060606,11639.7391732736,12589.7329794679
"LOC109122895",18.6837981975719,15.7531362063229,20.6581842949048,57.72458954364
"LOC104879814",237.551148511985,203.132545818374,105.586275285069,80.814425361096
"LOC100244659",1961.79881074505,1882.08522043963,2832.46660221251,3360.72560323072
"LOC100258338",991.131009147384,1069.55503716613,1144.23387455667,1067.90490655734
"LOC100265237",301.609885189374,252.050179301167,406.277624466462,265.533111900744
"LOC100852782",0.889704676074851,7.46201188720559,2.29535381054498,0
"LOC100266980",3186.92214970012,2671.4002556196,4386.42113195146,5658.16426706759
"LOC100244655",401.256808909758,427.822014866454,418.902070424459,380.982290988024
"LOC100261792",30.2499589865449,42.2847340274983,12.6244459579974,15.0083932813464
"LOC100261796",1759.83584927606,1933.49019121816,2065.81842949048,2120.80141983333
"LOC100256697",952.873708076165,813.359295705409,1481.65088470679,1538.93755723344
"LOC100251563",190.396800680018,186.55029718014,28.6919226318123,23.089835817456
"LOC100855116",3975.20049270243,3715.25280739647,5359.65114762253,6350.85934159127
"LOC100263560",193.955619384318,338.277872219987,59.6791990741695,48.4886552166576
"LOC100258418",1169.07194436235,1156.61184251687,1941.86932372105,1834.48745569688
"LOC100247992",1250.03506988517,1071.21326202996,2014.17296875322,1626.67893333977
"LOC100242856",37.3675963951437,53.0631956423509,9.18141524217993,9.2359343269824
"LOC100249717",4.44852338037425,25.7024853892637,0,0
"LOC100251570",745.572518550725,883.833852417907,857.314648238551,985.935989405371
"LOC100246321",2.66911402822455,7.46201188720559,8.03373833690744,6.9269507452368
"LOC100241203",8.89704676074851,9.94934918294079,11.4767690527249,6.9269507452368
"LOC100263477",8.00734208467366,3.31644972764693,22.9535381054498,32.3257701444384
"LOC100258333",116.551312565805,161.676924222788,173.299212696146,172.019276840047
"LOC100246426",126.338064002629,105.29727885279,511.863899751531,723.866352877245
"LOC100241302",36.4778917190689,35.6518345722045,329.383271813205,495.276978284431
"LOC100232948",9.78675143682336,33.1644972764693,0,0
"ADF",2863.06964760887,3071.03244780106,3253.66402644751,4067.27457924487
"LOC100254902",6.22793273252396,14.9240237744112,1.14767690527249,0
"LOC100260000",259.793765413856,224.689469048079,149.197997685424,148.929441022591
"LOC100265201",753.579860635399,625.979886093358,566.952391204611,458.333240976501
"MYB14",389.690648120785,555.505329380861,571.5430988257,751.574155858193
"LOC100248145",8938.86288052403,10174.0386519889,8565.1127440486,9051.21564044275
