"","AF_A","AF_B","CO_A","CO_B"
"LOC109123105",77,45,141,148
"HP2",87,102,26,9
"LOC100854154",58,43,89,116
"LOC100261766",157,166,232,171
"LOC100256666",1495,1274,2623,3955
"LOC100251538",674,432,867,968
"LOC100246395",51,51,129,175
"LOC100258395",407,279,496,520
"LOC100241227",3934,3340,6594,9209
"LOC109123230",601,451,505,340
"VVME2",8270,9691,5604,5076
"LOC100253259",15,12,11,7
"LOC100248134",4738,3055,6559,6059
"LOC100243014",38,72,10,5
"LOC100258357",441,603,237,268
"LOC100253221",6519,6291,8070,6895
"LOC100248099",916,1487,345,283
"LOC104880234",0,2,0,0
"LOC100254824",0,2,1,0
"LOC100242973",1,3,1,0
"LOC104880235",3,2,3,0
"LOC100260057",10756,11239,10190,10494
"LOC100254963",184,303,7,8
"LOC100249817",0,0,0,7
"LOC100244686",3592,3025,5235,5871
"LOC100267002",777,1154,664,560
"LOC100249694",7,16,12,5
"LOC104880301",100,56,35,36
"LOC100261679",18,10,18,32
"LOC109121553",2,4,1,0
"LOC100258314",11,8,0,4
"LOC100248047",33,27,23,7
"LOC100242922",0,0,0,0
"LOC109123213",0,0,0,0
"LOC100260007",365,550,317,169
"LOC100254908",566,717,386,282
"LOC100251534",2091,2406,1671,1354
"LOC100246390",11,16,9,10
"LOC100258390",4,6,9,0
"LOC100253256",378,380,15,9
"LOC100261815",4273,4553,2002,1540
"LOC100243009",652,113,217,293
"LOC100256719",4,6,12,18
"LOC100251595",460,513,495,548
"LOC100855084",32,51,121,130
"LOC100260098",217,196,215,230
"LOC100246260",3679,2613,3310,3706
"LOC100254820",1609,1549,2023,1950
"LOC100241139",39,41,6,3
"TIP2%3B1",4520,5320,4998,5867
"LOC100249690",64,65,2,0
"LOC100244541",8,8,7,11
"LOC100266864",388,391,338,244
"LOC100256579",70,85,1,6
"LOC100258278",912,1026,702,602
"LOC100253148",9078,11085,4614,3868
"LOC100251441",681,602,750,943
"LOC100246296",559,628,606,490
"LOC100248013",821,1164,730,424
"LOC100241176",1596,2176,489,338
"LOC100265171",0,1,7,2
"LOC100242883",313,343,192,199
"LOC100259970",759,583,934,1204
"LOC109121406",37,24,20,37
"LOC100258310",2370,1617,1441,1483
"LOC100253175",563,249,345,693
"LOC100254866",881,950,948,961
"LOC100242918",1529,1294,1330,1524
"LOC100249742",4356,4098,4755,5628
"LOC104880236",1293,1290,1349,1787
"LOC100266912",316,179,63,58
"LOC100265209",1064,1263,491,411
"LOC100261724",4051,1482,2991,3492
"LOC109123216",37,81,38,34
"LOC104880237",98,90,60,138
"LOC100263495",8751,2446,5412,9270
"LOC100246348",150,252,38,56
"LOC100251492",7444,8633,3535,4364
"LOC100261758",4,7,2,3
"LOC100241224",3420,4448,1778,1772
"LOC104880303",1,5,3,0
"LOC100251530",1348,1748,839,1008
"LOC100256623",8010,5935,9322,8971
"LOC109123107",26,22,15,5
"LOC100258354",571,789,190,126
"LOC100241261",69,76,14,13
"LOC100258385",32,50,13,13
"LOC104880238",85,79,87,126
"LOC100243006",1788,1459,1522,1134
"LOC100253219",9551,14580,5943,6845
"LOC100265299",63,117,94,80
"LOC104880239",8,12,0,9
"LOC100254998",14,28,8,6
"LOC100248097",1194,1884,436,336
"LOC100242970",989,705,889,1323
"LOC100265259",421,555,330,294
"LOC100260053",1565,1369,1671,1855
"LOC100254960",18519,19786,18998,26617
"LOC100266860",62,46,29,23
"LOC109123131",25,15,26,18
"LOC100852792",1,1,0,1
"LOC100261674",97,108,13,21
"LOC100256576",194,181,88,92
"LOC100251435",504,871,340,235
"LOC104880240",829,935,423,438
"LOC100241173",4082,2892,5906,6867
"LOC100263448",815,703,1011,1081
"LOC100258307",377,372,607,697
"LOC100242914",9,2,10,10
"LOC104880241",11,13,2,0
"LOC100265202",250,363,69,53
"LOC100260001",11779,13210,9469,9916
"LOC100249769",336,413,169,164
"LOC100244623",4044,3393,5140,5564
"LOC104880242",2,0,0,0
"LOC100853130",1,3,0,0
"LOC100249815",1723,1588,1832,1924
"LOC100244681",1178,1203,1222,1483
"LOC100251525",518,465,334,249
"LOC100267000",393,519,103,76
"LOC109123197",40,34,33,42
"LOC109123196",0,0,0,0
"LOC104877343",2,0,0,0
"LOC100261812",7702,8530,5715,4907
"LOC100265296",6361,5806,9616,9963
"LOC100256715",216,324,8,6
"LOC100251591",0,0,0,0
"LOC104880244",0,0,0,0
"LOC100266855",2365,1855,3051,4717
"LOC100256571",3773,3677,4553,3850
"LOC100246448",708,867,437,390
"LOC100241167",9,10,8,5
"LOC100263444",128,123,126,194
"LOC104880304",3,2,2,7
"LOC100248038",51,55,38,38
"LOC100242909",86,55,47,59
"LOC109123132",0,0,0,0
"LOC100853660",73,134,46,59
"LOC100246379",810,564,806,802
"LOC100241253",20,32,12,21
"LOC100263520",7,1,2,1
"LOC100249841",330,310,290,377
"LOC109123189",9,8,3,4
"LOC104880246",112,92,2,0
"LOC100241136",98,118,183,254
"LOC100244530",836,868,735,765
"LOC100266851",1044,1076,1382,1449
"LOC100263412",5945,5573,6495,5955
"LOC100261663",2093,1586,2555,2692
"LOC109123133",0,0,0,0
"LOC109123134",0,0,0,0
"LOC100246284",0,0,0,0
"LOC100854934",192,362,120,96
"LOC100258296",2159,2306,1940,2165
"LOC100258273",723,902,236,269
"LOC100253144",496,522,169,188
"LOC109123135",0,1,4,2
"LOC100265195",384,422,399,352
"LOC100254892",133,275,8,18
"LOC100248010",2390,3099,2025,1810
"LOC109123232",1812,1953,2103,2727
"LOC104880305",13,8,2,0
"LOC100265167",317,557,493,320
"LOC104880249",87,120,118,94
"LOC100259967",0,0,0,0
"LOC100254863",134,156,20,34
"LOC109123136",0,0,0,0
"LOC100249739",0,0,0,0
"LOC100244590",0,0,0,0
"LOC109123137",0,0,0,0
"LOC100266909",2,0,0,0
"LOC100854432",0,0,0,0
"LOC100246375",0,0,0,0
"LOC100241247",21,15,18,24
"LOC100261720",44,55,3,4
"LOC109123138",0,0,0,0
"LOC100258373",603,938,21,15
"LOC100256622",4,4,5,0
"LOC104880251",40,41,21,6
"LOC109123176",35,36,16,7
"LOC100244707",382,378,10,11
"LOC100251490",6,30,1,0
"LOC109123177",6,0,0,0
"LOC100251419",133,210,22,15
"LOC100246279",10,39,3,10
"LOC100241161",52,114,26,17
"ABC",14198,10683,15044,12687
"LOC100248030",641,808,551,482
"LOC104880308",4,0,0,0
"LOC100244611",9,0,1,2
"LOC100266929",9,7,6,3
"LOC100241221",405,461,359,349
"LOC100256639",34,65,0,0
"LOC100251511",180,328,1,2
"LOC100263494",399,316,296,256
"LOC100246371",56,89,4,4
"LOC100258352",17815,13922,15340,16084
"LOC100253217",2950,3328,2843,2845
"LOC100248095",1044,1610,484,547
"LOC100242968",2135,2377,1688,1653
"LOC104880252",356,441,196,220
"LOC100265256",5499,6636,6004,7116
"LOC100260049",2586,2569,2518,3049
"LOC100254957",2953,3347,2770,2901
"LOC100249812",13,12,16,16
"LOC100244679",131,254,27,27
"LOC109123187",1,0,1,0
"LOC100241155",68,69,36,5
"LOC104880253",12,3,2,0
"LOC100265187",4,1,2,1
"LOC104880254",255,254,327,382
"LOC100261739",2374,5151,95,42
"LOC100266996",6025,7119,4915,5561
"LOC100261810",5801,5322,4077,5171
"LOC100263507",883,1218,517,271
"LOC100256713",65,89,69,75
"LOC100251589",5239,6095,3354,4001
"LOC100246445",2591,3948,1930,1418
"LOC100855293",16,13,2,0
"LOC100241131",2016,1886,2092,1606
"LOC100263408",1277,1409,1164,1671
"LOC104880310",0,0,0,0
"LOC100265278",2556,2332,4012,4290
"LOC100258268",1085,852,1290,1889
"LOC100260068",20,19,5,1
"LOC100253140",1835,1964,1978,1978
"LOC100248007",1886,2847,20,5
"LOC100242878",1145,1624,936,965
"LOC104880256",4,4,10,6
"LOC104880257",161,193,207,161
"LOC100244699",4,8,1,0
"LOC100267014",1,2,0,0
"LOC109123129",7,9,2,0
"LOC100251408",1,0,1,0
"LOC109123192",0,0,0,0
"LOC104880311",0,3,0,0
"LOC104880312",42,51,12,35
"LOC100253157",0,0,0,1
"LOC100254876",49,62,18,7
"LOC100241235",46,76,9,11
"LOC100248105",1060,1352,127,105
"LOC109123178",3,7,1,0
"LOC100254970",860,1167,149,143
"LOC100249822",1594,1686,1553,1666
"LOC100244693",23,43,7,5
"LOC100854446",615,875,262,263
"LOC104880313",11,14,14,17
"LOC100261821",610,486,717,612
"LOC100256728",189,342,119,83
"LOC104880258",520,425,711,1029
"LOC100241146",446,592,327,317
"LOC100263423",732,573,603,623
"LOC100258283",273,354,180,144
"LOC104880259",110,248,34,39
"LOC100242353",32,12,30,24
"LOC100247488",98,27,21,32
"LOC100268125",0,0,0,0
"LOC100256094",0,4,0,0
"LOC104880314",0,0,0,0
"LOC100252596",2577,3692,1702,1722
"LOC100266385",1,0,0,0
"LOC100249221",0,0,0,0
"LOC100254318",54,63,38,27
"LOC100242325",1171,1043,1593,1544
"LOC100247461",32,45,9,21
"LOC100853298",161,189,145,129
"LOC100252569",388,440,326,314
"LOC100257730",4996,5652,4429,5009
"LOC100262852",352,333,404,505
"LOC100257706",25,22,61,18
"LOC109123104",5,3,20,6
"LOC100262829",0,0,0,0
"LOC100245657",4,5,0,3
"LOC104880315",0,0,0,0
"LOC100255950",0,0,0,0
"LOC104880316",0,0,0,0
"LOC100259292",5,1,0,0
"LOC100268003",11658,9626,23416,25328
"LOC100242179",103,28,96,138
"LOC100247314",418,414,421,424
"LOC100268133",27,36,35,56
"LOC100245686",1843,2103,1655,1781
"LOC104880260",0,0,0,0
"LOC100250826",7,3,5,7
"PLD",9409,9339,5536,3918
"LOC100261053",280,190,421,522
"LOC100250951",1142,1050,725,825
"LOC104880261",101,91,20,4
"LOC100266263",11410,1660,3053,4791
"LOC104880262",168,337,26,12
"LOC100266397",209,237,203,260
"LOC100243938",11310,6688,13485,18380
"LOC100254327",126,156,49,46
"LOC100259444",151,177,43,33
"LOC104880263",0,0,0,0
"LOC100264620",0,0,0,0
"LOC100249094",6925,6067,7402,9654
"LOC100252579",58,75,10,22
"LOC100254203",7,1,7,6
"LOC100245669",0,1,5,7
"LOC100250809",1,2,3,9
"LOC109123114",68,27,28,111
"LOC100259317",901,1005,543,695
"LOC100266249",2,0,0,0
"HP4",10,23,14,22
"LOC100249077",1489,1211,5064,6475
"PIFI",3213,2129,6459,7813
"LOC100242207",292,324,128,133
"LOC100254185",111,193,112,108
"LOC100247343",7745,6281,6990,6351
"LOC100259300",28,26,14,5
"LOC100252460",1929,1738,1989,2088
"LOC100257584",8901,9314,9137,7647
"MIR171F",0,0,0,0
"LOC100262712",396,470,554,588
"LOC100242188",82,65,36,16
"LOC100268161",4829,2989,6341,7775
"LOC100247324",19,21,19,12
"LOC100245840",3460,4200,1833,1561
"LOC100250980",676,706,663,873
"LOC104880265",0,0,0,0
"LOC100256133",771,632,467,444
"LOC100257567",1,0,0,0
"LOC100268143",1385,1396,931,1010
"LOC100245821",44,51,37,49
"LOC100261219",3914,3368,3826,3973
"LOC100250817",920,693,1263,1265
"MIR396A",12,11,0,0
"LOC104880267",799,800,887,1099
"LOC100249083",81,79,62,71
"LOC100266426",250,358,229,207
"LOC100244087",442,311,254,227
"LOC100853055",1225,890,1023,1229
"LOC100249256",378,427,307,240
"LOC100263001",73,123,66,89
"LOC104880268",0,9,10,8
"LOC100250971",284,221,361,439
"LOC100256124",105,93,68,43
"LOC100261209",2916,3029,2944,3737
"LOC100254354",4535,4392,5381,5689
"LOC100244079",393,637,127,75
"LOC109123139",0,0,0,0
"LOC100854840",5,0,0,1
"LOC109123116",0,1,0,0
"LOC100854872",261,244,138,140
"LOC100265456",12,0,2,1
"LOC100250015",4546,4076,6911,9388
"LOC100855075",262,238,204,289
"LOC104880270",2,2,0,0
"LOC100242509",431,415,336,350
"LOC100244621",189,162,86,128
"LOC109121560",820,627,1033,1049
"LOC109123140",0,0,0,0
"LOC100264399",4,0,1,0
"LOC100259222",2631,2378,4229,6076
"LOC109123225",0,0,0,0
"LOC109123224",6,0,0,0
"LOC100266893",1195,925,1598,1987
"LOC100251587",950,813,816,1004
"LOC100254847",386,361,159,118
"LOC100256710",8071,9471,6376,5583
"LOC100853353",323,301,366,338
"LOC100261800",0,0,0,0
"LOC100266984",56,92,45,47
"LOC104880318",4,6,1,7
"LOC104880274",201,242,72,69
"LOC100853122",0,0,0,0
"LOC100853390",22,12,19,14
"LOC104880272",11,10,8,6
"LOC100248082",0,0,0,0
"LOC100253207",0,0,0,0
"LOC104880276",23,14,11,17
"LOC100241212",222,300,10,11
"LOC100251480",175,191,44,35
"LOC109123141",0,0,0,0
"LOC104877397",789,715,445,357
"LOC100249729",1140,1034,1124,1270
"LOC100244675",361,308,400,491
"LOC100853579",126,131,45,51
"LOC100249809",4249,3722,5527,4758
"LOC100254954",534,465,563,693
"LOC100259959",602,872,147,182
"LOC100260046",2079,1826,1875,1700
"LOC100265161",94,106,44,21
"LOC100263574",10,11,9,5
"LOC100853605",0,2,1,0
"LOC100246437",14,9,4,5
"LOC109123206",53,61,23,17
"LOC104880277",66,71,36,71
"LOC100853720",38,35,10,17
"LOC109123207",1,10,10,3
"LOC100266987",145,185,111,72
"LOC100249806",1574,1595,1292,1178
"LOC100265253",3085,1776,3673,4843
"LOC100253212",8,8,6,12
"LOC100265249",336,313,232,232
"LOC109123229",16,25,8,6
"LOC100256617",0,0,0,0
"LOC109123185",0,0,0,0
"LOC104880322",0,0,2,0
"LOC100261715",0,1,0,0
"LOC109123122",0,0,0,0
"LOC100266904",0,0,0,0
"LOC100244585",8,5,1,0
"LOC109123142",1,1,0,0
"LOC100249734",49,46,36,74
"LOC104877375",0,0,0,0
"LOC109123143",1,0,0,0
"LOC100259963",0,1,0,0
"LOC100263405",11,16,5,4
"LOC100248092",3694,3519,3125,2233
"LOC104880279",2,1,0,0
"LOC109123202",0,0,0,0
"LOC109123201",0,0,0,0
"LOC100261172",485,615,166,140
"LOC100257847",1967,2905,1083,591
"LOC100262975",1285,1333,983,849
"LOC109123144",0,0,0,0
"LOC100268118",752,788,887,735
"LOC100252700",1606,1135,1484,1800
"LOC100247307",4371,4786,4568,5361
"LOC109123145",0,0,0,0
"LOC104880323",1,0,0,0
"LOC104880281",1,3,1,0
"LOC100264455",0,1,0,0
"LOC100259273",1,0,0,0
"LOC100242170",595,980,198,199
"LOC100255938",6,1,2,0
"LOC100267964",2,40,0,0
"LOC100264601",0,0,0,0
"LOC100256079",0,0,0,0
"LOC100268109",361,347,227,231
"LOC100257835",17,18,11,7
"LOC100259281",1583,1125,5300,5893
"LOC100264460",3188,3510,3949,4328
"LOC104880282",596,1027,28,16
"LOC109123125",56,67,42,22
"LOC104880284",6,3,2,8
"LOC104880325",0,0,0,0
"LOC104880326",3,2,0,2
"LOC109123146",0,0,0,0
"LOC104880329",0,0,0,0
"LOC104880330",0,0,0,0
"LOC100256071",25,35,1,0
"LOC100250926",80,53,19,6
"LOC100268101",410,319,58,67
"LOC109123147",0,0,0,0
"LOC109123148",0,0,0,0
"LOC100257826",12,12,4,0
"LOC104880331",0,0,0,0
"LOC100247580",4,0,0,0
"LOC100242448",0,0,0,0
"LOC104880285",894,832,431,531
"LOC104880286",0,1,0,1
"LOC100254164",1395,1414,1349,1536
"LOC100257675",2087,2022,1873,1934
"LOC100249060",210,351,9,11
"LOC100243908",902,942,684,783
"LOC100264588",0,0,0,0
"LOC100244022",0,1,0,0
"LOC100266231",1089,1243,1243,1561
"LOC100262945",38,43,24,33
"LOC100252673",386,457,15,6
"LOC104880287",4,0,0,0
"LOC100261023",68,91,60,35
"LOC100255943",372,447,355,478
"LOC100250787",1032,1459,428,356
"LOC109123095",5,0,0,0
"LOC100852963",0,0,0,0
"LOC100245650",0,3,0,0
"LOC104880333",0,0,0,0
"LOC100267972",22,21,14,27
"LOC100262820",0,1,0,0
"LOC109123149",0,0,2,0
"LOC100259408",168,194,101,78
"LOC100254285",5,5,0,0
"LOC100257696",1260,1492,1317,1537
"LOC109123150",0,0,0,0
"LOC109123235",0,0,0,0
"LOC109123233",0,0,0,0
"LOC100854138",0,0,0,0
"LOC109123151",0,0,0,0
"LOC109123234",0,0,0,0
"LOC109123152",0,0,0,0
"LOC104880334",0,0,0,0
"LOC100267836",0,0,0,0
"LOC100854265",174,263,45,32
"LOC100257552",1,3,0,0
"LOC109123190",0,0,0,0
"LOC109123119",80,120,75,92
"LOC104880342",0,0,0,1
"LOC109123193",0,0,0,0
"LOC100259994",3014,2747,2195,2351
"LOC104880343",99,159,47,46
"LOC100263441",349,302,204,180
"LOC109123153",0,1,0,0
"LOC104880344",4,4,3,0
"LOC100251428",1,0,0,0
"LOC109123115",16,8,3,1
"LOC100265292",175,201,49,37
"LOC104880345",0,0,0,0
"LOC104880335",0,0,0,0
"LOC100854720",0,0,0,0
"LOC109123154",0,0,0,0
"LOC100241256",0,0,0,6
"LOC100256652",0,0,0,0
"LOC104880336",152,155,132,165
"LOC104877333",73,57,35,20
"LOC100248039",1,1,0,0
"LOC109123155",0,0,2,0
"LOC100241170",2,0,0,0
"LOC109123121",4,0,0,0
"LOC100251433",146,185,37,51
"LOC100256573",0,0,0,0
"LOC100261670",0,0,0,0
"LOC100266856",0,0,0,0
"LOC100260092",5,0,0,0
"LOC100243003",0,0,0,0
"LOC109123097",0,1,0,0
"LOC100241259",0,0,0,0
"LOC109123098",0,2,0,1
"LOC109123156",0,0,0,0
"LOC100249771",0,2,0,0
"LOC100265206",3,0,0,0
"LOC100854069",1,0,0,0
"LOC100855358",0,0,0,0
"LOC109123157",0,0,0,0
"LOC100247196",140,157,55,48
"LOC104880337",1,6,0,0
"LOC100261932",109,162,22,24
"LOC100251699",0,0,0,0
"LOC104880349",0,0,0,0
"LOC104880350",0,0,0,0
"LOC109123158",0,0,0,0
"LOC100251761",0,0,0,0
"LOC109123113",8,30,5,7
"LOC104880339",7,7,3,1
"LOC104880340",4,0,0,0
"LOC104880341",7,1,1,0
"LOC109123159",0,0,0,0
"LOC104880352",0,0,0,0
"LOC109123128",1,1,0,0
"LOC109123160",0,2,0,0
"LOC109123161",13,16,6,4
"LOC100854112",26,40,16,12
"LOC100253411",0,0,0,0
"LOC104877381",175,210,257,332
"LOC109123109",9,6,19,24
"LOC104880363",0,0,1,0
"LOC109123162",4,0,0,0
"LOC100260264",1159,1588,539,457
"LOC100251612",9,6,1,0
"LOC100255187",5666,7003,3471,3221
"LOC100250028",1482,1532,1276,1533
"LOC100258460",66,90,14,3
"LOC100253325",82,142,72,72
"LOC100244712",330,540,146,186
"LOC100260162",1527,1229,1020,1164
"LOC100267028",4667,4886,4700,6015
"LOC100255067",1818,1099,2692,3262
"CIPK02",71621,62877,35795,57826
"LOC100256746",1967,1587,3868,5051
"LOC100241437",0,0,0,0
"LOC100251623",10037,6048,15197,18296
"LOC100246478",809,1178,353,423
"LOC100267194",19,43,34,32
"LOC100256735",18,32,29,47
"LOC100251609",3261,3502,2666,2985
"LOC100253320",14,4,11,5
"LOC104880365",8,0,0,0
"LOC100265363",32,31,21,28
"LOC109123179",0,0,0,0
"LOC100255062",3965,3674,4250,4811
"LOC100263614",3357,3514,2222,2395
"LOC100249916",16,18,0,0
"LOC100244783",0,2,0,0
"LOC109123182",1,0,0,0
"LOC104880366",3,11,0,5
"LOC109123123",0,0,0,0
"LOC100243153",990,1043,1164,1201
"LOC109123163",10,3,21,20
"LOC100265463",3345,4994,143,106
"LOC109123219",20,14,4,0
"LOC100258467",1861,2066,1417,1701
"LOC100253333",1232,1280,1190,1103
"LOC100262015",926,762,665,728
"LOC100256729",20,32,0,0
"LOC109123096",0,0,0,0
"LOC104880357",365,398,393,349
"LOC100265358",2164,2374,2494,2426
"LOC100855137",97,109,142,189
"LOC104880358",506,396,541,452
"LOC100255021",0,0,0,2
"LOC100855170",0,0,0,0
"LOC100242173",2,0,0,0
"LOC100261184",373,498,261,279
"LOC100266392",5,0,0,0
"LOC100259440",0,0,0,0
"LOC104877324",7,5,4,15
"LOC100854776",18,9,3,2
"LOC100853081",52,24,39,31
"LOC104880361",60,46,65,56
"LOC100241615",4,9,6,2
"LOC104877326",0,0,0,0
"LOC104880388",0,0,0,0
"LOC104880389",0,0,0,0
"LOC109123186",0,0,0,0
"LOC109123164",0,0,0,0
"LOC104880369",370,347,193,263
"LOC109123181",7,1,16,21
"LOC100263464",265,224,105,96
"LOC104880390",0,0,0,0
"LOC109123165",0,0,0,0
"LOC104880391",0,0,0,0
"LOC104880392",0,0,0,0
"LOC100258608",0,0,0,0
"LOC100253480",6047,7491,484,730
"LOC100258710",538,765,368,401
"LOC100258621",397,468,376,319
"LOC100241596",17,16,1,6
"LOC100246729",54,47,3,0
"LOC100251858",228,360,297,282
"LOC104880372",0,2,3,2
"LOC104880371",4,7,6,4
"LOC104880370",154,216,149,182
"LOC109123166",0,0,0,0
"LOC100263772",151,211,99,128
"LOC109123228",8,8,2,4
"LOC109123227",0,0,2,1
"LOC100241716",103,130,101,105
"LOC100246833",445,505,413,477
"LOC100253471",1,8,0,0
"LOC100257093",71,99,27,37
"LOC100262203",255,421,46,16
"LOC100251973",576,1215,16,13
"LOC100250190",231,236,112,96
"LOC100262209",1173,1308,908,820
"LOC100255361",2,2,6,1
"LOC109123180",4,0,0,2
"LOC100267379",346,424,473,434
"LOC100245066",1112,1215,1448,1850
"LOC100250200",1334,958,2014,2479
"LOC100255370",26,26,29,32
"LOC100263875",382,344,487,533
"LOC100260334",131,130,198,198
"LOC100265551",0,0,0,0
"LOC100243234",341,336,573,998
"LOC100248363",0,0,0,0
"LOC109121559",60,46,90,181
"LOC104880374",7,8,17,28
"LOC100852491",0,0,0,0
"LOC104880373",141,170,306,334
"LOC100852534",111,79,195,276
"LOC100852567",0,0,0,0
"LOC109121450",52,37,70,69
"LOC104880395",0,0,0,0
"LOC104877362",0,0,6,3
"LOC100251944",0,0,0,0
"LOC100246813",0,0,0,0
"LOC109123231",2,5,2,0
"LOC100263973",135,117,74,60
"LOC109123117",21,19,24,27
"LOC109123167",0,0,0,0
"LOC104880396",6,1,1,1
"LOC100251844",0,0,0,0
"LOC109123094",2,10,2,2
"LOC100250169",0,0,0,0
"LOC100262178",0,0,0,0
"LOC109123168",2,1,7,6
"LOC109123103",35,14,37,26
"LOC104880376",5,16,22,15
"LOC104880398",0,1,0,0
"LOC100260302",0,0,0,0
"LOC104880399",2,0,2,1
"LOC104880378",0,1,0,0
"LOC104880377",3,0,1,1
"LOC100263845",0,0,0,0
"LOC104880379",0,0,0,0
"LOC109123169",0,0,0,0
"LOC109123170",0,0,0,0
"LOC100853314",0,0,0,0
"LOC100248342",2873,2341,1878,2278
"LOC100852751",125,129,145,88
"LOC104880380",51,65,27,30
"LOC109123093",8,14,2,4
"LOC100260295",109,119,78,109
"LOC100243214",934,819,512,616
"LOC100265530",2506,3152,1187,1113
"LOC100262071",84,92,54,58
"LOC100256964",121,104,81,68
"LOC100251833",0,0,0,0
"LOC100260314",757,937,459,427
"LOC100263841",669,515,638,702
"LOC100255236",1094,761,991,1701
"LOC104880381",608,483,466,446
"LOC100245025",0,0,0,0
"LOC100250075",19,11,10,0
"LOC100244938",10,4,8,1
"LOC100251927",424,476,478,503
"LOC100267246",2274,2730,1336,1241
"LOC100262087",15230,13572,14623,16669
"LOC100241676",0,0,0,0
"LOC100263953",0,0,0,0
"LOC100253643",0,0,0,0
"LOC100260288",1,0,3,0
"LOC100250055",0,0,0,0
"LOC104880383",0,0,0,0
"LOC100256982",2001,2668,407,456
"LOC100262065",434,441,260,197
"LOC104880400",0,0,0,0
"LOC100241564",1363,1346,1215,1248
"LOC100263834",800,735,755,852
"LOC100251847",2222,1995,1681,1519
"LOC109123171",0,1,0,0
"LOC100248428",192,459,2,3
"LOC100260401",74,89,6,2
"LOC100250152",1500,1745,1130,1073
"LOC100245019",859,1085,149,65
"LOC100262159",1874,854,3977,3870
"LOC100246715",1029,963,649,987
"LOC100241581",2500,2435,2647,3243
"LOC100853391",829,734,1337,1472
"LOC100854287",550,644,473,535
"LOC109123099",40,33,21,9
"LOC109123188",0,0,0,0
"LOC104880402",1,0,0,0
"LOC100853428",1895,2132,944,887
"LOC100854354",29,38,19,31
"LOC100853464",100,184,0,0
"LOC100258699",3134,3918,2449,2673
"LOC100253555",2274,2122,1756,1779
"LOC100262155",0,0,0,0
"LOC100241666",4009,6149,259,158
"LOC100263943",4363,4261,2568,2414
"LOC100258774",180,269,105,151
"LOC104880384",41,28,58,123
"LOC100248529",1349,1407,1438,1392
"LOC100248446",5326,6188,5112,5541
"LOC100243322",4815,4317,4700,5285
"LOC100265643",448,667,49,27
"LOC100243398",502,687,505,396
"LOC100260424",514,679,258,193
"LOC100260498",24,13,9,20
"LOC104880404",0,0,0,0
"LOC100244909",4,6,5,3
"LOC100267221",763,640,719,860
