"","Row.names","AF_A","AF_B","CO_A","CO_B","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2343","LOC100259401",58.7205086209402,59.6960950976447,6.88606143163495,2.3089835817456,31.9029121829914,-3.68570355875457,0.82617356947405,-4.46117340827173,8.15120971980493e-06,5.00388796248329e-05
"2344","LOC100259414",404.815627614057,779.365685997028,18.3628304843599,10.3904261178552,303.233642553325,-5.36371354601947,0.483425738740892,-11.0952171474972,1.32338234088763e-28,6.95159540549788e-27
"2345","LOC100259436",624.572682604545,894.612314032759,205.434166043776,165.09232609481,472.427872193973,-2.03583513647575,0.300999006269475,-6.76359421151422,1.34609770790283e-11,2.04534577898792e-10
"2346","LOC100259439",1496.4832651579,2146.57208621947,358.075194445017,532.220715592361,1133.33781535369,-2.0329452493238,0.296549110274265,-6.85534091619301,7.1142652321557e-12,1.12241787356101e-10
"2347","LOC100259444",134.345406087303,146.752900448377,49.3501069267171,38.0982290988024,92.1366606402997,-1.68459949647743,0.428904165299977,-3.92768276171721,8.57682404615643e-05,0.000410093551013689
"2348","LOC100259449",104.095447100758,143.43645072073,0,0,61.8829744553718,-9.19159238339325,1.53025955834386,-6.00655773282081,1.89503516966747e-09,2.18561366486355e-08
"2349","LOC100259450",1879.94598054616,2207.92640618094,80.3373833690744,88.8958678972056,1064.27640949835,-4.5944117636639,0.255094044920597,-18.0106586380486,1.60704961866162e-72,5.77517513753952e-70
"2350","LOC100259452",2603.27588219501,3080.981796984,196.252750801596,109.676720132916,1497.54678752838,-4.21554072017837,0.30220797717804,-13.949137807487,3.184315502886e-44,3.67820933598668e-42
"2351","LOC100259457",212.639417581889,293.505800896753,19.5105073896323,10.3904261178552,134.011537996533,-4.08098020070904,0.484424050325384,-8.42439634854603,3.62614842671541e-17,9.21391698999291e-16
"2352","LOC100259468",200.183552116841,344.081659243369,81.4850602743469,64.6515402888768,172.600452980859,-1.89748384849486,0.405639223246063,-4.67776225708783,2.90022522031934e-06,1.9478225745485e-05
"2353","LOC100259473",185.058572623569,102.809941557055,45.9070762108996,83.1234089428416,104.224749833591,-1.15710671623144,0.49839505432398,-2.32166572720296,0.0202509417580329,0.0476443231218814
"2354","LOC100259474",339.867186260593,451.037162959982,144.607290064334,140.847998486482,269.089909442848,-1.47059216113433,0.308270649121131,-4.77045792496606,1.83807577992104e-06,1.28915847761501e-05
"2355","LOC100259490",205.521780173291,368.955032200721,11.4767690527249,5.772458954364,147.931510095275,-5.05727029060808,0.566590665646846,-8.92579175273645,4.42522358942245e-19,1.31134897990215e-17
"2356","LOC100259498",685.96230525371,1082.82083607672,59.6791990741695,31.1712783535656,464.908404689542,-4.28289864309864,0.384724547182483,-11.1323768510855,8.72767517665148e-29,4.66024919809881e-27
"2357","LOC100259502",93.4189909878594,179.088285292934,40.1686916845372,6.9269507452368,79.9007296776419,-2.53252372875737,0.710980938635771,-3.56201353810803,0.000368021401464636,0.00148520579842413
"2358","LOC100259506",138.793929467677,184.062959884405,53.9408145478071,49.6431470075304,106.610212726855,-1.64056747439268,0.412432149337893,-3.97778756342443,6.95594743895755e-05,0.00034235358699565
"2359","LOC100259519",74.7351927902875,92.860592374114,25.2488919159948,34.634753726184,56.8698577016451,-1.485398652346,0.526595912232687,-2.8207561392722,0.00479106081813866,0.0140159732423646
"2360","LOC100259543",13.3455701411228,8.29112431911732,0,0,5.40917361506002,-5.6743236137376,2.13968608215836,-2.65194210545772,0.00800302630910403,0.0216318667189727
"2361","LOC100259544",6238.60918863685,7914.7072750294,3743.72206499887,3278.75668607875,5293.94880368597,-1.01111497059437,0.220740418904425,-4.58056107536951,4.63730165436089e-06,2.99027369566308e-05
"2362","LOC100259546",989.351599795234,1178.99787817848,438.412577814092,533.375207383233,785.034315792761,-1.1580409905831,0.24636530130254,-4.70050361987058,2.59520655436245e-06,1.76178340002297e-05
"2363","LOC100259547",644.146185478192,955.966633994227,192.809720085778,163.937834303938,489.215093465534,-2.16540751355935,0.302577395349671,-7.15654092751019,8.27381864693159e-13,1.41756067652613e-11
"2364","LOC100259548",423.499425811629,541.410418038361,82.6327371796194,62.3425567071312,277.471284434185,-2.73467211729211,0.328709593273011,-8.31941681428451,8.83971707044753e-17,2.15658614735918e-15
"2365","LOC100259554",740.234290494276,746.201188720559,409.720655182279,275.923538018599,543.019918103928,-1.11625978817023,0.282520539140805,-3.9510748194272,7.78009948595265e-05,0.000376559502493257
"2366","LOC100259561",1828.34310933382,4141.4165973991,1488.53694613842,1219.14333116168,2169.35999600825,-1.1407006477096,0.359327375379296,-3.17454423422515,0.00150072014931064,0.00513159706696767
"2367","LOC100259564",233.992329807686,433.625801889836,27.5442457265398,24.2443276083288,179.851676258098,-3.68872219280338,0.451599477047485,-8.1681276889865,3.13212311325393e-16,7.30291115180936e-15
"2368","LOC100259574",17.794093521497,12.436686478676,0,0,7.55769500004325,-6.15704564142905,1.96433968418499,-3.13440984316499,0.00172200160356076,0.00577401011620491
"2369","LOC100259577",602.330065702674,677.384856871885,47.0547531161721,31.1712783535656,339.485238511074,-4.0317531063857,0.333953181270158,-12.0728094011601,1.47027649886149e-33,1.06689294660974e-31
"2370","LOC100259585",313.176045978348,369.784144632633,9.18141524217993,17.317376863092,177.364745679063,-4.68878857910263,0.455754833037472,-10.2879623850684,7.98481666645315e-25,3.39804979940788e-23
"2371","LOC100259588",737.565176466052,1401.20000993083,113.620013621977,178.946227585284,607.832856901035,-2.87024646052161,0.374353130217998,-7.66721640299942,1.75769090162336e-14,3.56578154236137e-13
"2372","LOC100259590",270.470221526755,366.467694904986,171.003858885601,79.6599335702232,221.900427221891,-1.34548990059025,0.419224363332589,-3.20947449211776,0.00132977845011788,0.00460128138631648
"2373","LOC100259592",750.910746607174,756.979650335412,204.286489138503,347.502029052713,514.919728783451,-1.45044423283514,0.312545606548359,-4.64074427042289,3.47156533500688e-06,2.29813564867122e-05
"2374","LOC100259620",4667.39073068867,6021.014480543,580.72451406788,486.041043957449,2938.79269231425,-3.32474175960242,0.236095582780948,-14.0821853608636,4.88746808866063e-45,5.98120419066361e-43
"2375","LOC100259649",316.734864682647,596.131838544536,25.2488919159948,17.317376863092,238.858243001567,-4.42267524632291,0.456252505968649,-9.69348154468396,3.21382465415753e-22,1.16979083874802e-20
"2376","LOC100259650",1653.96099282315,1865.5029718014,587.610575499515,591.099796926873,1174.54358426273,-1.57821662252781,0.215137824561892,-7.33583983077688,2.20335400553216e-13,4.01318863115431e-12
"2377","LOC100259658",748.24163257895,1144.17515603819,250.193565349403,142.002490277354,571.153211060974,-2.2706397758863,0.352397774330074,-6.44339987732019,1.16826350233395e-10,1.59993435584679e-09
"2378","LOC100259691",219.757054990488,461.815624574835,4.59070762108996,4.6179671634912,172.695338587476,-6.21022280935868,0.672393269772156,-9.23599787288628,2.55889586946374e-20,8.22917648929818e-19
"2379","LOC100259692",556.065422546782,745.372076288647,275.442457265398,132.766555950372,427.4116280128,-1.67275341074684,0.37719695204715,-4.4346949297134,9.22027604305797e-06,5.59130223869925e-05
