"","A1_A","A1_B","F1_A","F1_B"
"LOC109121469",2791.40821708555,2776.64224869308,1387.10220542848,1483.49931846466
"LOC100247417",1483.58729147129,1458.35807552109,2869.59252813572,2822.92134210187
"LOC100242282",53.6236370411311,87.422009976741,38.751422644492,43.7200067062592
"LOC100259396",40.7142429386366,43.7110049883705,0,1.98727303210269
"LOC100245839",2674.23063984752,2643.52236986486,3230.27884659599,3272.04504735708
"LOC100254274",19.86060631153,11.9211831786465,8.94263599488278,10.9300016765648
"LOC100855161",276.062427730267,582.15111189057,178.852719897656,165.937298180575
"LOC100266338",2610.67669965062,2385.23006766085,2984.85316984754,2740.44951126961
"LOC100855130",99.3030315576502,103.316920881603,91.4136123921351,75.5163752199023
"LOC100261132",306.846367513139,150.008221664635,192.763487000807,106.319107217494
"LOC100855064",82.4215161928496,73.5139629349867,72.5347141807159,69.5545561235942
"LOC100268160",2578.89972955217,2436.88852810165,4040.08421724371,3518.46690333782
"LOC100256047",1759.64971920156,1094.76198857237,2087.6086916943,1734.88935702565
"LOC100250903",343.588489189469,276.174076971977,431.233780197681,339.82368848956
"LOC100854962",368.414247078882,214.581297215637,370.622580676808,246.421855980734
"LOC100245755",1789.44062866886,1753.40735919259,2214.79284806597,1932.62302371987
"LOC100262925",1047.64698293321,967.602701333474,2020.04210862185,1588.8247891661
