"","Row.names","A1_A","A1_B","F1_A","F1_B","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1230","LOC100259904",3851.96459412125,4567.80002128471,10909.0222875353,10438.1516011194,7441.73462601517,1.34219375883372,0.23119167033438,5.80554548912799,6.41567828299305e-09,7.65013540845811e-08
"1231","LOC100259905",20649.0723820978,10596.9384138852,88987.1771588569,54839.7929573899,43768.2452280574,2.20259083355088,0.358914697377459,6.13680868920921,8.41956763392186e-10,1.15294773671867e-08
"1232","LOC100259921",806.340616248119,595.065727000771,6405.90825100103,4140.48336238596,2986.94948915897,2.91180104096671,0.304793176136681,9.55336690235136,1.25548323905479e-21,5.81919374120419e-20
"1233","LOC100259975",807.333646563696,595.065727000771,2999.75756317234,2688.78041243494,1772.73433729294,2.02015907649188,0.268499422201217,7.52388612210103,5.3171660982097e-14,1.23939876282255e-12
"1234","LOC100259996",3786.4245932932,3825.70636841397,8982.38104374892,7559.58661411864,6038.52465489368,1.11975884355668,0.231881185498224,4.82901983250923,1.37206744144831e-06,1.07898782846654e-05
"1235","LOC100259999",2015.8515406203,2070.31214535827,6068.07533563879,4637.30162041163,3697.88516050725,1.38951702313143,0.250471071717101,5.54761479481688,2.89593021888049e-08,3.0855154810911e-07
"1236","LOC100260014",464.738187689803,387.438453306011,1086.03346026743,1124.79653617012,765.751659358342,1.3753621687382,0.269464944145751,5.10404859191732,3.32462846408284e-07,2.92044655823102e-06
"1237","LOC100260043",1465.71274579092,1581.54363503377,4470.32437121973,4449.50431887793,2991.77126773059,1.54950559984627,0.228428244395872,6.78333628988952,1.17431850577692e-11,2.10165400909328e-10
"1238","LOC100260059",143.989395758593,237.430231641376,402.418619769725,362.677328358741,286.628893882109,1.00426751301925,0.371454698911074,2.70360697001081,0.00685913664645553,0.0206245729118235
"1239","LOC100260072",1252.21122794197,1365.96890588658,2729.49123088255,2595.37857992612,1985.7624861593,1.02418248630568,0.235642335101481,4.34634330823706,1.38425855542379e-05,8.78137656919111e-05
"1240","LOC100260079",762.647282362753,565.262769054155,4713.76279552488,5796.87543464355,2959.63707039633,2.98461925405826,0.270257472491972,11.0436141748011,2.35371328425339e-28,1.82104986254005e-26
"1241","LOC100260099",605.748492501666,770.903178885807,1197.31959709264,1561.00296671667,1033.74355879919,1.00262917497445,0.285937733199789,3.50645982869949,0.000454109976351408,0.00196872333713037
"1242","LOC100260107",743.7797063668,1207.01979683796,2163.12428453998,2380.75309245903,1623.66922005094,1.2198603312007,0.302098933366451,4.03794981202727,5.39203850678089e-05,0.000297738804837783
"1243","LOC100260115",8.93727284018851,13.9080470417542,72.5347141807159,50.6754623186187,36.5138740953193,2.43116862173249,0.753245290723094,3.22759219562945,0.00124836804950155,0.00477326966047771
"1244","LOC100260179",1869.87608423055,1775.26286168677,9131.42497699697,8511.49039649583,5322.01357985253,2.27504325553596,0.224406414640779,10.1380491247443,3.74503804590471e-24,2.15860129889453e-22
"1245","LOC100260185",56.6027279878606,70.5336671403251,165.935579016158,131.160020118778,106.05799856578,1.22455529342219,0.461212402454151,2.65507884633246,0.00792898732230927,0.0232879995584134
"1246","LOC100260200",2000.95608588665,907.996785440241,8474.63804448391,7390.66840638991,4693.56483055018,2.44730270697359,0.357212422640835,6.85111309646213,7.32775528220755e-12,1.34862877636676e-10
"1247","LOC100260203",1188.65728774507,1480.21357801527,2850.7136299243,3254.15959006816,2193.4360214382,1.19373284982034,0.253500622742973,4.70899375671624,2.48942695380269e-06,1.85402860432043e-05
"1248","LOC100260215",20.8536366271065,8.94088738398487,95.3881172787496,65.5800100593889,47.6906628373075,2.43362706251986,0.710461725340086,3.42541614237547,0.000613858398826104,0.00256084105159392
"1249","LOC100260220",173.780305225888,195.706090516113,437.195537527602,414.346427193411,305.257090115754,1.20455851914318,0.318149665185802,3.78613794372441,0.000153006758751717,0.000755865412340262
"1250","LOC100260248",5268.02582413334,5726.14165347653,17343.7456989643,14716.7504392365,10763.6659039527,1.54405872662501,0.231010522490139,6.68393244593837,2.32614067697115e-11,3.99937144085056e-10
"1251","LOC100260262",1022.8212250438,856.33832499944,2612.24333672742,2005.15848939162,1624.14034404057,1.29699322663669,0.269265000849667,4.81679097745352,1.45885367078018e-06,1.13966215306463e-05
"1252","LOC100260284",733.849403211035,698.382647882374,3236.24060392591,3096.171384016,1941.16100975883,2.14448964502658,0.23539130689031,9.11031793551276,8.21409003318095e-20,3.27846498229103e-18
"1253","LOC100260293",1164.82456017124,1453.39091586332,2732.47210954752,2654.9967708892,2001.42108911782,1.04102486729764,0.249530962503524,4.17192662927728,3.02034901657924e-05,0.000177135104424221
"1254","LOC100260311",4306.77247865529,3485.95264782255,10690.4245187715,12191.92005195,7668.76742429985,1.55403502799618,0.242182094044381,6.41680399258334,1.3916490976793e-10,2.14845842278718e-09
"1255","LOC100260318",1560.05062577068,856.33832499944,2081.64693436438,2772.24587978326,1817.57044122944,1.00628874050274,0.336842405401455,2.98741703647267,0.00281345644625532,0.00965958181820651
"1256","LOC100260322",5629.48885900319,5342.67692789674,16322.2979431044,12949.0710771811,10060.8837017964,1.41564212369318,0.239342236976447,5.91471919698187,3.3244224368417e-09,4.19039984719364e-08
"1257","LOC100260332",101.289092188803,127.159287238896,248.40655541341,258.34549417335,183.800107253615,1.14941623881969,0.375233388981568,3.06320352231808,0.0021898107298636,0.00775942093393274
"1258","LOC100260334",51.6375764099781,73.5139629349867,148.050307026393,129.172747086675,100.593648364508,1.14737887769986,0.473944393944286,2.42091454685449,0.0154815161025978,0.0406349397077058
"1259","LOC100260348",3162.80155511116,5018.81811821017,8413.03321874139,8604.89222900466,6299.88628026684,1.05659761112557,0.283775213110455,3.72336117571449,0.000196587977091255,0.000944937573994666
"1260","LOC100260390",1948.3254791611,1139.46642549229,5743.15956115805,4502.16705422865,3333.27963001002,1.73031787230844,0.314390809179101,5.50371646304305,3.71867443961284e-08,3.90421999098392e-07
"1261","LOC100260408",209.529396586642,240.410527436038,446.138173522485,506.754623186187,350.708180182838,1.08258363976916,0.311671037214127,3.4734816858372,0.000513752423644221,0.00219186505917861
"1262","LOC100260431",2341.56548412939,1891.49439767858,5617.96265722969,5547.47266911467,3849.62380203808,1.39926641907487,0.240680826537973,5.81378433505631,6.10760915603671e-09,7.31313486802586e-08
"1263","LOC100260432",1127.08940817933,832.495958642147,2860.64989214084,2485.08492664442,1826.33004640168,1.44783884994269,0.269592486095694,5.37047182178796,7.85309040538761e-08,7.75897674827e-07
"1264","LOC100260451",5994.92401513534,7904.73787937418,26060.8285415317,22552.5680048174,15628.2646102147,1.80630462371882,0.251295891828963,7.18795922437214,6.57668949934616e-13,1.36529087687149e-11
"1265","LOC100260473",643.483644493573,539.433538833754,1435.78989028951,1467.60113420784,1021.57705195617,1.29538871600933,0.258642401007733,5.00841590923293,5.48798432381197e-07,4.64240086870486e-06
