"","A1_A","A1_B","AF_A","AF_B"
"LOC100255130",2385.67149389777,2435.91109699094,2733.99156529996,2173.03796308708
"LOC100260219",1833.43272216217,1319.82822107255,1143.17782411037,1295.79307637202
"LOC100265436",42.1709607507181,59.2166274093388,59.2164105553222,51.1893469364623
"LOC104879215",31.1261853160062,53.1945975033044,45.1650588981271,86.3192909124659
"LOC100243135",115.468106817442,32.1174928321838,57.2090746042943,90.3341416525806
"LOC100258517",2922.84920822239,3196.69420845329,4025.7122497864,3334.33353966525
"LOC100852528",14.056986916906,2.00734330201149,16.058687608223,10.0371268502867
"LOC100241388",195.79374634262,337.23367473793,259.950005658109,542.004849915483
"LOC100253381",22620.704160784,20097.521139739,15331.0283259754,20153.5470026907
"LOC100248252",1697.88320546344,1045.82586034798,789.886696729467,1077.98742372079
"LOC100263668",3312.4285599195,2296.40073750114,3038.10296188068,2697.97969735707
"LOC100246514",28.1139738338121,18.0660897181034,19.0696915347648,13.0482649053727
"LOC100241405",405.644479602146,282.031733932614,624.281480769668,258.957872737398
"LOC100246529",163.663490532549,221.811434872269,158.579540131202,194.720260895563
"LOC100251672",2495.11517775082,1784.52819548821,1702.22088647163,1763.52318759538
"LOC100256778",145.590221639384,184.675583785057,132.48417276784,158.58660423453
"LOC100256800",38419.7533848923,26432.6966008872,22080.6954613066,24207.5425375215
"LOC104879217",170.691983991002,60.2202990603446,59.2164105553222,61.2264737867491
"LOC100244742",758.073223018862,808.959350710628,929.396545325905,661.446659433896
"LOC100249871",88.3582034776951,40.1468660402297,62.227414481864,42.1559327712043
"LOC100261891",6352.75401594747,5160.87962947153,4968.15647879398,3882.36066569091
"LOC100267077",3908.84643339394,2421.85969387686,2234.16491349402,2295.49091066058
"LOC100260122",64.2605116201419,111.407553261637,90.3301177962542,167.620018399788
"LOC100244762",6681.08506750663,5164.89431607555,6421.46770733816,4885.06963803455
"LOC100258594",45.1831722329123,21.0771046711206,15.055019632709,32.1188059209175
"LOC109121530",16.0651279050355,17.0624180670976,15.055019632709,9.03341416525806
"LOC100249888",906.67565614044,589.155259140371,424.551553642395,491.81921566405
"LOC100251746",669.715019541166,761.786783113359,657.402523961628,716.650857110473
"LOC100255033",340.379897487939,352.288749503016,449.643253030243,472.748674648505
"LOC100244834",4002.22498934196,4061.85917162024,2914.65180089247,3818.12305384907
"LOC100260136",16858.3435953466,8236.12956815312,6449.57041065255,7473.6446527235
"LOC100260209",58.2360886557536,51.1872542012929,64.2347504328919,94.3489923926953
"LOC100248018",6302.55049124423,6010.98951787339,6747.65979938019,5682.01750994732
"LOC100243044",4798.45289113528,3366.31471747326,4436.2124517716,4962.35551478176
"LOC100258504",350.420602428586,602.202990603446,757.769321513022,871.222610604888
"LOC109122682",20.0814098812943,14.0514031140804,5.01833987756968,5.01856342514337
"LOC100248164",3794.38239707057,2090.64804904496,1776.49231665967,2302.51689945578
"LOC100253295",16472.7805256258,7824.62419124077,7345.8459127865,9087.6146502496
"LOC100267066",1574.38253469348,1680.14634378361,1855.78208672527,1595.90316919559
"LOC100251640",879.565752800692,1236.52347403907,1374.02145847858,987.653282068214
"LOC100854647",1866.56704846631,1325.85025097859,1638.98980401426,1361.03440089888
"LOC100853627",452.835792823187,527.931288429021,724.648278321062,593.194196851946
"LOC100853705",1017.12341048756,640.342513341664,572.090746042943,561.075390931028
"LOC100242064",403.636338614016,275.006032375573,365.335143087073,236.876193666767
"LOC104879223",12.0488459287766,18.0660897181034,21.0770274857927,25.0928171257168
"LOC100854284",1513.13423455553,944.455023596404,1221.46392620046,974.605017162841
"LOC100257958",340.379897487939,155.56910590589,193.70791927419,162.601454974645
"LOC100244860",2616.60770753265,2231.16208018577,2980.89388727639,2544.41165654769
"LOC100853716",5045.4542326752,4026.73066383504,5314.42193034629,3415.63426715257
"LOC104879270",14.056986916906,167.613165717959,134.491508718867,115.426958778297
"LOC100252812",33.1343263041357,7.0257015570402,19.0696915347648,3.01113805508602
"LOC100853907",98.3989084183423,193.708628644108,351.283791429878,229.850204871566
"LOC100854197",187.761182390102,149.547075999856,220.806954613066,216.801939966193
"LOC104879272",164.667561026614,297.0868086977,504.84499168351,373.381118830666
"LOC100256332",228.928072646756,163.598479113936,169.619887861855,141.523488589043
"LOC100251180",4799.45696162935,2747.04930880272,2359.62341043326,2601.62327959432
"LOC100246037",8030.55581152961,7497.4272330129,7939.01368631523,7961.44901764743
"LOC100240944",5140.84092961135,5363.62130297469,7396.02931156219,5779.3776403951
"LOC100263146",1155.68513866849,859.142933260916,806.949052313204,800.962722652881
"LOC100258011",2003.12063565911,3431.55337478863,3995.60221052098,3637.45477054391
"LOC100263206",2436.87908909507,2168.93443782341,1809.61335985163,2423.96613434425
"LOC100258064",884.586105271016,360.318122711062,335.225103821655,378.39968225581
"LOC100252933",1934.84384206271,2820.31733932614,4331.83098231815,4317.97197099335
"LOC100247823",1440.84115898287,1441.27249084425,1415.17184547465,1657.12964298234
"LOC100854837",2854.57241462599,3481.73695733892,3062.19099329302,3258.05137560307
"LOC100252874",4012.26569428261,6188.63940010141,6886.16598000111,5604.73163320011
"LOC100242630",191.777464366361,244.895882845401,337.232439772682,183.679421360247
"LOC100242458",18406.6202971944,12531.8442344577,12072.1184094816,11665.1488254032
"LOC100264913",14.056986916906,16.0587464160919,23.0843634368205,31.1150932358889
"LOC100259724",22.0895508694238,7.0257015570402,17.0623555837369,19.0705410155448
"LOC100244351",864.504695389722,452.65591460359,439.606573275104,430.592741877301
"LOC100266683",449.823581340993,606.217677207468,727.659282247603,623.305577402806
"LOC100264739",1677.80179558214,1050.84421860301,1186.33554705747,991.668132808329
"LOC100256169",615.495212861672,719.632573771117,782.86102090087,601.223898332175
"LOC100259564",98.3989084183423,224.822449825286,250.916993878484,458.696697058104
"LOC100254448",21.0854803753591,18.0660897181034,29.1063712899041,51.1893469364623
"LOC100245872",168.683843002873,459.68161616063,395.445182352491,602.227611017204
"LOC100240779",2845.53578017941,3990.59848439883,4737.31284442578,3589.27656166253
"LOC100249334",1466.94699182855,1487.44138679051,1414.16817749914,1441.33141570117
"METK2",33214.6519436609,33577.8350843971,31515.1744311376,34444.408212129
"LOC100263041",64.2605116201419,59.2166274093388,62.227414481864,65.2413245268637
"LOC100257907",744.016236101956,627.294781878589,479.753292295661,624.309290087835
"LOC100252756",2152.72713927475,3142.49593929898,3623.24139160531,3273.1070658785
"LOC100266523",3328.49368782454,3084.28298354065,3242.85122888553,3303.21844642936
"LOC100261316",522.116656913653,807.955679059623,700.560246908727,766.836491361906
"LOC100256225",1063.31065321454,1063.89195006609,1049.83670238758,1206.46264740446
"LOC100251065",2555.35940739471,2004.33228705847,1877.86278218657,2018.46620959266
"LOC100245923",2400.73255130874,2324.5035437293,2421.85082491513,2432.9995485095
"LOC100240830",1892.67288131199,1480.41568523347,1471.37725210343,1478.46878504724
"LOC100247647",1045.23738432137,945.458695247409,1001.66063956291,950.515912722153
"LOC104879226",342.388038476069,272.998689073562,262.961009584651,318.176921154089
"LOC100257955",2574.43674678194,2343.57330509841,1831.69405531293,2380.80648888801
"LOC100263094",474.925343692611,383.402570684194,441.613909226132,405.499924751584
"CIPK19",2334.46389870047,2402.78993250775,3261.92092042029,2042.55531403335
"LOC100252810",2470.0134153992,4464.33150367354,17667.5673729718,3238.98083458753
"LOC100247698",824.341875627133,927.392605529306,1123.10446460009,881.259737455175
"LOC100254503",236.960636599273,293.072122093677,237.869310196803,262.972723477512
"LOC100853208",514.084092961135,617.258065368532,446.632249103701,514.904607419709
"LOC100249396",1466.94699182855,2210.08497551465,2494.11491915213,2001.40309394717
"LOC100244232",9.03663444658246,15.0550747650861,7.02567582859755,12.0445522203441
"LOC100256278",1452.89000491165,1721.29688147485,1558.69636597314,1540.69897151901
"LOC100242564",831.370369085586,785.874902737496,796.912372558065,1067.95029687051
"LOC100264852",876.553541318498,1187.34356313979,1434.24153700941,1191.40695712903
"LOC100251117",4.01628197625887,11.0403881610632,124.454828963728,7.02598879520071
"LOC100853372",399.620056637758,312.141883462786,382.39749867081,288.065540603229
"LOC100259669",13315.9828922863,10939.0173243116,10649.9208881784,11359.0164564695
"LOC100254553",76.3093575489185,76.2790454764364,44.1613909226132,67.2487498969211
"LOC100242622",122.496600275896,53.1945975033044,46.168726873641,25.0928171257168
"LOC100249448",880.569823294757,581.125885932325,737.695962002743,609.253599812405
"LOC100244346",134.545446204672,141.51770279181,97.3557936248518,114.423246093269
"LOC104879229",211.858874247655,271.995017422556,146.535524425035,239.887331721853
"LOC100261472",185.753041401973,161.591135811925,109.399809331019,164.608880344702
"LOC100256165",106.43147237086,164.602150764942,430.573561495478,214.794514596136
"LOC100251007",708.87376880969,879.21636628103,747.732641757882,1016.76094993405
"LOC109122652",5.02035247032359,12.0440598120689,18.0660235592508,5.01856342514337
"LOC100244285",631.560340766707,654.393916455744,1109.0531129429,740.739961551161
"LOC100245866",977.964661219035,959.51009836149,1066.89905797131,1009.73496113885
"LOC100261418",2769.22642263049,2129.79124343419,1706.23555837369,2086.71867217461
"LOC100240773",79.3215690311127,278.017047328591,193.70791927419,337.247462169634
"LOC104879230",126.512882252154,149.547075999856,119.436489086158,133.493787108814
"LOC100251175",110883.520941543,48696.1411634966,49666.5097683071,44334.9930104015
"LOC100256329",2221.00393287115,2493.12038109826,2190.00352257141,2841.51061131617
"LOC100246033",18.0732688931649,19.0697613691091,18.0660235592508,15.0556902754301
"LOC100240940",3231.09884990026,5039.43535969983,5369.62366899956,4807.78376128734
"LOC100247642",1254.08404708683,1214.44269771695,1217.4492542984,1177.35497953863
"LOC100259617",329.335122053227,302.105166952728,182.667571543536,231.857630241623
"LOC100254500",863.500624895657,974.565173126576,948.466236860669,1044.86490511485
"LOC100249392",272.103103891538,383.402570684194,327.195760017543,375.388544200724
"LOC100853751",402.632268119952,496.817467247843,419.533213764825,776.873618212193
"LOC100244229",1098.4531205068,962.521113314507,1011.69731931805,857.170633014487
"LOC100266571",626.539988296384,854.124575005887,925.381873423849,813.007274873225
"LOC100263198",9395.08761296356,6631.25859819494,6092.26461136959,7207.6607911909
"LOC100233054",8933.21518569379,7549.6181588652,8392.67161124753,7153.46030619935
"LOC100256274",174.708265967261,138.506687838792,187.685911421106,130.482649053727
"LOC104879231",71.2890050785949,43.1578809932469,17.0623555837369,22.0816790706308
"LOC100245979",500.027106044229,691.529767542957,745.725305806854,728.695409330817
"LOC100252927",911.696008610763,843.084186844824,838.062759554136,846.129793479171
"LOC100247816",956.879180843676,1140.17099554252,1081.95407760402,1151.25844972789
"LOC104879232",329.335122053227,380.391555731176,419.533213764825,417.544476971928
"LOC100242678",2625.64434197924,1691.18673194468,2180.97051079178,2214.19018317325
"LOC100264731",2110.55617852404,1993.2918988974,1580.77706143445,1634.04425122668
"LOC100254439",1325.37305216543,1178.31051828074,1956.14888427666,1355.01212478871
"LOC100249327",1241.03113066399,808.959350710628,700.560246908727,1205.45893471944
"LOC104879234",1339.43003908233,1681.15001543462,904.304845938056,1256.6482816559
"LOC100242615",1906.7298682289,1530.59926778376,1686.16219886341,1665.15934446257
"LOC100244170",1657.72038570085,1048.836875301,1334.87840743353,1193.41438249909
"LOC100266516",15403.4454494468,7628.90821929465,6688.44338882487,6111.60653913959
"LOC100261311",2067.38114727925,1481.41935688448,1509.51663517296,1366.05296432402
"LOC100264903",7459.23970040679,3203.71991001033,2644.66511547922,3163.70238321038
"LOC100256218",4391.80434103907,2953.8056689099,2671.7641508181,2909.76307389812
"X34.1",4105.64425023063,4452.28744386147,4337.85299017123,4796.74292175203
"LOC100245917",2067.38114727925,3349.25229940616,3716.5825133281,3274.11077856353
"LOC100254604",919.728572563281,1039.80383044195,990.620291832255,1098.06167742137
"LOC100249494",102.415190394601,129.473642979741,87.3191138697124,101.374981187896
