"","Row.names","A1_A","A1_B","AF_A","AF_B","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","LOC100232954",579.348675075342,645.360871596692,2515.19194663792,1909.06152692454,1412.24075505862,1.85299408919055,0.292273851502012,6.33992428562428,2.2987810523155e-10,4.76077555934539e-06
"2","LOC100243166",122.496600275896,196.719643597126,743.717969855826,434.607592617415,374.385451586566,1.88412777684533,0.414005947001496,4.55096790394299,5.33996943383566e-06,0.0184317944957894
"3","LOC100247714",1143.63629273971,876.205351328013,2415.82881706204,2584.56016394883,1755.05765626965,1.30779939133031,0.283813146063032,4.60795917832455,4.06640470367447e-06,0.0184317944957894
"4","LOC100247834",198.805957824814,317.160241717815,1073.92473379991,1115.12479306686,676.253931602349,2.08495183781332,0.338824175172434,6.15349196010658,7.57952209974569e-10,7.84859513428667e-06
"5","LOC100260283",7.02849345845302,8.02937320804594,202.740931053815,35.1299439760036,63.2321854240794,3.98158230147444,0.871157155134881,4.5704523896816,4.8667248183692e-06,0.0184317944957894
"6","LOC100261934",785.183126358609,797.918962549565,1910.98382537853,1990.36225441186,1371.11204217464,1.30121784779171,0.266466427316843,4.88323373752631,1.04360040044429e-06,0.00720432143106711
