ID,A1_A,A1_B,AF_A,AF_B
LOC104879287,1062.989142,731.3496106,777.4391341,632.2064926
LOC100259472,277.8713911,388.9365614,333.0522606,395.2383605
LOC100257674,774.6320383,817.8833432,936.3526413,860.4304132
LOC104879282,2348.799683,1097.024416,835.4853852,1048.430961
LOC100254292,3013.331736,3442.739897,3521.789762,3362.149328
AP1,259.5213935,153.52759,331.1491048,354.1405664
LOC100232936,17.03928341,13.0265834,49.48205015,30.60474031
LOC100266436,273.9392487,218.660507,152.252462,199.3680226
LOC100245772,1756.356906,1883.271771,1509.20253,2133.58761
LOC100261225,19.66071163,14.88752388,2.854733662,11.36747497
LOC100268093,81.26427474,120.9611315,79.93254255,163.5167553
LOC100256140,3129.985292,3060.316628,2629.209703,3851.825173
LOC100257818,34.07856683,40.94069067,35.20838184,16.61400188
LOC100250986,4903.381481,2194.979302,1870.802127,2050.5176
LOC100252672,418.1178007,513.6195739,588.0751345,469.5641584
LOC100247573,1772.085475,1379.88737,1327.451153,1245.17572
LOC100245849,2861.288899,2561.584578,1935.509423,2459.746699
LOC100242441,463.9927945,876.5029685,727.005506,806.2163018
LOC100259261,1192.749839,1003.977392,839.2916967,842.067569
LOC100267868,1568.924788,1514.805555,2028.764056,1504.878802
LOC100249034,140.2464096,186.0940485,92.30305508,160.8934919
LOC100257592,10742.61284,6076.901154,5000.541799,6134.938799
LOC100262720,115.3428416,255.8793167,342.5680395,283.3124531
LOC100266204,1938.546167,1775.337223,2174.355473,1600.190707
LOC100250757,2352.731825,2366.185827,1742.339112,2792.026737
LOC100245623,1478.485515,2484.355548,2606.371834,2380.174375
LOC100854554,1367.074815,2265.695041,2496.940377,2573.421449
LOC100854459,39.32142326,48.38445261,41.86942705,45.46989988
LOC100262794,593.7534913,454.0694784,566.188843,538.6434294
LOC100257668,449.5749393,510.8281632,493.8689236,475.6851065
LOC100252537,790.3606076,641.0939971,612.8161595,750.2533481
LOC100854391,351.2713811,451.2780676,386.3406223,573.6202754
LOC100247428,376.1749492,610.3884791,682.2813453,582.364487
LOC100242289,871.6248823,586.1962528,636.6056067,627.8343868
LOC100264579,193.9856881,204.7034534,127.5114369,134.6608573
LOC100259407,94.37141583,101.4212564,140.8335273,76.94906134
LOC100252466,251.6571089,661.5643425,482.4499889,570.1225908
LOC100247350,1342.171247,1345.459971,1410.238429,1513.623013
LOC100254284,414.1856584,401.9631448,296.8923009,430.2152066
LOC100242217,10023.03079,5825.674189,6089.146902,6331.683559
LOC100249185,3274.163844,2550.418935,2686.304376,2507.839863
LOC100264496,505.935646,462.4437106,511.9489035,710.9043962
LOC100259322,123.2071262,132.1267744,162.7198188,124.1678035
LOC100853084,657.9784826,385.2146804,334.9554164,300.8008761
LOC100254211,2386.810392,1990.275849,1568.200359,1998.052331
LOC100244013,208.4035433,228.8956797,159.8650851,231.7216052
LOC100243945,2456.27824,2676.032418,3007.937702,2953.79465
LOC100261141,1833.689038,1743.701235,2755.769562,1519.743961
LOC100256055,93.06070172,102.3517267,98.9641003,85.69327285
LOC100249104,45.87499381,93.04702426,93.25463297,162.6423342
LOC100266271,10681.00927,4949.17122,3694.025359,4370.356916
LOC100261061,6131.520601,10613.87406,10976.45093,11809.05765
LOC100250913,777.2534665,1113.77288,1413.093163,1246.924562
LOC100245765,35.38928094,52.10633358,73.27149734,76.07464019
LOC100262937,1224.206978,1503.639912,1450.204701,1476.897325
LOC109122923,317.1928143,139.5705364,155.1071957,172.2609669
LOC100257811,242.4821101,364.7443351,355.8901299,295.5543492
LOC100252667,44.5642797,63.27197649,71.36834156,50.71642679
LOC100247567,9.174998761,6.513291698,17.12840197,20.11168649
LOC100264718,1106.242708,1193.793321,1348.385867,1228.561718
LOC109122935,1844.174751,1420.82806,1699.518107,1333.492256
LOC100245694,1233.381976,1392.913953,1638.617122,1780.321465
LOC100259545,2178.406849,2174.508957,2522.63298,2072.378129
LOC100249028,166.4606918,194.4682807,208.3955574,205.4889706
LOC100262861,10064.97364,6771.962425,6834.232388,7778.850564
MIR398A,7.864284652,28.84457752,26.64418085,34.97684606
LOC100252601,706.4749046,369.3966863,410.1300695,379.4987798
LOC100247494,2296.371118,2113.097921,2457.925683,2031.280335
LOC100266199,591.132063,502.453931,725.1023503,469.5641584
LOC100260996,48.49642202,28.84457752,27.59575874,55.9629537
LOC100255915,45.87499381,72.57667892,58.04625114,90.93979976
LOC104879181,807.399891,857.8935636,986.7862693,807.9651441
LOC100267935,125.8285544,237.2699119,242.6523613,191.4982322
LOC100262788,208.4035433,255.8793167,187.4608438,236.0937109
LOC100242357,5428.977838,3605.57219,3064.080798,3238.855945
LOC100257664,3.932142326,11.16564291,10.46735676,14.86515958
LOC100244008,26.21428217,26.05316679,102.7704118,60.33505946
LOC109123387,0.0,12.09611315,23.78944719,11.36747497
LOC109123391,36.69999504,26.05316679,24.74102507,17.48842303
LOC100261136,90.4392735,35.35786922,72.31991945,39.34895182
LOC100256051,142.8678379,209.3558046,225.5239593,193.2470745
LOC109123055,633.0749145,687.6175092,991.5441587,782.6069307
LOC100252664,727.4463303,1042.126672,1289.388038,1277.529302
LOC100247562,1153.428416,1206.819905,1344.579555,1100.021809
LOC100853109,276.5606769,308.9161205,317.8270144,309.5450877
LOC100264713,584.5784925,432.6686628,533.8351949,517.6573217
LOC100264641,2793.131766,1387.331132,1015.333606,1314.254991
LOC100259539,120.585698,219.5909772,177.945065,208.1122341
LOC100259464,1930.681882,2091.697105,2714.851713,1799.55873
LOC104877428,76.02141831,167.4846437,104.6735676,146.0283323
LOC100249022,72.08927598,147.9447686,165.5745524,150.4004381
LOC100254353,861.1391694,1024.447737,1717.598087,1153.361499
LOC100243868,760.2141831,612.2494196,692.7487021,562.2528005
LOC100249255,2001.460444,1525.040728,1179.005003,1732.228301
LOC100266192,610.7927747,625.276003,652.7824308,616.4669119
LOC100260989,272.6285346,316.3598825,171.2840197,347.1451972
LOC100244086,1254.353402,1098.885356,1060.057767,1032.69138
LOC100266425,1985.731875,2754.191918,2959.40723,3046.483292
LOC100261218,500.6927895,394.5193828,438.6774061,453.8245777
LOC100256132,997.4534367,515.4805144,438.6774061,527.2759544
LOC100250979,19.66071163,18.60940485,24.74102507,28.855898
LOC109121469,3757.81735,3638.138648,2367.525784,3063.097294
LOC100247417,1997.528302,1910.255408,3310.539471,1788.191255
LOC100242282,72.08927598,114.4478398,130.3661706,134.6608573
LOC100264569,20.97142574,17.67893461,25.69260296,23.60937109
LOC100259396,55.04999257,56.7586848,23.78944719,27.98147685
LOC100245839,3599.220943,3464.140713,5133.762703,2973.906337
LOC100254274,26.21428217,15.81799412,8.564200987,11.36747497
LOC100855161,370.9320928,762.9855989,510.0457477,616.4669119
LOC100266338,3514.024526,3125.449545,4206.925841,3346.409747
LOC100855130,133.6928391,135.8486554,160.816663,145.1539112
LOC100261132,412.8749443,196.3292212,211.250291,203.7401283
LOC100855064,111.4106992,95.83843498,94.20621086,77.82348249
LOC100268160,3470.77096,3192.443402,1771.838026,1797.809888
LOC100256047,2368.460394,1433.854644,1341.724821,1316.878254
LOC100250903,462.6820804,361.9529244,365.4059088,350.6428818
LOC100854962,495.4499331,281.0020133,244.5555171,246.5867647
LOC100245755,2409.092532,2297.331029,2270.46484,2084.620025
LOC100262925,1410.328381,1267.30047,1415.947897,1347.482995
LOC104879122,188.7428317,154.4580603,117.995658,208.1122341
LOC100247555,768.0784677,1251.482476,1550.120379,1460.283323
LOC100242423,5300.527856,8408.659582,11001.19196,8106.758496
LOC100264706,1861.214034,2690.919941,3370.488877,2771.915051
LOC100257583,1007.93915,1231.012131,1299.855394,1205.826768
LOC100252459,1861.214034,1745.562175,1788.014851,1579.2046
LOC100247342,7336.066867,6156.921595,6722.897775,6692.819494
LOC104879102,19.66071163,21.40081558,19.98313564,28.855898
LOC100260982,78.64284652,148.8752388,157.0103514,153.0237015
LOC100255903,1777.328331,1934.447634,2006.877765,1750.591145
LOC100250738,1367.074815,1458.04687,1670.019193,1375.464471
LOC100242206,547.8784975,387.0756209,398.7111348,408.3546778
LOC100245605,1035.464146,455.9304189,550.9635968,473.9362642
LOC100264488,1239.935547,2060.991587,1807.046408,2161.569087
LOC100267922,1194.060553,1521.318847,1709.985464,1386.831946
LOC100262776,306.7071014,294.0285966,263.5870748,246.5867647
LOC100259316,5162.902874,3443.670368,3915.743007,3415.489018
LOC104879053,1013.182006,638.3025864,529.0773054,633.9553349
LOC100257653,627.8320581,654.1205805,586.1719787,619.9645965
LOC100254202,2246.563982,2255.459868,2582.582387,2199.169196
LOC100249093,1152.117702,1467.351573,1272.259636,1818.795995
LOC100252517,623.8999158,405.6850258,304.504924,410.1035201
LOC100243937,2384.188964,1437.576525,1740.435956,1586.199969
LOC100249170,418.1178007,338.6911683,360.6480194,315.6660357
LOC104879035,711.717761,360.0919839,408.2269137,381.2476221
LOC100244000,64.22499133,171.2065246,94.20621086,83.94443055
LOC100261052,78869.60006,42208.92161,35699.39603,37494.30456
LOC100255965,2305.546117,2069.365819,2752.914828,1778.572622
LOC100250897,231.9963972,187.954989,134.1724821,175.7586515
MIR167A,2.621428217,10.23517267,21.88629141,17.48842303
LOC100250825,2350.110397,3012.862645,3765.393701,2977.404021
LOC100245750,91.74998761,53.03680383,31.40207029,37.60010952
LOC100245685,463.9927945,514.5500441,380.631155,569.2481697
LOC100268002,1406.396239,980.7156357,1267.501746,1006.458745
LOC100854972,79.95356063,74.4376194,66.61045212,76.07464019
LOC100854077,94.37141583,76.29855989,33.30522606,74.32579788
LOC100268073,419.4285148,508.9672227,607.1066922,561.3783793
LOC104879015,560.9856385,917.4436592,923.9821287,980.2261109
LOC100262851,9070.141632,6248.107679,5601.939024,6646.475173
LOC100257798,343.4070965,448.4866569,1252.2765,342.7730914
LOC104879009,408.9428019,314.498942,547.1572853,291.1822435
LOC100252595,2528.367516,1309.171631,1118.104018,1363.222575
LOC100247487,368.3106646,395.4498531,370.1637982,536.0201659
LOC100242416,469.2356509,345.20446,389.195356,313.9171934
LOC100242352,7894.431077,7653.117745,9403.492684,8020.190802
LOC100254406,184.8106893,336.8302278,384.4374665,314.7916146
LOC100249303,634.3856286,518.2719251,604.2519585,466.0664738
LOC104878994,148.1106943,164.6932329,141.7851052,120.6701189
LOC104878992,1734.074766,1135.173696,942.0621086,1089.528755
LOC100259458,11463.50559,5174.345019,4298.277318,5147.717319
LOC100266180,869.0034541,812.3005218,764.1170436,893.6584169
LOC100853809,393.2142326,316.3598825,266.4418085,299.0520338
LOC100255898,1245.178403,1787.433336,1909.81682,1730.479459
LOC100250730,192.674974,270.7668406,332.1006827,309.5450877
LOC100254346,786.4284652,630.8588245,683.2329232,706.5322905
LOC100245596,1095.756995,1391.053013,1481.606771,1372.841208
LOC100267914,26.21428217,54.89774431,31.40207029,41.97221528
LOC100262769,21642.51136,29740.62036,25679.28087,23461.59392
LOC100257645,1213.721265,1159.365922,1248.470188,1338.738783
GS,29091.29964,23264.54747,24702.96196,26384.78383
LOC100252512,2388.121106,2530.87906,2696.771733,2141.4574
LOC100247403,334.2320977,431.7381925,439.628984,436.3361546
LOC100244078,10.48571287,15.81799412,11.41893465,9.618632667
LOC100254261,903.0820209,1153.783101,1316.032218,1084.282228
LOC100249161,6059.431325,6781.267128,6955.08278,6312.446293
LOC100256033,328.9892413,302.4028288,362.5511751,339.2754068
LOC104878977,1339.549819,908.1389567,588.0751345,859.555992
LOC100266416,865.0713118,2146.59485,1286.533304,2371.430163
LOC100261208,2388.121106,2922.607032,2377.993141,2006.796543
LOC100268066,2365.838966,2254.529398,2144.856558,2167.690035
LOC104878974,30.1464245,4.652351213,13.32209042,9.618632667
LOC104878973,69.46784776,35.35786922,191.2671554,138.1585419
LOC100260974,558.3642103,556.421205,465.321587,598.9784888
LOC100267908,17.03928341,12.09611315,11.41893465,11.36747497
LOC100247397,869.0034541,1267.30047,1201.842872,1407.818054
LOC104879359,17.03928341,15.81799412,18.07997986,12.24189612
LOC100264548,208.4035433,169.3455841,190.3155775,181.0051784
LOC100256123,285.7356757,1064.457957,1151.409244,1026.570432
LOC100259373,1031.532004,1797.668509,2055.408237,1774.200517
LOC100254256,7.864284652,20.47034534,26.64418085,20.11168649
LOC100250970,276.5606769,159.1104115,176.9934871,160.0190707
LOC100245828,77.33213242,68.85479795,72.31991945,87.44211516
LOC100249158,332.9213836,294.0285966,624.2350942,362.0103568
LOC104879344,5.242856435,5.582821455,51.38520592,34.97684606
LOC100247541,508.5570742,311.7075313,342.5680395,349.7684606
LOC104878924,157.285693,135.8486554,145.5914168,153.0237015
LOC109122425,125.8285544,66.06338722,95.15778875,95.31190552
LOC100263000,167.7714059,178.6502866,149.3977283,165.2655976
LOC100257577,3651.649507,2753.261448,2286.641664,2071.503708
LOC100255890,446.9535111,505.2453417,476.7405216,594.6063831
LOC100247335,5436.842123,6319.753887,5723.740993,6535.423687
LOC100250719,844.099886,516.4109846,338.7617279,439.8338392
LOC100267904,613.4142029,612.2494196,689.8939684,696.0392367
LOC100262757,361.757094,284.7238942,195.0734669,222.1029725
LOC100247391,322.4356707,390.7975019,313.069125,356.7638298
LOC100242259,2485.11395,3051.942396,3080.257622,2861.106008
LOC100242198,6370.070568,4841.236672,5436.364471,4703.511374
LOC100264541,18.34999752,21.40081558,10.46735676,21.86052879
LOC100264480,533.4606423,498.73205,300.6986124,355.8894087
LOC100259365,1355.278388,1425.480412,1362.659535,1350.106258
LOC100259307,425.9820853,476.4007642,435.8226725,434.5873123
LOC100254250,1133.767704,1264.50906,1355.046912,1280.152566
LOC100249149,256.8999653,319.1512932,303.5533461,299.0520338
LOC100852498,23.59285396,13.0265834,7.6126231,8.744211516
LOC104878841,79.95356063,39.07975019,24.74102507,46.34432103
LOC100254193,1765.531904,1871.175658,2040.182991,1698.125876
LOC100261106,45.87499381,85.60326232,84.69043198,79.57232479
LOC100256020,3975.395892,4516.502557,3857.696756,5196.684904
LOC100250878,414.1856584,303.3332991,284.5217884,400.4848874
LOC100249082,697.2999058,574.1001397,792.6643803,655.8158637
LAR1,7185.334744,6967.361176,6151.951042,8654.146137
LOC100245730,1503.389083,1259.856708,1325.547997,1165.603395
LOC100266255,3002.846023,2653.701132,2348.494226,2443.132698
LOC100261046,110.0999851,54.89774431,27.59575874,51.59084794
LOC100255959,1249.110546,913.7217782,1268.453324,870.0490458
LOC100245676,7055.574047,6841.747694,5719.934682,5996.780258
LOC100267996,744.4856138,891.3904924,958.2389327,1155.984762
LOC100262843,11299.66633,13521.59356,8652.697731,9157.81272
LOC100262904,736.6213291,776.9426525,749.8433753,734.5137673
LOC100257779,98.30355815,115.3783101,91.3514772,97.93516898
LOC100252639,62.91427722,57.68915504,48.53047226,69.07927097
LOC100257723,1773.396189,2591.359626,2168.646006,2654.742616
LOC100247534,475.7892215,498.73205,624.2350942,433.7128912
LOC100252587,1157.360558,800.2044086,1115.249284,804.4674595
LOC100259509,2398.606819,3207.330926,4706.504231,4058.188564
LOC100247480,60.292849,59.55009552,66.61045212,51.59084794
LOC100242343,714.3391893,362.8833946,406.3237579,371.6289894
LOC100264625,8734.598821,7185.091213,7631.654658,6380.651143
LOC100259452,2609.63179,3258.506789,2784.316899,3249.348999
LOC100254337,707.7856187,744.376194,734.6181291,766.8673499
LOC100249239,786.4284652,963.036701,943.0136865,1322.124781
LOC100261259,28.83571039,32.56645849,10.46735676,20.11168649
LOC100244069,2587.349651,2532.74,2828.089482,2326.834684
LOC100250710,1707.860484,2258.251279,2596.856055,2466.742069
LOC100245583,102.2357005,111.6564291,100.8672561,111.0514863
LOC109122160,58.98213489,39.07975019,16.17682409,42.84663643
LOC100262750,466.6142227,351.7177517,268.3449643,339.2754068
LOC100257629,120.585698,120.9611315,75.17465311,151.2748592
LOC100252495,1895.292601,2270.347392,2292.351131,2368.8069
LOC104878794,710.4070469,712.7402058,837.388541,618.2157542
LOC100247382,1052.503429,1690.664431,2045.892458,1659.651346
LOC100266408,832.303459,465.2351213,377.7764213,523.7782698
LOC100242253,3279.4067,4978.946268,4768.356794,5557.820839
LOC100261197,2996.292453,2310.357612,1992.604096,2231.522779
LOC100256114,310.6392438,763.9160691,382.5343108,563.1272216
LOC100250961,4263.752996,5136.195739,3577.932857,4058.188564
LOC100245820,6254.727727,6160.643476,7271.006638,6703.312548
LOC100268142,30459.68517,14340.40738,11128.70339,12182.43548
LOC100249140,132.382125,245.644144,197.9282006,200.2424437
LOC100243974,6990.038342,4064.294019,3633.124374,3815.099484
LOC100262991,2816.72462,2775.592734,2334.220558,2881.217694
LOC100256010,5595.43853,4931.492286,4783.58204,4776.08833
LOC100257863,11.79642698,18.60940485,11.41893465,6.120948061
LOC100252441,488.8963626,489.4273476,835.4853852,647.0716522
LOC100247323,869.0034541,818.8138134,1349.337444,1591.446496
LOC100242187,4048.795882,3012.862645,3048.855551,2959.041177
LOC100264474,530.839214,323.8036444,659.443476,369.8801471
LOC100254184,18.34999752,16.74846437,65.65887424,11.36747497
LOC100249076,557.0534962,345.20446,299.7470346,292.9310858
LOC100243921,4798.524352,2384.795232,1874.608438,2145.829506
LOC104878581,140.2464096,87.4642028,81.83569832,90.06537861
LOC100266248,5598.059958,5873.128171,5534.376994,5106.619525
LOC100268043,3017.263878,2328.967017,1935.509423,2258.629835
LOC100852814,669.7749096,737.8629023,712.7318377,723.1462924
LOC100261039,1140.321275,882.0857899,1041.977787,1028.319274
LOC100255956,803.4677487,722.9753785,612.8161595,773.8627191
LOC100257772,374.8642351,420.5725496,383.4858886,399.6104663
LOC100247527,44.5642797,207.4948641,157.0103514,95.31190552
LOC104878345,27.52499628,17.67893461,14.27366831,10.49305382
LOC100244058,342.0963824,361.9529244,236.942894,291.1822435
LOC100266396,18.34999752,31.63598825,9.515778875,28.855898
LOC100249069,2402.538961,1248.691066,1327.451153,1095.649703
LOC100257853,2357.974682,2022.842307,3507.516093,1879.131055
LOC100268132,465.3035086,454.9999486,495.7720794,475.6851065
LOC100252432,1062.989142,910.9303675,1689.05075,783.4813518
LOC100250950,199.2285445,195.3987509,169.380864,208.1122341
LOC100259502,117.9642698,122.822072,99.91567818,188.8749687
LOC100245668,512.4892165,653.1901103,814.5506717,557.0062736
LOC100254383,30.1464245,50.2453931,41.86942705,62.95832291
LOC104877974,47.18570791,66.99385746,28.54733662,38.47453067
LOC100244117,520.3535012,497.8015798,566.188843,630.4576503
LOC100266460,26.21428217,40.94069067,21.88629141,45.46989988
LOC104877915,15.7285693,13.95705364,19.03155775,7.869790364
LOC100245810,1047.260573,578.7524909,473.885788,431.9640489
LOC100252578,2681.721066,2785.827906,3049.807129,2586.537766
LOC100261252,116.6535557,197.2596914,197.9282006,255.3309763
LOC100852497,204.471401,187.0245188,178.8966428,176.6330726
LOC100255880,1432.610521,1619.018222,1826.077966,1733.102722
LOC100247470,534.7713564,603.8751874,624.2350942,564.8760639
LOC100245576,553.1213539,900.6951948,955.384199,1078.16128
LOC100267893,2337.003256,2777.453674,2126.776578,2872.473483
LOC100262743,19.66071163,15.81799412,22.8378693,15.73958073
LOC100257622,972.5498687,842.0755695,711.7802598,998.5889551
LOC100247375,32.76785272,25.12269655,54.23993959,34.97684606
LOC100242244,794.2927499,1179.836268,1361.707957,1271.408354
LOC100264527,846.7213142,913.7217782,929.6915961,995.9656916
LOC100256104,119.2749839,94.90796474,80.88412043,117.1724343
LOC100266298,715.6499034,1185.419089,1351.2406,989.8447436
LOC100259351,5.242856435,14.88752388,12.37051254,12.24189612
LOC100261088,5.242856435,15.81799412,8.564200987,14.86515958
LOC100256001,1924.128312,2437.832035,2802.396879,2316.341631
LOC100249231,9143.541623,6165.295827,7855.275461,4894.135185
LOC100243915,8901.059512,2636.022197,2718.658024,3710.168946
LOC100264619,695.9891917,626.2064732,728.9086618,571.8714331
LOC100262836,2742.013915,4027.07521,2976.535632,2848.864112
LOC100252628,639.6284851,766.7074799,770.7780888,1037.937907
LOC100247521,984.3462957,1164.018273,1523.476198,1164.728974
LOC100257715,1133.767704,1076.554071,1032.462008,988.0959013
LOC100250808,7860.35251,8134.17086,11081.1245,11406.82392
LOC100254175,525.5963576,469.8874725,439.628984,564.0016428
LOC100242178,3123.431721,2837.00377,3429.486706,3085.832244
LOC100259291,1350.035532,1015.143035,1383.594248,1471.650798
LOC104882362,6.553570544,18.60940485,28.54733662,32.35358261
LOC100266454,1051.192715,1723.230889,1661.454992,1740.972513
LOC104882333,62.91427722,65.13291698,50.43362804,79.57232479
LOC100264466,1051.192715,862.5459148,853.5653651,948.7469495
LOC100256160,452.1963675,578.7524909,489.1110342,664.5600752
LOC100242335,14.4178552,13.0265834,36.15995972,38.47453067
LOC109122376,5557.427821,3552.535386,2697.723311,3001.887813
LOC100257616,968.6177264,1499.918031,1935.509423,1286.273514
LOC100262985,5533.834967,4147.105871,9927.8121,3267.711843
LOC100252483,1464.067659,1257.995768,1637.665544,1032.69138
LOC100254326,749.7284702,635.5111757,774.5844004,589.3598562
LOC104882088,56.36070668,76.29855989,69.46518579,57.711796
LOC100267988,30934.16368,23021.69474,32165.23575,20479.81779
LOC100264518,1150.806987,1476.656275,1317.935374,1091.277597
LOC100261188,1226.828406,1390.122542,1985.943051,1304.636358
LOC100259342,1.310714109,42.80163116,52.33678381,32.35358261
LOC100254230,154.6642648,218.660507,188.4124217,212.4843398
LOC100249124,187.4321175,185.1635783,185.5576881,224.726236
LOC100259443,1815.339041,1380.81784,1753.758047,1348.357416
LOC100243961,2150.881852,1515.736025,1488.267816,1521.492804
LOC100266292,5.242856435,25.12269655,4.757889437,16.61400188
LOC100255994,672.3963378,596.4314255,482.4499889,528.1503756
LOC100250856,10.48571287,13.0265834,21.88629141,18.36284418
LOC100266239,697.2999058,577.8220206,481.4984111,703.0346059
LOC100261031,8543.234561,7898.761889,7396.614919,9042.389128
LOC100255949,553.1213539,630.8588245,628.0414057,671.5554444
LOC100250797,5029.210035,5557.698759,6768.573514,5479.997357
LOC100245656,1730.142624,2612.760441,3376.198345,2926.687594
LOC100257758,498.0713613,509.8976929,498.626813,534.2713236
LOC100262828,22386.99698,12467.37078,9790.784884,11342.99118
LOC100252620,106.1678428,135.8486554,118.9472359,118.9212766
LOC100259487,272.6285346,378.7013887,361.5995972,376.0010952
LOC100257705,1350.035532,1165.879214,1057.203033,1086.905491
LOC100252568,992.2105803,708.0878546,816.4538274,593.7319619
LOC100254373,830.9927449,1389.192072,1136.183998,1554.720808
LOC100247460,11299.66633,10113.28107,9450.12,11004.59019
LOC100249273,593.7534913,513.6195739,540.4962401,534.2713236
MIR319B,3428.828108,2299.191969,2425.572035,1884.377582
LOC100242324,37825.89846,11836.51196,10458.79256,13192.39191
LOC104881294,664.5320531,512.6891036,341.6164616,598.1040677
LOC100264613,2827.210333,3313.404534,4673.199005,3573.759246
LOC100259436,656.6677685,834.6318076,668.007677,943.5004226
LOC100245565,427.2927994,431.7381925,436.7742503,445.0803662
LOC100267882,64.22499133,66.06338722,74.22307522,50.71642679
LOC100254317,1187.506983,802.0653491,667.0560991,614.7180696
LOC100249220,10856.64496,11386.16436,8510.912626,10400.36518
LOC100244049,259.5213935,310.777061,468.1763206,332.2800376
LOC100854142,183.4999752,196.3292212,180.7997986,240.4658167
LOC100266384,64.22499133,121.8916018,117.0440802,111.0514863
LOC100854116,216.2678279,208.4253343,192.2187333,222.1029725
MYBC2-L1,619.9677734,648.5377591,471.9826322,635.7041772
LOC100264511,420.7392289,690.40892,510.0457477,738.8858731
LOC100256093,1.310714109,14.88752388,8.564200987,16.61400188
LOC100259334,2621.428217,3469.723534,3876.728314,3842.20654
LOC100250945,2287.19612,1588.312704,2196.241764,1628.172184
LOC104881043,370.9320928,388.9365614,581.4140892,380.3732009
LOC100245798,1188.817697,1245.899655,1465.429947,1312.506149
LOC100261077,600.3070618,1001.185981,1862.237926,967.9842148
LOC100255988,1832.378324,1086.789243,1489.219394,1082.533386
LOC104880977,165.1499777,164.6932329,140.8335273,132.0375939
LOC100245710,1264.839115,1480.378156,1585.328761,1694.628192
LOC100268124,2114.181857,1846.052961,1754.709624,2268.248467
LOC100257750,363.0678081,343.3435195,297.8438788,383.8708855
LOC100252614,1087.89271,1003.046921,1041.977787,1174.347607
LOC100262974,2123.356856,1415.245239,1385.497404,1305.510779
LOC100247506,102.2357005,181.4416973,161.7682409,158.2702284
LOC100257846,812.6427474,981.6461059,596.6393354,938.2538956
LOC100252699,939.782016,904.4170758,858.3232545,1211.947716
LOC100247306,5476.163546,3273.394313,3645.494887,2979.152863
LOC100261233,875.5570246,840.214629,938.255797,764.2440865
LOC100242169,2288.506834,2523.435298,2748.156939,2502.593336
LOC100256148,2958.281743,2475.981315,1872.705283,2447.504803
LOC100264459,3355.428118,1518.527436,1356.950068,1316.003833
LOC100259280,1053.814143,1228.22072,1224.680741,1258.292037
LOC100254163,1060.367714,920.2350699,1021.043073,911.1468399
LOC100250994,137.6249814,159.1104115,103.7219897,142.5306477
LOC100249059,850.6534566,978.8546952,1254.179656,1292.394462
LOC100267876,81.26427474,92.11655401,58.04625114,62.08390176
LOC100257599,1031.532004,1021.656326,1536.798288,908.5235765
LOC100250786,23.59285396,27.91410728,1.903155775,6.120948061
LOC100254219,66.84641955,57.68915504,89.44832142,40.22337297
LOC100262819,1735.38548,1097.954886,1719.501243,713.5276597
LOC100257695,5903.456346,11201.00078,8121.71727,8837.774579
LOC100266279,673.7070519,837.4232183,924.9337066,1389.45521
LOC100252560,13160.88037,7860.612609,7714.441934,7232.337345
LOC100247453,14611.84088,11227.98442,10170.46446,11054.4322
LOC100232937,5297.906427,4706.318487,3918.597741,4118.523624
LOC100261070,96.99284405,125.6134827,180.7997986,137.2841208
LOC100264607,3078.867441,3562.770559,3153.529119,3365.647012
LOC100259429,98.30355815,53.03680383,51.38520592,62.95832291
LOC100255981,812.6427474,881.1553197,923.0305508,812.3372498
LOC100250842,65.53570544,66.06338722,52.33678381,64.70716522
LOC100254309,2660.749641,2767.218501,3214.430104,2757.924312
LOC100268019,462.6820804,745.3066643,719.3928829,683.7973405
LOC100249212,391.9035185,667.1471639,781.2454456,718.7741866
LOC100244042,7375.38829,5644.232491,4814.032533,5935.570777
LOC100266376,5670.149234,6863.148509,8156.925651,6844.094353
LOC100252606,3329.213836,1628.322924,1434.979454,1225.938455
LOC100261170,1357.899817,1340.80762,1408.335273,1297.640989
LOC100247498,68.15713365,34.42739897,23.78944719,25.3582134
LOC100264648,7.864284652,24.19222631,39.01469339,10.49305382
LOC100266435,27.52499628,8.374232183,9.515778875,13.99073843
LOC100256086,53.73927846,34.42739897,26.64418085,27.98147685
LOC100852986,155.9749789,197.2596914,230.2818488,192.3726533
LOC100250939,3018.574592,2348.506892,2726.270648,2651.244932
LOC100245790,672.3963378,570.3782587,486.2563005,595.4808042
LOC100268116,56.36070668,46.52351213,29.49891451,41.09779412
LOC100256139,3207.317424,2745.817686,2411.298367,2994.892444
LOC100262719,1204.546266,1323.128685,1425.463675,1521.492804
LOC100262965,6138.074171,6957.126004,7523.174778,7316.281775
LOC100257839,927.985589,1164.948744,1392.158449,1544.227754
LOC100247349,3254.503132,3722.81144,4152.685901,4797.074438
LOC100252692,6845.85979,4643.04651,3617.899128,4313.519541
LOC100247591,851.9641707,891.3904924,943.9652644,864.8025189
LOC100242160,854.5855989,585.2657826,976.3189125,567.4993274
LOC100264453,7024.116909,4232.709133,4710.310543,4040.700141
LOC100259272,1014.49272,1151.92216,1438.785766,1030.942538
LOC100264495,782.4963229,613.1798898,573.8014661,587.6110139
LOC100254156,7050.331191,5334.385901,4072.753358,4912.49803
LOC109122513,954.1998712,1298.936459,717.4897272,1060.672857
LOC100249103,849.3427425,850.4498017,1013.43045,960.1144244
LOC100249051,2529.67823,1615.296341,2365.622628,1573.958073
