"","F1_A","F1_B","AF1_A","AF1_B"
"LOC100264718",1232.53194433578,1097.06271451103,1114.24331397653,1033.82337517829
"LOC109122935",1674.85187597241,1563.11562493283,1404.48332082858,1122.29479863104
"LOC100245694",1784.18938716349,1901.97285830988,1354.7846895183,1499.04389400852
"LOC100259545",2223.52738667672,2568.75644656794,2085.35456977945,1744.57694561336
"LOC100249028",331.988443071089,266.31594881246,171.957264333577,172.966603154829
"LOC100262861",1837.86416538456,1292.82481121272,5648.74643472669,6547.87939644171
"MIR398A",37.7711402296448,71.5475683376757,21.8673977765242,29.8218281301429
"LOC100252601",696.778139499501,587.286290105088,338.944665536125,319.093560992529
"LOC100247494",2548.55798812656,2599.56164960222,2031.68004796434,1709.78481279486
"LOC100266199",590.422560431817,466.052910421804,599.365493602005,395.636253193229
"LOC100260996",34.7892081062518,19.8743245382432,22.8613704027299,46.7208640705572
"LOC100255915",52.6808008466099,58.6292573878176,47.710686057871,76.5426922007001
"LOC104879181",1006.89908033237,1117.93075527618,816.051526114836,679.937681367258
"LOC100267935",121.265239684649,180.856353298014,200.782470493541,161.037871902772
"LOC100262788",293.22332546698,265.322232585547,155.059729688081,198.812187534286
"LOC100242357",3108.16724994998,2960.28063997133,2532.64225157199,2726.70915203273
"LOC100244008",6.95784162125037,0.993716226912162,84.4876732274799,50.6971078212429
"LOC109123391",17.8915927403581,30.805203034277,20.8734251503186,14.9109140650714
"LOC100261136",61.626597216789,68.5664196569392,59.6383575723388,32.8040109431572
"LOC100256051",116.295352812328,222.592434828324,186.866853726662,163.025993778114
"LOC109123055",441.325954262166,476.983788917838,820.027416619658,659.062401676158
"LOC100252664",945.272483115585,1000.67224050055,1065.53865529245,1075.57393456049
"LOC100247562",1346.83934239918,1116.93703904927,1111.26139609791,925.470732972101
"LOC100853109",331.988443071089,399.473923218689,262.408773318291,260.443965669915
"LOC100264713",429.398225768594,477.97750514475,441.323846035307,435.398690700086
"LOC100264641",1318.01399853971,1008.62197031584,838.912896517566,1106.3898236283
"LOC100259539",182.891836901438,149.057434036824,147.107948678436,174.954725030172
"LOC100259464",1902.47269472474,1652.55008535493,2244.39018997235,1514.94886901126
"LOC104877428",61.626597216789,87.4470279682703,86.4756184798912,123.263556271257
"LOC100249022",34.7892081062518,35.7737841688378,137.168222416379,126.245739084272
"LOC100254353",1032.74249206845,892.357171767122,1419.39291022166,971.197536104987
"LOC100243868",726.597460733431,640.946966358345,572.528232694452,473.173006331601
"LOC100249255",1674.85187597241,1311.70541952405,974.093173681534,1458.28739556399
