ID,F1_A,F1_B,AF1_A,AF1_B
LOC104879287,669.0675525,526.3601186,646.5263606,535.3461093
LOC100259472,188.540233,150.8166564,276.9696771,334.6838747
LOC100257674,1024.457549,937.8598697,778.6804637,728.6038333
LOC104879282,383.7544565,413.4973227,694.7982187,887.8008091
LOC100254292,3395.392691,3653.55847,2928.7565,2847.034288
AP1,188.540233,78.90407849,275.3869933,299.8826753
LOC100232936,16.68497637,9.987858037,41.1497806,25.91578676
LOC100266436,276.9706078,332.5956726,126.6147095,168.8228394
LOC100245772,932.6901791,926.8732258,1255.068308,1806.700562
LOC100268093,53.39192439,46.94293277,66.47272251,138.4643464
LOC100256140,2067.268572,1952.626246,2186.477766,3261.686876
LOC100257818,16.68497637,21.97328768,29.27965158,14.06856995
LOC100250986,3560.573957,2910.461832,1555.778244,1736.357713
LOC100252672,328.6940345,309.6235991,489.0493156,397.6222139
LOC100247573,2087.290544,1815.792591,1103.921999,1054.402295
LOC100245849,1414.885996,1147.604888,1609.589495,2082.888804
LOC100242441,220.2416881,193.7644459,604.5852381,682.6958682
LOC100259261,790.86788,609.2593403,697.9635864,713.0543613
LOC100267868,2085.622046,2129.411334,1687.141005,1274.316257
LOC100249034,28.36445983,56.93079081,76.76016766,136.2429932
LOC100257592,5272.452533,5581.215071,4158.501867,5195.004568
LOC100262720,447.1573667,491.4026154,284.8830965,239.9061402
LOC100266204,2360.924156,2073.479328,1808.216321,1355.025422
LOC100250757,405.4449258,419.4900376,1448.947082,2364.260203
LOC100245623,1419.891489,1155.595175,2167.485559,2015.507759
LOC100854554,679.0785383,724.1197077,2076.481237,2179.147441
LOC100854459,30.03295747,34.95750313,34.81904513,38.50345461
LOC100262794,390.4284471,415.4948943,470.8484511,456.1178469
LOC100257668,360.3954896,445.4584685,410.7064641,402.8053713
LOC100252537,228.5841763,284.6539541,509.6242059,635.307001
LOC100854391,280.307603,364.5568184,321.2848255,485.7358889
LOC100247428,185.2032377,232.7170923,567.3921672,493.1403994
LOC100242289,455.4998549,510.3795457,529.4077543,531.643854
LOC100264579,213.5676975,196.7608033,106.0398192,114.0294617
LOC100259407,158.5072755,108.8676526,117.1186063,65.15969241
LOC100252466,270.2966172,211.7425904,401.2103609,482.7740847
LOC100247350,1348.146091,1307.410617,1172.768747,1281.720768
LOC100254284,105.1153511,99.87858037,246.8986836,364.3019167
LOC100242217,10930.32802,9955.896891,5063.79704,5361.606054
LOC100249185,2878.158424,3024.323414,2233.958282,2123.613612
LOC100264496,201.8882141,200.7559465,425.7419609,601.9867038
LOC100259322,26.69596219,14.98178706,135.3194708,105.1440491
LOC100853084,86.76187713,106.870081,278.552361,254.7151613
LOC100254211,2317.543218,2218.30327,1304.131508,1691.93065
LOC100244013,98.44136059,102.8749378,132.945445,196.2195283
LOC100243945,1630.122191,1698.934652,2501.431856,2501.243647
LOC100261141,1887.070828,2046.512112,2291.726243,1286.903925
LOC100256055,85.09337949,70.91379206,82.29956121,72.56420291
LOC100249104,3.336995274,0.998785804,77.5515096,137.7238953
LOC100266271,3590.606915,2628.804235,3071.98939,3700.774349
LOC100261061,3003.295747,2430.04586,9128.129217,9999.791432
LOC100250913,779.1883965,703.1452058,1175.142773,1055.883198
LOC100245765,30.03295747,4.993929019,60.93332897,64.41924136
LOC100262937,1004.435578,1171.575748,1206.005108,1250.621824
LOC109122923,123.4688251,142.8263699,128.9887354,145.8688569
LOC100257811,186.8717354,141.8275841,295.9618836,250.272455
LOC100252667,40.04394329,21.97328768,59.3506451,42.94616091
LOC100247567,0.0,0.998785804,14.24415482,17.03037415
LOC100264718,1239.693744,1103.658313,1121.331521,1040.333725
LOC109122935,1685.182613,1573.087641,1413.336695,1129.187851
LOC100245694,1795.303457,1913.6736,1362.690812,1507.558338
LOC100259545,2237.455331,2584.85766,2097.847469,1754.868989
LOC100249028,333.6995274,267.6745954,173.3038837,174.0059968
LOC100262861,1848.695382,1301.417902,5683.417775,6587.052542
MIR398A,38.37544565,71.91257787,22.15757417,29.61804201
LOC100252601,700.7690076,591.2811958,341.0683738,321.3557558
LOC100247494,2564.480868,2615.82002,2044.036217,1720.067789
LOC100266199,593.9851588,469.4293277,603.0025542,397.6222139
LOC100260996,35.03845038,19.97571607,22.94891611,47.38886721
LOC100255915,53.39192439,58.92836242,48.27185802,77.00690922
LOC104879181,1012.778066,1124.632815,820.6215863,684.1767703
LOC100267935,121.8003275,181.7790163,201.7921933,162.15878
LOC100262788,295.3240818,266.6758096,155.8943611,199.9217835
LOC100242357,3126.764572,2979.378052,2548.12103,2742.63069
LOC100244008,6.673990548,0.998785804,85.46492895,51.09112246
LOC109123391,18.35347401,30.96235991,20.5748903,14.809021
LOC100261136,61.73441257,68.91622046,60.14198704,33.32029726
LOC100256051,116.7948346,223.72802,187.5480385,163.6396821
LOC109123055,443.8203715,480.4159716,824.5782959,662.7036899
LOC100252664,951.0436531,1006.77609,1072.268321,1081.798984
LOC100247562,1354.820081,1123.634029,1118.166154,931.4874211
LOC100853109,333.6995274,401.5118931,264.3082062,262.1196718
LOC100264713,432.140888,481.4147574,443.9428254,438.3470217
LOC100264641,1326.455621,1014.766377,844.3618443,1112.897928
LOC100259539,183.5347401,149.8178706,147.9809418,176.2273499
LOC100259464,1913.76679,1662.978363,2257.69854,1523.848261
LOC104877428,61.73441257,87.89315073,87.04761282,123.6553254
LOC100249022,35.03845038,35.95628893,137.6934966,127.3575806
LOC100254353,1039.474028,897.9084375,1428.372192,976.6549351
LOC100243868,730.801965,645.2156292,576.0969284,476.1100252
LOC100249255,1685.182613,1320.394833,980.4726571,1466.83353
LOC100266192,408.7819211,385.5313202,542.8605672,522.0179904
LOC100260989,317.014551,180.7802305,142.4415482,293.9590669
LOC100244086,1159.605858,975.8137302,881.5549152,874.4726902
LOC100266425,3220.20044,2914.456975,2461.073417,2579.731459
LOC100261218,583.974173,528.3576902,364.8086319,384.294095
LOC100256132,582.3056753,513.3759031,364.8086319,446.4919832
LOC100250979,26.69596219,32.95993152,20.5748903,24.43488465
LOC109121469,1536.686324,1629.019646,1968.858733,2593.800029
LOC100247417,3178.487999,3099.232349,2753.078591,1514.222398
LOC100242282,43.38093856,47.94171858,108.4138451,114.0294617
LOC100264569,0.0,0.0,21.36623224,19.99217835
LOC100259396,0.0,1.997571607,19.78354837,23.6944336
LOC100245839,3577.258934,3592.632536,4269.289738,2518.274022
LOC100855161,198.5512188,181.7790163,424.159277,522.0179904
LOC100266338,3305.293819,3008.342841,3498.522693,2833.706169
LOC100855130,101.7783559,82.89922171,133.736787,122.9148743
LOC100261132,213.5676975,116.857939,175.6779095,172.5250947
LOC100855064,80.08788658,76.90650689,78.34285153,65.90014346
LOC100268160,4474.910663,3863.303489,1473.478682,1522.367359
LOC100256047,2312.537725,1904.684528,1115.792128,1115.119282
LOC100250903,477.1903242,373.5458906,303.8753029,296.9208711
LOC100854962,410.4504187,270.6709528,203.3748772,208.8071961
LOC100245755,2452.691526,2121.421047,1888.141856,1765.235304
LOC100262925,2237.455331,1744.878799,1177.516799,1141.035068
LOC104879122,8.342488185,2.996357411,98.1263999,176.2273499
LOC100247555,1218.003275,1348.360835,1289.096012,1236.553254
LOC100242423,8442.598043,9797.089949,9148.704107,6864.721686
LOC100264706,4625.07545,4901.041939,2802.933133,2347.229829
LOC100257583,870.9557665,809.016501,1080.973083,1021.081998
LOC100252459,2127.334487,1610.042716,1486.931495,1337.254597
LOC100247342,4583.363009,4811.151216,5590.830769,5667.412338
LOC104879102,0.0,4.993929019,16.61818063,24.43488465
LOC100260982,90.0988724,62.92350563,130.5714192,129.5789338
LOC100255903,1423.228484,1592.064571,1668.94014,1482.383002
LOC100250738,2184.063407,1828.776807,1388.805095,1164.729502
LOC100242206,286.9815936,268.6733812,331.5722706,345.7906404
LOC100245605,612.3386328,530.3552618,458.1869802,401.3244692
LOC100264488,807.5528563,950.8440851,1502.758334,1830.394996
LOC100267922,1144.589379,1142.610959,1422.041457,1174.355366
LOC100262776,428.8038927,309.6235991,219.2017159,208.8071961
LOC100259316,5664.549478,4721.260494,3256.372061,2892.201802
LOC104879053,644.0400879,556.3236927,439.9861157,536.8270114
LOC100257653,488.8698077,392.5228209,487.4666318,524.9797946
LOC100254202,2702.966172,2566.879516,2147.702011,1862.234391
LOC100249093,510.5602769,553.3273353,1058.024167,1540.138184
LOC100252517,78.41938894,107.8688668,253.2294191,347.2715425
LOC100243937,1668.497637,2064.490256,1447.364399,1343.178205
LOC100249170,76.7508913,123.8494397,299.9185932,267.3028291
LOC104879035,460.5053478,350.5738171,339.48569,322.8366579
LOC100244000,96.77286295,69.91500626,78.34285153,71.08330081
LOC100261052,55923.0353,47825.85942,29687.98402,31749.80058
LOC100255965,1838.684396,2180.349409,2289.352217,1506.077436
LOC100250897,43.38093856,26.9672167,111.5792128,148.8306611
MIR167A,8.342488185,20.97450188,18.2008645,14.809021
LOC100250825,3326.984288,3488.758812,3131.340036,2521.235826
LOC100245750,48.38643147,55.93200501,26.11428384,31.83939516
LOC100245685,31.7014551,42.94778956,316.5367739,482.0336336
LOC100268002,989.4190988,1069.699596,1054.067457,852.2591587
LOC100854972,53.39192439,80.9016501,55.39393543,64.41924136
LOC100854077,0.0,4.993929019,27.69696771,62.93833926
LOC100268073,488.8698077,444.4596826,504.8761543,475.3695742
LOC104879015,1828.67341,1848.752523,768.3930186,830.0456272
LOC100262851,5701.256426,5645.137363,4658.629969,5628.168432
LOC100257798,2789.728049,3057.283345,1041.405986,290.2568117
LOC104879009,1586.741253,1461.223631,455.0216124,246.5701997
LOC100252595,787.5308847,696.1537052,929.8267733,1154.363187
LOC100247487,85.09337949,123.8494397,307.8320126,453.8964937
LOC100242416,325.3570392,383.5337486,323.6588513,265.821927
LOC100242352,8712.894661,9462.496704,7820.040999,6791.417032
LOC100254406,472.1848313,580.294552,319.7021416,266.5623781
LOC100249303,301.9980723,366.55439,502.5021285,394.6604097
LOC104878994,138.4853039,93.88586555,117.9099483,102.1822449
LOC104878992,1131.241398,788.0419991,783.4285153,922.6020085
LOC100259458,4486.590146,4215.874877,3574.491519,4359.035332
LOC100266180,435.4778833,376.542248,635.4475736,756.7409733
LOC100853809,248.6061479,295.6405979,221.5757417,253.2342592
LOC100255898,2187.400402,2176.354266,1588.223263,1465.352628
LOC100250730,433.8093856,428.4791098,276.1783352,262.1196718
LOC100254346,1006.104075,1100.661956,568.1835091,598.2844485
LOC100245596,1731.900547,1781.833874,1232.119392,1162.508149
LOC100267914,21.69046928,15.98057286,26.11428384,35.54165041
LOC100262769,16626.57895,18305.74621,21355.15345,19867.04213
LOC100257645,1231.351256,1438.251557,1038.240618,1133.630558
GS,32625.80279,28764.03236,20543.23662,22342.36999
LOC100252512,2105.644018,2299.20492,2242.663043,1813.364622
LOC100247403,377.080466,393.5216067,365.5999738,369.485074
LOC100244078,23.35896692,54.9332192,9.496103216,8.144961552
LOC100254261,991.0875964,1241.490754,1094.425896,918.1593022
LOC100249161,4568.34653,6086.600688,5783.918201,5345.316131
LOC100256033,205.2252094,253.6915941,301.5012771,287.2950075
LOC104878977,769.1774107,784.0468559,489.0493156,727.8633823
LOC100266416,699.1005099,390.5252492,1069.894296,2008.103248
LOC100261208,4636.754933,3657.553613,1977.563495,1699.33516
LOC100268066,2557.806878,2862.520113,1783.684721,1835.578153
LOC104878974,21.69046928,10.98664384,11.07878709,8.144961552
LOC104878973,0.0,0.0,159.0597289,116.9912659
LOC100260974,370.4064754,367.5531758,386.9662061,507.2089694
LOC100247397,458.8368502,458.4426839,999.4648635,1192.126191
LOC104879359,6.673990548,12.98421545,15.03549676,10.3663147
LOC100264548,35.03845038,19.97571607,158.2683869,153.2733674
LOC100256123,218.5731905,228.721949,957.523741,869.2895329
LOC100259373,1311.439143,1275.449471,1709.298579,1502.375181
LOC100254256,5.005492911,18.97693027,22.15757417,17.03037415
LOC100250970,96.77286295,150.8166564,147.1895999,135.5025422
LOC100245828,66.73990548,101.876152,60.14198704,74.04510501
LOC100249158,452.1628596,425.4827524,519.1203092,306.5467348
LOC104879344,0.0,0.0,42.73246447,29.61804201
LOC100247541,43.38093856,39.95143215,284.8830965,296.1804201
LOC104878924,5.005492911,0.998785804,121.075316,129.5789338
LOC109122425,10.01098582,7.99028643,79.13419347,80.70916447
LOC100263000,3.336995274,0.998785804,124.2406837,139.9452485
LOC100257577,3003.295747,3264.032007,1901.594669,1754.128538
LOC100255890,21.69046928,12.98421545,396.4623093,503.5067141
LOC100247335,4806.941692,5942.775532,4759.921737,5534.131149
LOC100250719,859.2762831,593.2787674,281.7177287,372.4468782
LOC100267904,854.2707902,939.8574413,573.7229026,589.3990359
LOC100262757,470.5163336,358.5641035,162.2250966,188.0745667
LOC100247391,98.44136059,88.89193653,260.3514965,302.1040285
LOC100242259,3740.771702,3433.825593,2561.573843,2422.755836
LOC100242198,6892.563739,6922.584405,4520.936473,3982.886199
LOC100264541,33.36995274,33.95871733,8.704761282,18.51127625
LOC100264480,370.4064754,243.7037361,250.0640514,301.3635774
LOC100259365,1486.631395,1328.385119,1133.20165,1143.256421
LOC100259307,635.6975997,561.3176217,362.4346061,368.0041719
LOC100254250,523.908258,553.3273353,1126.870915,1084.020337
LOC100249149,138.4853039,99.87858037,252.4380772,253.2342592
LOC100852498,41.71244093,29.96357411,6.330735477,7.404510501
LOC104878841,70.07690076,56.93079081,20.5748903,39.24390566
LOC100254193,2722.988144,2663.761738,1696.637108,1437.955939
LOC100261106,23.35896692,43.94657536,70.42943219,67.38104556
LOC100256020,120.1318299,131.8397261,3208.100203,4400.500591
LOC100250878,60.06591493,84.89679332,236.6112385,339.126581
LOC100249082,814.2268469,864.948506,659.1878316,555.3382876
LAR1,276.9706078,325.604172,5116.025608,7328.244043
LOC100245730,1426.56548,1574.086427,1102.339315,987.0212498
LOC100266255,2641.231759,2333.163637,1953.031895,2068.820234
LOC100261046,46.71793384,26.9672167,22.94891611,43.68661196
LOC100255959,2697.960679,2330.16728,1054.858799,736.7487949
LOC100245676,258.6171337,189.7693027,4756.756369,5078.013302
LOC100267996,467.1793384,524.3625469,796.8813282,978.8762883
LOC100262843,16201.11206,15674.9444,7195.672212,7754.743848
LOC100262904,323.6885416,306.6272417,623.5774445,621.9788821
LOC100257779,171.8552566,86.89436492,75.96882573,82.93051762
LOC100252639,8.342488185,17.97814447,40.35843867,58.49563296
LOC100257723,4032.758789,3802.377555,1803.468269,2248.009388
LOC100247534,762.5034201,901.9035807,519.1203092,367.2637209
LOC100252587,1504.984869,1365.340194,927.4527474,681.2149661
LOC100259509,3440.442128,4329.736459,3913.977209,3436.433324
LOC100247480,13.3479811,9.987858037,55.39393543,43.68661196
LOC100242343,503.8862864,417.4924659,337.9030061,314.6916963
LOC100264625,7419.808992,7015.471485,6346.562316,5403.071313
LOC100259452,150.1647873,127.8445829,2315.466501,2751.516102
LOC100254337,685.7525288,703.1452058,610.9159736,649.375571
LOC100249239,236.9266645,318.6126714,784.2198573,1119.561988
LOC100261259,23.35896692,9.987858037,8.704761282,17.03037415
LOC100244069,1786.960969,2002.565536,2351.86823,1970.340244
LOC100250710,2060.594582,1975.59832,2159.57214,2088.812412
LOC100245583,1.668497637,6.991500626,83.88224508,94.03728337
LOC109122160,16.68497637,28.96478831,13.45281289,36.28210146
LOC100262750,335.368025,304.6296701,223.1584256,287.2950075
LOC100257629,11.67948346,4.993929019,62.51601284,128.0980317
LOC100252495,1036.137033,809.016501,1906.342721,2005.881895
LOC104878794,1187.970318,1273.4519,696.3809025,523.4988925
LOC100247382,650.7140785,893.9132943,1701.38516,1405.376093
LOC100266408,1386.521536,1251.478612,314.1627481,443.530179
LOC100242253,4514.954606,4197.896733,3965.414435,4706.306875
LOC100261197,1713.547073,1622.028145,1657.070011,1889.63108
LOC100256114,1369.83656,1158.591532,318.1194577,476.8504763
LOC100250961,8173.969924,7705.632476,2975.445674,3436.433324
LOC100245820,8863.059448,9101.935029,6046.643723,5676.29775
LOC100268142,19421.3125,12662.60642,9254.743926,10315.96403
LOC100249140,113.4578393,44.94536117,164.5991224,169.5632905
LOC100243974,5249.093566,4200.89309,3021.343507,3230.587932
LOC100262991,654.0510737,674.1804175,1941.161766,2439.78621
LOC100256010,8033.816122,7643.707756,3978.075906,4044.343636
LOC100252441,275.3021101,256.6879516,694.7982187,547.9337771
LOC100247323,83.42488185,84.89679332,1122.122863,1347.620911
LOC100242187,2082.285051,1855.744023,2535.459559,2505.686354
LOC100264474,557.2782108,522.3649753,548.3999607,313.2107942
LOC100254184,3.336995274,4.993929019,54.60259349,9.625863652
LOC100249076,256.9486361,210.7438046,249.2727094,248.0511018
LOC100243921,2117.323501,1833.770736,1558.943611,1817.066877
LOC104878581,50.05492911,26.9672167,68.05540638,76.26645817
LOC100266248,12089.93388,11082.52728,4602.444692,4324.234133
LOC100268043,1383.184541,1383.318338,1609.589495,1912.585063
LOC100852814,1409.880503,1099.66317,592.7151091,612.3530185
LOC100261039,1029.463042,1036.739664,866.5194185,870.770435
LOC100255956,659.0565666,673.1816317,509.6242059,655.2991794
LOC100257772,90.0988724,173.7887298,318.9107997,338.3861299
LOC100247527,46.71793384,68.91622046,130.5714192,80.70916447
LOC104878345,46.71793384,28.96478831,11.87012902,8.885412602
LOC100244058,307.0035652,235.7134497,197.0441417,246.5701997
LOC100266396,5.005492911,13.98300125,7.913419347,24.43488465
LOC100249069,789.1993823,803.0237862,1103.921999,927.7851658
LOC100257853,2978.268282,2514.942654,2916.886371,1591.229307
LOC100268132,699.1005099,623.2423415,412.289148,402.8053713
LOC100252432,1339.803603,1156.593961,1404.631934,663.4441409
LOC100250950,388.7599494,312.6199566,140.8588644,176.2273499
LOC100259502,20.02197164,17.97814447,83.09090314,159.9374268
LOC100245668,917.6737004,906.8975098,677.3886961,471.6673189
LOC100254383,1.668497637,0.0,34.81904513,53.31247561
LOC104877974,10.01098582,11.98542964,23.74025804,32.57984621
LOC100244117,440.4833762,368.5519616,470.8484511,533.8652072
LOC100266460,0.0,0.0,18.2008645,38.50345461
LOC100245810,568.9576942,572.3042655,394.0882835,365.7828188
LOC100252578,3428.762644,3155.164354,2536.250901,2190.254206
LOC100261252,130.1428157,150.8166564,164.5991224,216.2117066
LOC100852497,55.06042202,77.90529269,148.7722837,149.5711121
LOC100255880,2631.220774,2606.830948,1518.585173,1467.573981
LOC100247470,465.5108407,647.2132008,519.1203092,478.3313784
LOC100245576,165.1812661,86.89436492,794.5073024,912.9761448
LOC100267893,258.6171337,245.7013077,1768.649224,2432.3817
LOC100262743,5.005492911,13.98300125,18.99220643,13.3281189
LOC100257622,33.36995274,19.97571607,591.9237671,845.5950993
LOC100247375,20.02197164,9.987858037,45.10649028,29.61804201
LOC100242244,298.661077,240.7073787,1132.410309,1076.615827
LOC100264527,664.0620595,795.0334998,773.1410702,843.3737461
LOC100256104,36.70694802,32.95993152,67.26406445,99.22044072
LOC100266298,1805.314443,1923.661458,1123.705547,838.1905888
LOC100259351,11.67948346,7.99028643,10.28744515,10.3663147
LOC100261088,30.03295747,12.98421545,7.122077412,12.58766785
LOC100256001,2506.083451,2977.380481,2330.501998,1961.454832
LOC100249231,14515.92944,12396.9294,6532.527671,4144.304528
LOC100243915,86.76187713,51.93686179,2260.863907,3141.733806
LOC100264619,425.4668974,655.2034872,606.167922,484.2549868
LOC100262836,2427.664062,2159.374908,2475.317572,2412.389521
LOC100252628,208.5622046,182.7778021,640.9869671,878.9153965
LOC100247521,1361.494072,1712.917653,1266.938437,986.2807988
LOC100257715,1159.605858,1074.693525,858.6059991,836.7096867
LOC100250808,8879.744424,10699.99232,9215.176829,9659.183949
LOC100254175,410.4504187,371.548319,365.5999738,477.5909273
LOC100242178,3598.949403,3572.65682,2851.996333,2613.051756
LOC100259291,595.6536564,599.2714822,1150.611173,1246.179117
LOC104882362,0.0,0.0,23.74025804,27.39668886
LOC100266454,1763.602002,1852.747666,1381.683018,1474.238041
LOC104882333,126.8058204,162.802086,41.94112254,67.38104556
LOC100264466,1037.80553,921.8792968,709.8337154,803.3893894
LOC100256160,729.1334674,807.0189294,406.7497544,562.7427981
LOC100242335,0.0,0.998785804,30.07099352,32.57984621
LOC109122376,2431.001057,2693.725313,2243.454385,2541.968455
LOC100257616,1832.010405,1868.728239,1609.589495,1089.203495
LOC100262985,13845.19339,10279.50349,8256.070405,2767.065574
LOC100252483,3096.731614,2892.483688,1361.89947,874.4726902
LOC100254326,1189.638815,1245.485897,644.1523348,499.0640078
LOC104882088,88.43037476,57.92957662,57.76796123,48.86976931
LOC100267988,40566.18305,37903.92125,26748.94008,17342.10405
LOC100264518,1494.973883,1638.008718,1096.00858,924.0829106
LOC100261188,2843.119974,2611.824877,1651.530618,1104.752967
LOC100259342,307.0035652,281.6575966,43.52380641,27.39668886
LOC100254230,51.72342675,112.8627958,156.6857031,179.9296052
LOC100249124,131.8113133,132.8385119,154.3116773,190.2959199
LOC100259443,2727.993637,2503.95601,1458.443186,1141.775519
LOC100243961,2496.072465,2210.312984,1237.658786,1288.384827
LOC100266292,31.7014551,36.95507474,3.956709673,14.06856995
LOC100255994,709.1114957,596.2751248,401.2103609,447.2324343
LOC100250856,0.0,1.997571607,18.2008645,15.54947205
LOC100266239,578.9686801,515.3734747,400.4190189,595.3226443
LOC100261031,3934.317428,4475.559186,6151.100858,7657.00431
LOC100255949,357.0584943,301.6333127,522.2856769,568.6664065
LOC100250797,8792.982547,9862.011026,5628.815181,4640.406731
LOC100245656,3854.229542,3710.489261,2807.681184,2478.289665
LOC100257758,447.1573667,461.4390413,414.6631738,452.4155916
LOC100262828,6343.628016,4530.492406,8142.117166,9605.131023
LOC100252620,61.73441257,85.89557912,98.91774184,100.7013428
LOC100259487,443.8203715,420.4888234,300.7099352,318.3939516
LOC100257705,1092.865952,1163.585461,879.1808894,920.3806553
LOC100252568,986.0821035,875.9351499,678.97138,502.7662631
LOC100254373,707.4429981,913.8890104,944.86227,1316.521967
LOC100247460,3288.608843,3790.392125,7858.816753,9318.576466
LOC100249273,423.7983998,375.5434622,449.4822189,452.4155916
MIR319B,1907.092799,1650.992934,2017.130592,1595.672013
LOC100242324,11015.4214,9245.760185,8697.639204,11171.18499
LOC104881294,200.2197164,243.7037361,284.0917546,506.4685183
LOC100264613,4970.454461,5218.655824,3886.280241,3026.223442
LOC100259436,250.2746456,277.6624534,555.5220381,798.9466831
LOC100245565,437.1463809,258.6855232,363.225948,376.8895845
LOC100267882,30.03295747,29.96357411,61.72467091,42.94616091
LOC100254317,558.9467084,589.2836242,554.7306962,520.5370883
LOC100249220,5886.459664,6489.111367,7077.762264,8806.92479
LOC100244049,447.1573667,303.6308843,389.3402319,281.3713991
LOC100854142,50.05492911,29.96357411,150.3549676,203.6240388
LOC100266384,103.4468535,55.93200501,97.33505797,94.03728337
LOC100854116,80.08788658,54.9332192,159.8510708,188.0745667
MYBC2-L1,665.7305572,733.1087799,392.5055996,538.3079135
LOC100264511,128.4743181,174.7875156,424.159277,625.6811374
LOC100259334,5255.767557,5584.211429,3223.927042,3253.541914
LOC100250945,1705.204585,2187.34091,1826.417185,1378.719855
LOC104881043,740.8129509,991.7943031,483.5099221,322.0962068
LOC100245798,1615.105713,1447.24063,1218.666579,1111.417026
LOC100261077,5312.496476,3048.294273,1548.656166,819.6793125
LOC100255988,3138.444055,2521.934154,1238.450128,916.6784001
LOC104880977,183.5347401,145.8227273,117.1186063,111.8081086
LOC100245710,1044.479521,1201.539322,1318.375663,1434.994135
LOC100268124,1122.89891,1080.68624,1459.234528,1920.730024
LOC100257750,355.3899967,333.5944584,247.6900256,325.058011
LOC100252614,702.4375052,693.1573478,866.5194185,994.4257604
LOC100262974,1164.611351,1083.682597,1152.193857,1105.493418
LOC100247506,216.9046928,136.8336551,134.5281289,134.0216401
LOC100257846,503.8862864,456.4451123,496.171393,794.5039768
LOC100252699,754.1609319,711.1354922,713.7904251,1026.265156
LOC100247306,7072.761483,6717.833316,3031.630952,2522.716728
LOC100261233,820.9008374,1053.719023,780.2631476,647.1542178
LOC100242169,3151.792036,2986.369553,2285.395507,2119.170906
LOC100256148,3497.171047,4498.53126,1557.360927,2072.522489
LOC100264459,2142.350966,1740.883656,1128.453599,1114.37883
LOC100259280,1800.30895,1829.775592,1018.45707,1065.509061
LOC100254163,867.6187713,725.1184935,849.1098959,771.5499943
LOC100250994,10.01098582,3.995143215,86.25627088,120.6935212
LOC100249059,173.5237543,172.789944,1042.98867,1094.386652
LOC100267876,50.05492911,59.92714822,48.27185802,52.57202456
LOC100257599,1805.314443,2201.323911,1278.017225,769.3286411
LOC100254219,31.7014551,41.94900376,74.38614186,34.06074831
LOC100262819,889.3092405,847.9691473,1429.954876,604.2080569
LOC100257695,370.4064754,309.6235991,6754.103413,7483.738764
LOC100266279,25.02746456,6.991500626,769.1843605,1176.576719
LOC100252560,12832.41533,12796.44372,6415.409064,6124.270636
LOC100247453,9053.268179,7571.795178,8457.862598,9360.782176
LOC100232937,3613.965882,4151.952586,3258.746087,3487.524446
LOC100261070,36.70694802,38.95264634,150.3549676,116.2508149
LOC100264607,3819.191091,4261.819024,2622.507172,2849.996092
LOC100259429,61.73441257,61.92471983,42.73246447,53.31247561
LOC100255981,675.741543,775.0577837,767.6016766,687.8790256
LOC100250842,76.7508913,73.91014947,43.52380641,54.79337771
LOC100254309,2971.594292,3377.893588,2673.153055,2335.382612
LOC100268019,627.3551115,765.0699256,598.2545026,579.0327212
LOC100249212,1573.393272,1215.522323,649.6917284,608.6507632
LOC100244042,6368.655481,5360.483408,4003.398848,5026.181728
LOC100266376,10536.56258,10551.17323,6783.383064,5795.51037
LOC100252606,3116.753586,2895.480045,1193.343638,1038.112372
LOC100261170,912.6682075,915.886582,1171.186063,1098.829358
LOC100247498,5.005492911,3.995143215,19.78354837,21.47308045
LOC100264648,53.39192439,37.95386054,32.44501932,8.885412602
LOC100266435,25.02746456,21.97328768,7.913419347,11.8472168
LOC100256086,33.36995274,41.94900376,22.15757417,23.6944336
LOC100852986,36.70694802,36.95507474,191.5047482,162.899231
LOC100250939,248.6061479,217.7353052,2267.194643,2245.047584
LOC100245790,246.9376503,173.7887298,404.3757286,504.2471652
LOC100268116,61.73441257,32.95993152,24.53159998,34.80119936
LOC100256139,1530.012333,1540.127709,2005.260462,2536.044847
LOC100262719,850.9337949,1049.72388,1185.430218,1288.384827
LOC100262965,11752.89736,10156.65284,6256.349336,6195.353937
LOC100257839,677.4100406,898.9072233,1157.73325,1307.636555
LOC100247349,513.8972722,345.5798881,3453.416203,4062.114461
LOC100252692,7853.618378,5638.145862,3008.682036,3652.64503
LOC100247591,368.7379778,377.5410338,785.0111992,732.3060886
LOC100242160,2185.731905,1716.912797,811.916825,480.5527315
LOC100264453,4681.80437,4888.057723,3917.142577,3421.624303
LOC100259272,2295.852749,2111.433189,1196.509005,872.9917881
LOC100264495,587.3111682,585.288481,477.1791866,497.5831057
LOC100254156,722.4594768,689.1622046,3386.94348,4159.854
LOC109122513,1304.765152,786.0444275,596.6718188,898.1671238
LOC100249103,754.1609319,835.9837177,842.7791604,813.0152531
LOC100249051,4121.189164,4667.326061,1967.27605,1332.81189
LOC100243898,2210.759369,2686.733812,2243.454385,2322.794944
LOC100243944,3191.83598,3589.636179,2767.322746,2858.141054
LOC100266270,410.4504187,347.5774597,220.7843998,200.6622346
LOC104879668,4318.071885,5065.841596,3295.939158,3579.340376
LOC100261060,155.1702802,186.7729453,168.5558321,180.6700562
LOC100266222,1423.228484,1351.357192,2630.420591,2802.607225
LOC100261017,140.1538015,118.8555106,21.36623224,34.80119936
LOC100255972,23490.77823,21747.56209,10913.39662,6189.430328
LOC100250832,2357.587161,2253.260773,2157.198114,1831.875898
LOC100852609,312.0090581,251.6940225,233.4458707,305.0658327
