"","CO_A","CO_B","A1_A","A1_B"
"LOC100244002",397.726462288009,508.641522601031,677.65461751184,381.940496055446
"LOC104879051",119.317938686403,114.245654490466,116.254531156723,82.5548468036511
"LOC100259338",928.691289442501,1052.05346178612,2407.56178626274,1766.47479425644
"LOC100261127",25.8522200487206,13.9081666336219,189.783038042172,277.503641665285
"LOC100268075",1.98863231144004,0.993440473830139,188.789409570747,167.098967024258
"LOC100249120",533.947775621652,544.405379658916,1327.48763782378,668.395868097031
"LOC100254226",2633.94349650234,2883.95769552889,1719.97088403665,1512.84243359462
"LOC109122453",38.7783300730809,46.6917022700165,4.96814235712493,7.95709366782179
"LOC104879018",2762.21028059022,4299.61037073684,821.730745868463,567.937560540781
"LOC100254408",6655.95234638983,5826.52837901376,6242.96768596318,8557.85423974234
"LOC100266288",5199.27917826,6663.99869845257,5759.07062037921,3040.6044178164
"LOC100261079",8800.69229427792,8482.98820603556,5185.746992367,6873.93429228955
"LOC100266182",258.522200487206,221.537225664121,497.807864183918,522.184271950805
"LOC100255899",9.94316155720022,6.95408331681097,33.7833680284495,42.7693784645421
"LOC100255990",245.596090462845,196.701213818367,851.539600011212,898.156947755385
"LOC100250852",7854.10331403246,7334.57101828791,6602.66119261903,6565.59691266146
"LOC100854903",50.7101239417211,70.5342736419399,202.700208170697,76.5870265527848
"LOC100268028",112.357725596363,82.4555593279015,45.7069096855493,88.5226670545175
"LOC100257754",364.914029149248,575.20203434765,343.795451113045,174.061423983602
"LOC100242373",237.641561217085,263.261725564987,929.042620782361,665.411957971598
"LOC100264658",1283.66215703455,1478.23942505925,1741.830710408,1414.37339945532
"LOC100262771",1328.40638404195,1252.72843749981,1776.60770690787,1320.87754885842
"LOC100259484",764.629123748697,821.575271857525,866.444027082587,672.374414930942
"LOC100257647",60.6532854989214,9.93440473830139,44.7132812141243,122.34031514276
"LOC100254371",7235.6386651746,8573.3912891541,3484.65504928742,3290.25823164431
"LOC100249270",9184.49833038584,8368.74255154509,6615.57836274755,7417.00593511839
"LOC100244101",5587.06247899081,6248.74058039157,3852.29758371467,4502.72037927866
"LOC100247405",296.306214404567,401.349951427376,160.967812370848,205.889798654889
"LOC100242272",392.754881509409,271.209249355628,129.171701285248,281.482188499196
"LOC100264556",65.6248662775215,29.8032142149042,6025.36305072111,5292.46192580997
"LOC100266444",1264.77015007587,1056.02722368144,1258.92727329546,1735.64105629363
"LOC100254263",309.232324428927,348.697606314379,830.673402111288,647.508497218999
"LOC100261235",4767.74596667751,4007.53887143078,2761.29352209003,3445.42155816684
"LOC104879021",0,2.98032142149042,15.8980555427998,26.8551911288986
"LOC100256151",1054.96944121894,1334.19055635388,793.909148668563,707.186699727662
"LOC100250997",60.6532854989214,48.6785832176768,205.681093584972,256.616270787253
"LOC109122511",843.180100050579,854.358807493919,975.743158939336,646.513860510521
"LOC100268069",1457.66748428555,1672.95375792995,516.686805140992,579.873201042513
"LOC100262916",931.674237909661,1096.75828310847,975.743158939336,1027.45971985749
"LOC100245563",212.783657324085,320.881273047135,485.884322526818,419.7366909776
"LOC100267879",1690.33746472404,1436.51492515838,583.259912726466,903.130131297774
"LOC100262729",35.7953816059208,17.8819285289425,963.819617282236,480.409530194741
"LOC100257603",2347.58044365497,2671.36143412924,2683.79050131889,2145.43138018645
"LOC100242411",360.936764526368,389.428665741414,240.458090084846,365.031672011325
"LOC100259525",7964.47240731738,7385.23648245325,3106.0826016745,3434.48055437358
"LOC100852414",147.158791046563,195.707773344537,144.076128356623,88.5226670545175
"LOC100244135",10.9374777129202,18.8753690027726,19.8725694284997,9.94636708477724
"LOC100266177",6.96021309004016,29.8032142149042,12.9171701285248,16.9088240441213
"LOC100264507",2082.09803007773,2508.4371964211,2585.42128264781,4484.81691852606
"LOC100259329",6187.6294370457,6640.15612708065,1751.76699512225,1456.14814121139
"LOC100254222",2733.37511207434,2977.34110006893,1959.43534565007,1821.17981322271
"LOC100260975",8852.39673437536,7616.70811285567,5923.01931816434,5951.9060635307
"LOC100249114",5889.33459032969,6063.96065225917,2527.79083130516,3425.52882399728
"LOC100243952",3840.04899339073,5067.53985700754,2186.97626560639,1789.35143855143
"LOC100266281",484.231967835651,372.540177686302,2129.34581426374,2917.26946596517
"LOC104879024",57.6703370317613,53.6457855868275,42.7260242712744,17.903460752599
"LOC100261073",1342.32681022203,1558.70810343949,1403.00340165208,1377.57184124165
"LOC100255985",3507.94739738024,4651.28829847271,10247.2904258059,6640.19466579729
"LOC100252509",1104.68524900494,1177.22696148871,582.266284255041,731.057980731127
"LOC100247399",2351.55770827785,2350.48016108211,565.374600240817,742.99362123286
"LOC100261114",1730.11011095284,1526.91800827692,1074.11237761041,1554.61717535068
"LOC100250889",1822.5815134348,1535.85897254139,1274.82532883826,1195.55332359022
"LOC100250846",1208.09412919983,1438.50180610604,753.170381340139,1029.44899327444
"LOC100245739",340.056125256248,498.70711786273,466.011753098318,303.364196085706
"LOC100245704",333.095912166207,304.986225465853,319.948367798845,293.417829000929
"LOC100268022",5842.60173101085,6366.95999677736,2903.38239350381,1986.28950683002
"LOC100262872",1276.70194394451,1801.10757905404,1738.84982499372,1677.95212720192
"LOC104879026",125.283835620723,164.911118655803,24.8407117856246,25.8605544204208
"LOC100257746",2527.5516678403,2161.72647105438,4435.55749644113,3532.94958851288
"LOC100252609",1201.13391610979,796.739260011771,1895.84312347887,1514.83170701157
"LOC100247501",4593.7406394265,6101.71139026471,14268.5048496628,7447.8396730812
"LOC100242364",1808.66108725472,1883.56313838194,2440.35152581976,2047.95698275563
"LOC100264651",44.744227007401,20.8622499504329,296.101284484646,348.122847967203
"LOC104879027",61.6476016546414,47.6851427438467,199.719322756422,344.144301133293
"LOC100242407",860.083474697819,1139.47622348317,1817.3464742363,1734.64641958515
"LOC100264691",605.538538833493,632.821581829798,430.241128127019,388.90295301479
"LOC100259475",1554.11615139039,1630.23581755526,944.940676325161,1180.63377296306
"LOC100259519",22.8692715815605,30.7966546887343,52.6623089855242,71.6138430103962
"LOC100254363",2731.3864797629,2275.97212554485,1510.31527656598,1911.69175369419
"LOC104879055",2.98294846716007,1.98688094766028,464.024496155468,208.873708780322
"LOC100854026",31.8181169830407,93.383404540033,9561.68678052263,3870.13143268683
"LOC100260969",1175.28169606107,1351.07904440899,755.157638282989,767.859538944803
"LOC100249264",8587.90863695383,9775.45426248857,4564.72919772638,3071.43815577921
"LOC100255892",1247.86677542863,1239.81371134001,1423.869599552,1807.25489930403
"LOC100254251",56.6760208760413,48.6785832176768,43.7196527426994,63.6567493425744
"LOC100244095",17374.6805050517,19271.7517518309,34126.1698510911,21362.8072246846
"LOC100249152",6464.04932833586,6874.60807890456,2371.79116129144,3530.96031509592
"LOC100266438",1218.03729075703,959.663497719914,1516.27704739453,1637.17202215433
"LOC100261229",3847.00920648077,4324.44638258259,2691.73952909029,2130.51182955929
"LOC100854243",265.482413577246,271.209249355628,116.254531156723,201.911251820978
"LOC100257781",82.5282409247618,89.4096426447125,121.222673513848,207.879072071844
"LOC104877325",125.283835620723,101.330928330674,32.7897395570245,62.6621126340966
"LOC100252640",560.794311826093,604.011808088724,688.584530697515,1140.84830462395
"LOC100256144",2693.60246584554,2306.76878023358,2960.01921637503,2148.41529031188
"LOC100254390",889.91295936942,1163.31879485509,336.84005181307,408.795687184345
"LOC100250989",1486.50265280143,1934.22860254728,1797.4739048078,1067.2451881966
"LOC100259360",16.9033746472404,22.8491308980932,10.9299131856748,4.97318354238862
"LOC100245851",524.004614064452,403.336832375036,345.782708055895,450.570428940409
"LOC100267872",1059.94102199754,1202.06297333447,1123.79380118166,1392.49139186881
"LOC100262722",2860.6475800065,2671.36143412924,2884.50345254673,2297.61079658354
"LOC100257594",433.52184389393,450.028534645053,447.132812141243,492.345170696474
"LOC104879034",261.505148954366,290.084618358401,361.680763598695,261.589454329642
"LOC100252468",1499.42876282579,1402.73794904816,1243.02921775266,1319.88291214994
"LOC100249142",122.300887153563,92.3899640662029,176.865867913647,342.155027716337
"LOC100853784",13.9204261800803,14.9016071074521,72.5348784140239,123.334951851238
"LOC100247352",13028.5245883995,18180.9541115654,15657.5974527149,9723.56846207823
"LOC100261098",324.147066764727,341.743522997568,8806.52914223964,7009.20488464252
"LOC100256013",1559.08773216899,1228.88586612788,1357.29649196653,1768.46406767339
"LOC100268045",266.476729732966,224.517547085611,454.088211441218,515.221814991461
"LOC100262898",1196.16233533119,1637.18990087207,518.674062083842,445.597245398021
"LOC100257773",519.033033285852,384.461463372264,783.972863954313,755.92389844307
"LOC100242220",176.988275718164,130.140702071748,206.674722056397,274.519731539852
"LOC100264499",3309.08416623623,3343.92063491225,2142.26298439227,2420.94574843478
"LOC100259324",1258.80425314155,811.640867119223,1749.7797381794,2488.58104461127
"LOC100254214",1.98863231144004,11.9212856859617,20.8661978999247,109.41003793255
"LOC100249108",10.9374777129202,4.96720236915069,1123.79380118166,1720.72150566646
"LOC100243947",1234.94066540427,1415.65267520795,2822.89848731838,1853.008187894
"LOC100247529",406.675307689489,259.287963669666,347.769964998745,381.940496055446
"LOC100266275",1573.00815834908,2071.32338793584,703.48895776889,808.63964399239
"LOC104879036",146.164474890843,132.127583019408,30.8024826141745,72.6084797188739
"LOC100261065",5579.10794974504,6070.91473557598,4255.71074311321,3939.75600228027
"LOC100255976",808.379034600378,983.506069091837,1849.1425853219,1368.62011086535
"LOC100249287",142.187210267963,163.917678181973,120.229045042423,110.404674641027
"LOC100250837",7998.27915661186,5779.83667674375,3230.28616060263,4799.12211840502
"LOC100245697",2065.19465543049,2253.12299464675,1501.37262032315,1287.05990077018
"LOC100244119",394.743513820849,444.067891802072,681.62913139754,584.846384584902
"LOC100268014",1153.40674063523,1187.16136622702,1656.37866186545,953.856603430138
"LOC100262865",5250.98361835744,6044.09184278256,2009.11676922132,2996.84040264338
"LOC100266462",1150.42379216807,1219.94490186341,666.724704326165,629.605036466399
"LOC100261254",733.805322921376,819.588390909865,519.667690555267,972.754700891214
"LOC100255882",1675.42272238824,1543.80649633204,906.189165939587,1023.48117302358
"LOC100252604",3334.93638628495,4726.7897744838,4261.67251394176,2091.72099792865
"LOC100257741",6812.05998283787,7299.80060170386,9184.10796138114,6087.17665588367
"LOC100247496",2844.73852151498,3670.76255080236,2333.03965090587,2141.45283335254
"LOC100247378",1755.96233100156,1460.3574965303,952.889704096561,2046.96234604716
"LOC100242247",363.919712993528,430.15972516845,2187.96989407782,1459.13205133682
"LOC100242360",411.646888468089,409.297475218017,548.482916226592,441.61869856411
"LOC100264643",415.624153090969,526.523451129974,524.635832912392,577.883927625558
"LOC100259467",1234.94066540427,1512.01640116947,1982.28880049285,1343.75419315341
"LOC100254356",1520.30940209591,1663.01935319165,1257.93364482403,1484.99260575724
"LOC100264530",124.289519465003,129.147261597918,158.980555427998,230.755716366832
"LOC100259354",1595.87742993064,2016.68416187518,1524.22607516593,1937.55230811461
"LOC100249258",610.510119612094,453.008856066543,1424.86322802343,1225.39242484456
"LOC100249134",40.7669623845209,37.7507380055453,33.7833680284495,51.7211088408417
"LOC100244090",7369.8713461968,9175.41621629516,9026.12103442457,7748.21995904147
"LOC100256004",0,0,47.6941666283993,8.95173037629952
"LOC100266429",15.9090584915204,3.97376189532056,65.579479114049,162.125783481869
"LOC100257058",2430.10868457973,1949.13020965473,2558.59331391934,1841.07254739227
"LOC100852614",557.811363358932,673.552641256834,836.635172939838,586.835658001857
"LOC100246692",298.294846716007,335.782880154587,226.547291484897,256.616270787253
"LOC100251928",5641.74986755541,5865.27255749314,3586.00515337277,4670.81398301139
"LOC104879064",146.164474890843,191.734011449217,90.4201908996737,103.442217681683
"LOC100246796",12471.7075411962,15530.4549273866,6916.64778958932,6771.48671131635
"LOC100241677",1045.02627966174,1105.69924737294,1458.64659605188,1060.28273123725
"LOC100263835",188.920069586804,207.629059030499,1115.84477341026,540.087732703404
"LOC100263954",917.753811729581,1079.86979505336,902.214652053887,671.379778222464
"LOC100253755",564.771576448973,399.363070479716,229.528176899172,432.66696818781
"LOC104879079",31.8181169830407,54.6392260606576,29.8088541427496,34.8122847967203
"LOC109122438",46.732859318841,35.763857057885,76.5093922997239,101.452944264728
"LOC109122435",31.8181169830407,65.5670712727892,20.8661978999247,27.8498278373763
"LOC100248656",6.96021309004016,17.8819285289425,18.8789409570747,13.9249139186881
"LOC100252152",57.6703370317613,58.6129879559782,103.337361028198,195.943431570112
"LOC100245134",80.5396086133218,58.6129879559782,89.4265624282487,311.321289753528
"LOC100262281",29.8294846716007,37.7507380055453,25.8343402570496,34.8122847967203
"LOC100246913",828.265357714778,757.995081532396,626.979565469166,774.821995904147
"LOC100250381",1223.00887153563,1056.02722368144,678.648245983265,952.86196672166
"LOC100245256",702.981522094056,496.720236915069,741.246839683039,1430.28758679097
"LOC100267557",343.039073723408,266.242046986477,311.999340027445,619.658669381622
"LOC100262399",13197.5583348719,15989.4244262961,13319.5896594519,10902.2129616243
"LOC100243510",21.8749554258405,45.6982617961864,15.8980555427998,31.8283746712872
"LOC100265832",2753.26143518874,1759.38307915318,839.616058354113,1818.19590309728
"LOC100260617",1873.29163737652,1592.48507954971,988.66032906786,1323.86145898385
"LOC100257283",4417.74667986406,4567.83929867098,2664.91156036181,3427.51809741424
"LOC104879072",0,0.993440473830139,106.318246442473,101.452944264728
"LOC104879074",0,0.993440473830139,58.6240798140741,36.8015582136758
"LOC100254807",1947.86534905552,2532.27976779302,1623.58892230843,3067.4596089453
"LOC100254802",199.857547299724,211.60282092582,255.362517156221,246.669903702476
"LOC100249685",1627.69554691368,1852.76648369321,2398.61913001991,1339.77564631949
"LOC100244369",7.95452924576018,11.9212856859617,11.9235416570998,18.8980974610768
"LOC100261489",2.98294846716007,7.94752379064111,195.744808870722,750.950714900682
"LOC100256401",213.777973479805,200.674975713688,92.4074478425236,154.168689814047
"LOC100244374",54.6873885646012,37.7507380055453,192.763923456447,186.991701193812
"LOC100853048",546.873885646012,522.549689234653,364.66164901297,411.779597309778
"LOC100853090",3.97726462288009,14.9016071074521,87.4393054853987,46.747925298453
"LOC100244450",2052.26854540613,1761.36996010084,1095.97220398176,1612.30610444239
"LOC100854316",1399.99714725379,2055.42834035456,2024.02119629269,1186.60159321393
"LOC100261573",224.715451192725,185.773368606236,190.776666513597,310.32665304505
"LOC100261495",12.9261100243603,5.96064284298083,14.9044270713748,42.7693784645421
"LOC100256407",3110.22093509223,4280.73500173407,2240.63220306334,2426.91356868565
"LOC100251247",1368.17903027075,1156.36471153828,2935.17850458941,2547.26461041145
"LOC100258129",3613.34490988656,3531.68088446614,3180.60473703138,3645.34353657086
"LOC100252999",3.97726462288009,2.98032142149042,46.7005381569743,26.8551911288986
"LOC100261564",164.062165693804,90.4030831185426,76.5093922997239,92.5012138884284
"LOC100247879",484.231967835651,237.432273245403,1392.0734884664,1635.18274873738
"LOC100253065",75.5680278347217,49.6720236915069,86.4456770139737,149.195506271659
"LOC100265021",362.925396837808,796.739260011771,136.127100585223,193.954158153156
"LOC100259838",743.748484478577,843.430962281788,1140.68548519588,479.414893486263
"LOC109122427",15.9090584915204,11.9212856859617,7.94902777139988,40.7801050475867
"LOC100263252",7635.35375977405,8008.12365954475,2911.33142127521,3152.00372916591
"LOC100249605",1312.49732555043,1488.17382979755,2292.30088357744,2190.19003206795
"LOC100244457",1193.17938686403,1190.14168764851,973.755901996485,823.559194619556
"LOC100266771",503.123974794331,600.038046193404,610.087881454941,521.189635242328
"LOC100261578",8016.17684741482,10172.8304520206,10406.2709812339,9089.98487877792
"LOC100244438",268.465362044406,203.655297135178,188.789409570747,237.718173326176
"LOC104879097",44.744227007401,45.6982617961864,31.7961110855995,26.8551911288986
"LOC100256481",3365.76018711228,2929.65595732508,3527.3810735587,3501.12121384159
"LOC100251331",3787.35023713756,5080.45458316733,4836.98339889683,2546.26997370297
"LOC100854905",46.732859318841,51.6589046391672,38.7515103855744,77.5816632612625
"LOC100261646",830.253990026219,797.732700485601,554.444687055142,637.562130134221
"LOC100246195",2639.90939343666,3065.75730223981,2047.86827960689,2219.0344966138
"GST4",23.8635877372805,22.8491308980932,101.350104085348,13.9249139186881
"LOC100258211",3535.7882497404,4027.40768090738,3988.42468429989,2910.30700900582
"LOC100253077",51.7044400974412,14.9016071074521,14.9044270713748,49.7318354238862
"LOC100247956",4252.69019801453,4061.18465701761,3430.99911183047,3270.36549747476
"LOC100242814",78.5509763018818,84.4424402755618,271.260572699021,226.777169532921
"LOC100241064",1319.45753864047,1133.51558064019,702.495329297465,974.74397430817
"LOC100244513",2759.22733212306,2682.28927934137,2430.41524110551,2744.20267869004
"LOC100265100",7546.85962191497,9350.26173968927,7755.27021947201,4126.74770347408
"LOC100266835",745.737116790017,575.20203434765,549.476544698017,618.664032673144
"LOC100260402",829.259673870499,838.463759912637,1981.29517202142,1466.09450829617
"LOC100255321",555.822731047492,565.267629609349,730.316926497364,607.72302887989
"LOC100265723",379.828771485048,227.497868507102,1034.36723875341,1263.18861976671
"LOC100250153",2207.38186569845,2421.01443472405,741.246839683039,1016.51871606423
"LOC100245020",5778.96549704477,6781.22467436453,2874.56716783248,3278.32259114258
"LOC100267328",5312.63122001208,5982.4985334051,3852.29758371467,4083.97832500954
"LOC100257053",256.533568175766,329.822237311606,588.228055083591,446.591882106498
"LOC100251920",5857.51647334665,6878.58184079988,6331.40061992001,5269.58528151498
"LOC100244905",1122.58293980791,900.057069290106,1526.21333210878,1587.44018673045
"LOC100241669",1894.17227664664,2359.42112534658,1968.3780018929,1360.66301719753
"LOC100263947",3854.96373572653,5065.55297605988,3627.73754917262,3064.47569881987
"LOC100232926",3199.70938910703,2876.01017173825,12920.1510139391,7877.52273114358
"LOC100253635",439.48774082825,325.848475416286,1097.95946092461,1060.28273123725
"LOC100248532",3275.27741694175,3426.37619424015,2061.77907820684,2687.50838630681
"LOC100243401",14.9147423358003,1.98688094766028,219.591892184922,530.141365618627
"LOC100243390",947.583296401181,922.906200188199,587.234426612166,474.441709943874
"LOC100241547",547.868201801732,407.310594270357,451.107326026943,879.258850294308
"LOC100263816",419.601417713849,475.857986964636,225.553663013472,311.321289753528
"LOC100250049",1227.98045231423,1126.56149732338,1833.2445297791,1776.42116134122
"LOC100258664",152.130371825163,221.537225664121,240.458090084846,155.163326522525
"LOC100253517",987.355942629982,846.411283703278,1361.27100585223,1490.96042600811
"LOC100244912",11428.6698938459,14596.6208819862,4447.48103809823,6409.43894943046
"LOC100260382",134.232681022203,135.107904440899,246.419860913396,247.664540410953
"LOC100267311",254.544935864326,278.163332672439,388.508732327169,334.197934048515
"LOC100263926",514.061452507251,452.015415592713,331.871909455945,454.54897577432
"LOC100267223",249.573355085726,223.524106611781,177.859496385072,253.63236066182
"LOC100262060",609.515803456374,611.959331879366,747.208610511589,589.81956812729
"LOC100252715",1247.86677542863,1576.59003196843,1030.39272486771,727.079433897216
"LOC100240963",258.522200487206,205.642178082839,275.235086584721,333.203297340038
"LOC100257865",394.743513820849,503.67432023188,489.858836412518,446.591882106498
"LOC109122428",182.954172652484,116.232535438126,425.272985769894,253.63236066182
"LOC100261536",1822.5815134348,2224.31322090568,903.208280525312,1146.81612487482
"LOC104879150",451.41953469689,281.143654093929,292.126770598946,421.725964394555
"LOC100264986",468.32290934413,622.887177091497,654.801162669065,636.567493425744
"LOC100240996",1100.70798438206,1107.6861283206,671.69284668329,1073.21300844746
"LOC109122440",14.9147423358003,14.9016071074521,14.9044270713748,4.97318354238862
"LOC100246089",1700.28062628124,2105.10036404606,1634.5188354941,1443.21786400118
"LOC100251233",1321.44617095191,1249.74811607831,714.418870954564,1049.341727444
"LOC100256390",4108.51435543513,4754.60610775104,2402.59364390561,2626.83554708967
"LOC100247921",545.879569490292,653.683831780231,372.610676784369,335.192570756993
"LOC100261651",97.4429832605622,131.134142545578,235.489947727721,189.975611319245
"LOC104879148",906.81633401666,925.886521609689,447.132812141243,468.473889693008
"LOC104879147",16.9033746472404,22.8491308980932,4.96814235712493,9.94636708477724
"LOC100244416",13.9204261800803,17.8819285289425,11.9235416570998,13.9249139186881
"LOC100241127",770.595020683017,744.086914898774,303.05668378462,554.012646622092
"LOC100246248",921.731076352461,856.34568844158,933.017134668061,895.173037629952
"LOC100251384",2971.01667329143,3339.94687301693,1943.53729010727,1406.4163057875
"LOC100266840",1400.99146340951,1571.62282959928,1066.16334983901,1112.0038400781
"LOC100244520",21.8749554258405,22.8491308980932,65.579479114049,49.7318354238862
"LOC100244499",673.152037422455,615.933093774686,593.196197440716,714.149156687006
"LOC100249671",1369.17334642647,1659.04559129633,2222.74689057769,1605.34364748305
"LOC100254791",2527.5516678403,2423.99475614554,1124.78742965308,1375.58256782469
"LOC100265089",3368.74313557944,3653.87406274725,3271.02492793105,3260.41913038998
"LOC100259906",78.5509763018818,118.219416385787,91.4138193710986,65.6460227595298
"LOC100242802",814.344931534698,908.998033554577,4530.94582969793,3051.54542160966
"LOC100247948",78.5509763018818,103.317809278334,65.579479114049,139.249139186881
"LOC100253066",13715.597052002,15933.7917597616,11542.9819525441,9775.28957091907
"LOC100253049",76.5623439904417,72.5211545896001,68.560364528324,110.404674641027
"LOC100263320",322.158434453287,289.09117788457,311.999340027445,344.144301133293
"LOC109122469",133.238364866483,329.822237311606,818.749860454188,339.171117590904
"LOC100263339",2147.72289635525,2413.06691093341,3970.53937181424,2601.96962937773
"LOC100241072",5684.50546225137,7364.37423250282,5465.95022130884,3666.23090744889
"LOC100854667",113.352041752083,166.897999603463,353.731735827295,207.879072071844
"LOC104879142",6.96021309004016,1.98688094766028,188.789409570747,129.302772102104
"LOC100259803",29621.6725950552,33829.6284553377,17841.592832907,14184.5140996008
"LOC100264997",194.885966521124,123.186618754937,229.528176899172,352.101394801114
"LOC100246183",2269.02946735309,2594.86651764432,2372.78478976286,2210.0827662375
"LOC100251321",4.97158077860011,12.9147261597918,32.7897395570245,19.8927341695545
"LOC100263239",179.971224185324,252.333880352855,212.636492884947,220.809349282055
"LOC100256470",968.463935671302,998.40767619929,1238.06107539553,1550.63862851677
"LOC100261565",4494.3090238545,5891.10200981272,2388.68284530566,2369.22463959394
"LOC100240980",3625.2767037552,3570.42506294552,1672.27671740825,2248.87359786813
"LOC100266760",1740.05327251004,1815.01574568766,2480.09666467676,1669.00039682562
"LOC100244442",6840.89515135375,9351.2551801631,3246.18421614543,2719.3367609781
"LOC100249595",1760.93391178016,1617.32109139547,1640.48060632265,1367.62547415687
"LOC100249658",976.418464917062,983.506069091837,1792.50576245067,1542.68153484895
"LOC100254714",10241.4564039162,14156.5267520795,6280.72556787733,5608.75639910589
"LOC100259825",2286.92715815605,2428.96195851469,4012.27176761409,2853.61271662259
"LOC100265011",2612.0685410765,2741.89570777118,3142.84685511723,3025.68486718924
"LOC100854213",1115.62272671786,1154.37783059062,2785.14060540423,1688.89313099518
"LOC100242725",724.856477519896,795.745819537941,800.864547968538,576.88929091708
"LOC100247868",750.708697568617,766.936045796867,945.934304796586,772.832722487192
"LOC100265078",1772.8657056488,1984.89406671262,923.080849953811,1072.21837173899
"LOC100853987",529.970510998772,636.795343725119,289.145885184671,257.610907495731
"LOC109121398",43.749910851681,29.8032142149042,7.94902777139988,31.8283746712872
"LOC100258190",1643.6046054052,1580.56379386375,959.845103396536,1037.40608694227
"LOC100854038",6172.7146947099,7537.23287494926,17823.7075204214,7988.92204249308
"LOC100263328",144.175842579403,120.206297333447,188.789409570747,236.723536617698
"LOC100246172",120.312254842123,81.4621188540714,81.4775346568488,92.5012138884284
"LOC100251309",1713.2067363056,1596.45884144503,1877.95781099322,1620.26319811021
"LOC100853825",11.9317938686403,6.95408331681097,123.209930456698,78.5762999697402
"LOC100252985",812.356299223258,865.286652706051,2631.12819233336,2237.93259407488
"LOC100261554",1481.53107202283,1429.56084184157,788.941006311438,1133.88584766461
"LOC100258119",4832.37651679931,4053.23713322697,2400.60638696276,2317.5035307531
"LOC100244429",4086.63940000929,3960.84716916076,2342.97593562012,2657.66928505248
"LOC100254703",229.687031971325,191.734011449217,284.177742827546,324.251566963738
"LOC100259809",73.5793955232816,54.6392260606576,24.8407117856246,38.7908316306312
"LOC100264999",254.544935864326,262.268285091157,195.744808870722,412.774234018256
"LOC100242712",143.181526423683,91.3965235923728,282.190485884696,340.165754299382
"LOC100247855",114.346357907803,111.265333068976,161.961440842273,58.6835658001857
"LOC100263254",906.81633401666,735.145950634303,2035.94473794979,1528.75662093026
"LOC100240998",1928.97334209684,1585.5309962329,1976.3270296643,1961.42358911807
"LOC100240984",229.687031971325,138.088225862389,1265.88267259543,1804.27098917859
"LOC100246078",951.560561024061,933.834045400331,558.419200940842,712.159883270051
"LOC100246092",135.226997177923,156.963594865162,308.024826141745,378.956585930013
"LOC100251398",122.300887153563,114.245654490466,957.857846453686,1513.8370703031
"LOC100256542",842.185783894859,848.398164650938,626.979565469166,575.894654208602
"LOC100251235",927.696973286781,796.739260011771,1728.91354027947,1777.41579804969
"LOC100256393",437.49910851681,463.936701278675,966.800502696511,1066.25055148812
"LOC100266842",2694.59678200126,3136.29157588175,3308.7828098452,2131.50646626776
"LOC100244523",322.158434453287,267.235487460307,253.375260213371,411.779597309778
"LOC100266832",7.95452924576018,12.9147261597918,54.6495659283742,22.8766442949877
"LOC100249673",10963.329932969,9047.26239517107,7104.44357068864,8119.21945130366
"LOC100254794",958.520774114101,1226.89898518022,611.081509926366,634.578220008788
"LOC100259910",780.538182240217,732.165629212812,1645.44874867978,1028.45435656597
"LOC100242807",4468.45680380578,4727.78321495763,3645.62286165827,3595.61170114697
"LOC100247950",760.651859125817,693.421450733437,1684.20025906535,1777.41579804969
"LOC100253069",123.295203309283,57.6195474821481,194.751180399297,146.211596146225
"LOC100258205",848.151680829179,853.365367020089,826.698888225588,829.527014870422
"LOC104879140",597.584009587733,530.497213025294,443.158298255543,560.975103581437
"LOC100251313",2122.86499246225,2311.73598260273,3206.43907728843,2610.92135975403
"LOC100256465",20.8806392701205,44.7048213223562,208.661978999247,197.932704987067
"LOC100261557",4978.54099169015,4716.8553697455,4312.34756598444,3855.21188205966
"LOC100263342",11470.4311723862,10660.6097246712,5323.86134989507,7076.84018081901
"LOC100852945",806.390402288938,643.74942704193,2027.00208170697,1115.98238691201
"LOC100247859",2204.39891723129,2003.76943571539,1082.06140538181,1191.57477675631
"LOC109122510",29.8294846716007,22.8491308980932,29.8088541427496,15.9141873356436
"LOC100241076",13683.7789350189,16449.3873656794,8399.1414689554,9385.39198119581
"LOC100246188",1040.05469888314,1027.21744994036,1898.82400889315,1465.09987158769
"LOC100251324",3146.01631669815,3373.72384912715,1909.75392207882,1986.28950683002
"LOC100252977",906.81633401666,1184.18104480553,320.94199627027,228.766442949877
"LOC100263246",73.5793955232816,57.6195474821481,1499.3853633803,2192.1793054849
"LOC100256475",3612.35059373084,3854.54903846094,3163.71305301715,2307.55716366832
"LOC100256546",1816.61561650048,2109.07412594138,989.653957539285,1060.28273123725
"LOC100261569",25017.9887940715,22780.5835053989,6242.96768596318,10761.969185729
"LOC100261644",24.8579038930006,46.6917022700165,269.273315756171,215.836165739666
"LOC100266764",1040.05469888314,1103.71236642528,743.234096625889,599.765935212068
"LOC100244445",23538.4463543601,24497.2486441774,15781.801011643,17312.6465477633
"LOC100263333",670.169088955295,645.73630798959,1368.2264051522,1696.850224663
"LOC100249598",412.641204623809,419.231879956319,652.813905726215,369.010218845236
"LOC100241065",296.306214404567,221.537225664121,320.94199627027,489.36126057104
"LOC100254718",4701.12678424426,4371.13808485261,4139.45621195649,4689.71208047247
"LOC100246179",2305.81916511473,2344.51951823913,10858.3719357322,6795.35799231981
"LOC100256467",39.7726462288009,59.6064284298083,31.7961110855995,240.702083451609
"LOC104879138",212.783657324085,148.022630600691,157.986926956573,215.836165739666
