"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC104879287",762.603285839118,0.0232034563595409,0.308535543041622,0.0752051323837616,0.940051500869593,0.962836450044619
"LOC100259472",272.391436465328,-0.110918958528018,0.445595551469999,-0.248922948539547,0.803420383540581,0.873047662146891
"LOC100257674",933.089914142404,0.822659466059388,0.263653325960327,3.12023170222847,0.00180708834856181,0.0068052598936691
"LOC104879282",864.73683336514,-2.36419154574734,0.383694047478625,-6.16165812652867,7.1987136415861e-10,1.02108336252315e-08
"LOC100254292",3053.57459184897,0.303577432266821,0.246764976243069,1.23022900935419,0.218611359604733,0.344914825033437
"AP1",163.248841954849,-0.189448615921946,0.466428670770788,-0.406168462176384,0.684618825129261,0.788801651025773
"TRNAI-AAU",12.4217181421269,2.61834870577194,1.30899507616542,2.00027391504188,0.0454706941213669,0.100343971600434
"LOC100266436",210.481721878218,0.0372532553789323,0.385727333318586,0.0965792469473857,0.923060537974256,0.951652578764094
"LOC100245772",1253.7699113852,-0.670422279116746,0.271181103382977,-2.47223081089813,0.0134272793665604,0.0369398203284444
"LOC100261225",10.6867518923277,-1.05053236985112,1.39542883673811,-0.752838369247688,0.451547046850618,0.592795101209122
"LOC100268093",66.3566001680345,-0.880575742102571,0.582927782508593,-1.51060863545235,0.130888192516695,0.23149902166448
"LOC100256140",2159.55869006822,-0.62136589249121,0.242804948672823,-2.55911543766966,0.0104938888505547,0.0301598372920617
"LOC100257818",24.6024996502408,-0.807916255739404,0.877477047274208,-0.920726369138785,0.357193305451824,0.500596787865709
"LOC100250986",3061.42214263821,0.0754883348528289,0.370497627963685,0.203748497035528,0.838550041876791,0.896319785090349
"LOC100252672",380.960682211551,-0.107828193569561,0.32739756611708,-0.32934940490975,0.741891605389626,0.830500259779596
"LOC100247573",1565.72799398191,0.438528046501568,0.262642166314509,1.66967875971766,0.0949829383485888,0.180447006356884
"LOC100245849",1816.06921030284,-0.772406598383096,0.249170505689597,-3.09991183043678,0.00193578257318883,0.00721746558212248
"LOC100242441",394.684654575666,-1.37967268173139,0.40505191704292,-3.4061625773893,0.000658829336423884,0.00281239951654386
"LOC100259261",866.748177945795,-0.202551162731251,0.279265238338591,-0.725300305674533,0.468267818263976,0.608567132370129
"LOC100267868",1896.97713943199,0.933505076630274,0.241090386176185,3.87201286387291,0.000107940253943525,0.000577901428118895
"LOC100249034",110.098415136732,-0.752995085112036,0.490455842613767,-1.5352963910046,0.124711040249411,0.223164452570949
"LOC100257592",5792.0126421079,-0.651372663082125,0.308442668884994,-2.11181113636712,0.0347026517279783,0.0805122741810382
"LOC100262720",264.904147518519,1.23984156081814,0.452755872387759,2.7384328651099,0.00617327629695568,0.0193466412227464
"LOC100266204",2260.24624599107,0.910593734526665,0.240937719061881,3.77937393145485,0.000157223169789532,0.000806713644023116
"LOC100250757",1256.53583650176,-1.94776987317918,0.260232259571444,-7.48473642886095,7.16908651403189e-14,1.63021956018064e-12
"LOC100245623",1609.15530424837,-0.133034813216248,0.326832153292084,-0.407043223490183,0.683976242425723,0.788241390111235
"LOC100854554",1127.60962481497,-1.11563791188894,0.330567752334737,-3.37491453418974,0.000738386181237143,0.00311443941354102
"LOC100854459",39.0175960654136,0.128412932948015,0.720947980581733,0.178116780137727,0.858631264105091,0.909398897132939
"LOC100262794",456.238384877793,0.0909206165212517,0.311831287360532,0.291569897590589,0.770615494042006,0.850081140413645
"LOC100257668",454.760084079777,0.306614508917016,0.30222043533846,1.01453930001006,0.310325486643851,0.450793306849584
"LOC100252537",481.602143510142,-0.752348289756486,0.303756289452253,-2.47681551257146,0.0132560402345936,0.0365665114239268
"LOC100854391",321.31576980515,-0.172601165094432,0.365345671200951,-0.472432489830969,0.636618118398257,0.750209596172753
"LOC100247428",388.203112413784,-0.226269621599891,0.387222802457636,-0.584339610590586,0.558991847477998,0.686236492004334
"LOC100242289",560.598399825346,-0.277348725020893,0.318565584320899,-0.870617350622257,0.383963119575025,0.528384807384066
"LOC100264579",216.187266939085,0.646980087023031,0.366775307647045,1.76396849388136,0.0777372837714286,0.154023675213135
"LOC100259407",95.1718772469757,0.370687267882127,0.496314561941929,0.746879693458398,0.45513618459036,0.596019904318478
"LOC100252466",298.744901228076,-0.902909264654672,0.508830736352823,-1.77447862353306,0.0759840149000237,0.151263085327031
"LOC100247350",1204.01415061846,0.161240424588435,0.266464235936266,0.60511094114334,0.545105284934772,0.674691556034262
"LOC100254284",240.817629790075,-1.33575561279869,0.385493576683663,-3.46505284028328,0.000530127308354677,0.00232969123671437
"LOC100242217",7532.92729186757,0.331686586869451,0.304219216602235,1.09028808427684,0.275586262422354,0.412173729279169
"LOC100249185",2629.77605347339,0.188895877704634,0.255020382980029,0.740708940584672,0.45886993723048,0.599802837508475
"LOC100264496",300.199465435468,-1.09639940070412,0.329177564515991,-3.33072335083413,0.000866206421410383,0.0035890270172242
"LOC100259322",66.605575145372,-2.08947960768534,0.578078765500384,-3.61452406209159,0.000300899870754335,0.00142535237038867
"LOC100853084",290.489063546707,-1.62660455769474,0.388830617402369,-4.18332426741873,2.87277171399192e-05,0.000176765727489985
"LOC100254211",2055.25290650414,0.291922971794066,0.257178974637838,1.13509656924776,0.256334858868744,0.389445171993264
"LOC100244013",138.669194486116,-1.00050971234622,0.44169100407631,-2.26518018957289,0.0235016243084246,0.058637773664142
"LOC100243945",2055.44413919986,-0.163440822604604,0.258735903299864,-0.631689767520138,0.527589615652134,0.660305444756984
"LOC100261141",1828.92688858749,0.504980535813277,0.241447477007155,2.09147157830236,0.0364858116173898,0.0839994087801339
"LOC100256055",82.0033510957053,-0.0355053975486324,0.533925098136569,-0.0664988360212854,0.946980684380671,0.967510910949151
"LOC100249104",30.5749610604588,-4.89530197072695,1.11584538452118,-4.38707910489549,1.14883016070595e-05,7.78364270790693e-05
"LOC100266271",4715.88816847421,-1.19649740783255,0.360816400516336,-3.31608376481873,0.000912884621632585,0.0037584982278688
"LOC100261061",4193.66823422911,-2.48476209829863,0.361944205867896,-6.86504178825154,6.64717920111513e-12,1.20895946335881e-10
"LOC100250913",1114.06380431228,0.829464992661161,0.310287036825612,2.6732183243844,0.00751273386319874,0.0228107544815172
"LOC100245765",22.3699053285945,-2.3221371490462,1.04201577848461,-2.22850478562164,0.0258468725684899,0.0634145991614695
"LOC100262937",1063.64665797276,-0.250476355364403,0.280097576598208,-0.894246777878069,0.371189869103924,0.515236367753502
"LOC109122923",172.444276901038,-0.325778273799832,0.48419627887304,-0.672822753942009,0.501060060060955,0.637023725901637
"LOC100257811",194.846398106281,-0.970281673438671,0.413249985549562,-2.34792911643624,0.0188781135538647,0.0489234935605102
"LOC100252667",42.0000229628513,-0.257235859242975,0.691112050203105,-0.372205721441809,0.709739686550285,0.806504195927845
"LOC100264718",1083.9665406502,0.295658103116187,0.259320274556043,1.14012721767457,0.254233304103573,0.386959678791632
"LOC109122935",1698.38760344016,0.551275310849176,0.270925234949458,2.03478760829355,0.041872248461013,0.0939706504251675
"LOC100245694",1311.3524551756,0.442108292141563,0.260789652138101,1.69526777046907,0.0900246358669771,0.172965984514853
"LOC100259545",2417.64323876917,0.702163262127686,0.243084649261886,2.88855451901125,0.00387016932300546,0.0130384692241557
"LOC100249028",202.025435229571,0.720429611035552,0.378081592724051,1.90548713531624,0.0567167781448573,0.119438026224866
"LOC100262861",3788.9948697538,-3.87825250320312,0.282888630181149,-13.7094675764086,8.9109314580383e-43,1.59056183635958e-40
"MIR398A",29.3267779072583,1.4257374343087,0.943536515204995,1.51105697695117,0.130773934866217,0.23135779898707
"LOC100252601",591.108365760797,0.688076221822368,0.379619543582022,1.81254161819437,0.0699025493630017,0.141531260856429
"LOC100247494",2406.92409684547,0.662897122152127,0.239362027027516,2.76943310676394,0.00561539338934736,0.0178816679291342
"LOC100266199",550.396630955526,0.468749888273903,0.301787791414699,1.55324337699856,0.120365001996642,0.217132822669911
"LOC100260996",27.5802225568231,-0.552982478483634,0.895853351935337,-0.6172689729731,0.537057328384217,0.66821579874836
"LOC100255915",58.4016735458065,0.407417305586932,0.621734017294552,0.655291964495993,0.512279793392364,0.647086888321893
"LOC104879181",816.087474666934,0.395733295241409,0.274861621118571,1.43975464319442,0.149936827662645,0.257293331117539
"LOC100267935",158.057866736196,0.0719953503340253,0.471889067810236,0.152568379403477,0.878738662591109,0.922364634911671
"LOC100262788",233.095607341335,0.458651875491849,0.363463749503466,1.26189166352469,0.206987772154895,0.330090888268451
"LOC100242357",3256.522524791,-0.492624781564339,0.280172644931671,-1.75829007747876,0.0786981651451508,0.155438894533656
"LOC100244008",11.1841176665843,-6.93490167344042,1.97087129410979,-3.51869840215659,0.000433669411745759,0.0019546619072429
"LOC109123387",12.6774566854347,2.03511179924599,1.71818707931871,1.18445297589652,0.236233800288326,0.366103400062662
"LOC109123391",33.5454892207772,0.584667107802132,0.752226619331237,0.777248627975871,0.437012097384243,0.579293769994755
"LOC100261136",68.0816856294005,0.642144416855636,0.638047301338995,1.00642133507664,0.314212934903244,0.454900581179905
"LOC100256051",184.892191592049,0.565138144630874,0.416208466552945,1.35782472017297,0.174519308969064,0.289625782442496
"LOC109123055",572.316045575358,0.0685630889303057,0.294048610313854,0.233169232995608,0.815629995944613,0.880546861756829
"LOC100252664",865.326444490631,0.384668213056111,0.317318864991054,1.21224501753766,0.22541860379119,0.353223526916431
"LOC100247562",1378.84285044531,0.816789180585064,0.275566904868952,2.96403220471447,0.00303636508165334,0.0106030962079203
"LOC100853109",353.102818291368,0.889715322815744,0.326916976559305,2.72153294753827,0.00649799072866365,0.0202228781047903
"LOC100264713",440.580512351451,0.0729929664254212,0.317195182622544,0.230120034679976,0.817998497194951,0.882249797792799
"LOC100264641",1367.65995522742,-0.845519493701262,0.35205903309474,-2.40164124257459,0.016321706755802,0.0434541744013366
"LOC100259539",156.068938956682,0.21115740756828,0.465905697173811,0.453219200471605,0.650390907938208,0.761412720575995
"LOC100259464",2157.45094530674,0.617720867743783,0.243904582674736,2.5326332985205,0.0113209316543098,0.0321383802206093
"LOC104877428",82.7645207445622,-0.753769828235092,0.595596231619733,-1.26557185592864,0.205666407491459,0.328603567736274
"LOC100249022",71.8309656966386,-0.896852876285636,0.637287900440027,-1.40729625600359,0.159339559077995,0.270005789011438
"LOC100254353",905.264601270133,0.340832391181629,0.300688628389396,1.13350608903056,0.257001785604163,0.390135170891545
"LOC100243868",676.12711123687,0.414971814320288,0.298384275312754,1.39072950102793,0.164307468199131,0.276588351992695
"LOC100249255",1215.89472410191,-0.655914462450725,0.2751435282136,-2.38389929325004,0.017130289468033,0.0451893720337725
"LOC100266192",536.273041252331,0.0718533641893065,0.287685204813856,0.249763849468028,0.802769977786358,0.872547849973101
"LOC100260989",193.842447835509,-0.853062780930447,0.381938782906057,-2.2335065699266,0.0255155575583624,0.0627161584148391
"LOC100244086",1041.70604710317,0.131931296420263,0.260257905742994,0.506925221132554,0.612207288405064,0.730188694171258
"LOC100266425",2403.29421993661,0.476081587469126,0.279887878618309,1.70097251020425,0.0889481493016172,0.171256602845897
"LOC100261218",498.461531515001,0.709846405130248,0.304179788517212,2.33364093186646,0.0196145314159946,0.0505139298596285
"LOC100256132",614.735698065059,-0.100542675214074,0.369889258042639,-0.271818315963326,0.785761721189156,0.860787199456076
"LOC100250979",12.9220144525413,-0.678545368534064,1.15684775852788,-0.586546815284951,0.55750811106913,0.684873536772297
"LOC109121469",2297.56789657763,-1.09014417957795,0.29032070210713,-3.75496535956874,0.000173365453907702,0.0008799147471863
