ID,CO_A,CO_B,AF_A,AF_B
LOC104879287,766.5832867,923.1107129,729.9805755,601.280061
LOC100259472,381.5728467,192.2188143,312.7211768,375.9039939
LOC100257674,1263.888438,1355.890798,879.1932513,818.3396681
LOC104879282,332.3006773,285.4506942,784.4834092,997.1435589
LOC100254292,3541.866875,3873.151557,3306.803072,3197.678886
AP1,129.4826777,206.0309446,310.9341986,336.8166317
LOC100232936,6.875186428,2.302021728,46.46143198,29.10761014
TRNAI-AAU,12.60450845,34.53032592,3.573956306,6.653168033
LOC100266436,264.6946775,203.7289229,142.9582522,189.6152889
LOC100245772,1171.073422,953.0369953,1417.073675,2029.21625
LOC100268093,49.2721694,54.0975106,75.05308243,155.5178028
LOC100256140,1949.115352,1787.519872,2468.710318,3663.400648
LOC100257818,14.89623726,24.17122814,33.05909583,15.80127408
LOC100250986,3049.145181,3859.339427,1756.599524,1950.20988
LOC100252672,371.2600671,435.0821066,552.1762493,446.5939042
LOC100247573,1900.989047,2059.158436,1246.417262,1184.26391
LOC100245849,1375.037286,1572.28084,1817.356782,2339.42021
LOC100242441,215.4225081,265.8835096,682.6256545,766.7776158
LOC100259261,798.66749,973.7551909,788.0573655,800.875102
LOC100267868,2682.468571,2788.899323,1904.918711,1431.262773
LOC100249034,105.4195252,74.81570615,86.66844042,153.0228648
LOC100257592,4905.445516,4995.387149,4695.285097,5834.828365
LOC100262720,404.4901348,414.363911,321.6560675,269.4533053
LOC100266204,3100.709079,3383.97194,2041.62254,1521.912188
LOC100250757,603.8705412,531.7670191,1635.978499,2655.445691
LOC100245623,1595.043251,1778.311785,2447.266581,2263.740423
LOC100854554,789.5005748,774.6303114,2344.515337,2447.53419
LOC100854459,53.85562702,35.68133678,39.31351937,43.24559221
LOC100262794,536.2645414,497.2366932,531.6260005,512.2939385
LOC100257668,550.0149142,554.7872364,463.7208307,452.4154262
LOC100252537,411.3653213,376.3805525,575.4069653,713.5522715
LOC100854391,273.8615927,390.1926829,362.7565651,545.5597787
LOC100247428,454.9081686,330.3401179,640.6316679,553.8762387
LOC100242289,554.5983718,559.3912799,597.7441922,597.121831
LOC100264579,264.6946775,315.3769767,119.7275363,128.0734846
LOC100259407,98.5443388,138.1213037,132.2363833,73.18484836
LOC100252466,171.8796607,286.6017051,452.9989618,542.2331947
LOC100247350,1525.145523,1266.11195,1324.150811,1439.579233
LOC100254284,179.9007115,119.7051298,278.7685919,409.169834
LOC100242217,8608.879272,9845.74693,5717.436601,6021.948716
LOC100249185,2928.829418,3229.736484,2522.319663,2385.16074
LOC100264496,202.8179996,217.5410533,480.6971232,676.1282013
LOC100259322,29.79247452,25.32223901,152.7866321,118.0937326
LOC100853084,151.2541014,161.1415209,314.5081549,286.0862254
LOC100254211,2263.082199,2711.781595,1472.469998,1900.311119
LOC100244013,83.64810154,119.7051298,150.1061649,220.3861911
LOC100243945,2318.083691,1939.453306,2824.318971,2809.300202
LOC100261141,2341.000979,2374.535412,2587.544366,1445.400755
LOC100256055,69.89772868,108.1950212,92.92286396,81.5013084
LOC100249104,3.437593214,1.151010864,87.5619295,154.6861568
LOC100266271,2774.137724,3527.848298,3468.524595,4156.566729
LOC100261061,1719.942471,1068.138082,10306.3965,11231.37929
LOC100250913,1714.213149,1415.743363,1326.831279,1185.927202
LOC100245765,12.60450845,3.453032592,68.79865889,72.35320236
LOC100262937,1127.530574,1005.983495,1361.677353,1404.650101
LOC109122923,167.2962031,169.198597,145.6387195,163.8342628
LOC100257811,138.649593,150.7824232,334.1649146,281.0963494
LOC100252667,44.68871178,39.13436937,67.01168074,48.23546824
LOC100247567,1.145864405,1.151010864,16.08280338,19.12785809
LOC100264718,1322.327523,1301.793287,1266.074021,1168.462636
LOC109122935,2007.554437,2430.934945,1595.771491,1268.260156
LOC100245694,1716.504878,1601.056112,1538.58819,1693.231264
LOC100259545,3459.364638,3116.937419,2368.639542,1971.00103
LOC100249028,256.6736266,295.809792,195.6741078,195.436811
LOC100262861,492.721694,567.4483559,6417.038548,7398.322853
MIR398A,61.87667785,32.22830419,25.01769414,33.26584016
LOC100252601,673.7682699,931.1677889,385.093792,360.9343658
LOC100247494,3318.423316,3161.826843,2307.882285,1931.913668
LOC100266199,622.2043717,783.8383983,680.8386763,446.5939042
LOC100260996,13.75037286,35.68133678,25.91118322,53.22534426
LOC100255915,81.35637273,64.45660838,54.50283367,86.49118443
LOC104879181,1082.841862,953.0369953,926.5481723,768.4409078
LOC100267935,170.7337963,185.3127491,227.8397145,182.1304749
LOC100262788,294.487152,298.1118138,176.0173481,224.5444211
LOC100242357,3050.291045,2893.641312,2877.034826,3080.416799
LOC100244008,0.0,0.0,96.49682026,57.38357428
LOC109123387,40.10525416,4.604043456,22.33722691,10.81139805
LOC109123391,42.39698297,46.04043456,23.23071599,16.63292008
LOC100261136,89.37742356,92.08086911,67.90516981,37.42407019
LOC100256051,260.1112199,224.4471185,211.7569111,183.7937669
LOC109123055,692.1021004,593.9216058,931.0156177,744.3231737
LOC100252664,1177.948608,972.60418,1210.677699,1215.034812
LOC100247562,1655.774065,2213.393891,1262.500065,1046.210673
LOC100853109,457.1998974,551.3342038,298.4253516,294.4026855
LOC100264713,508.7637957,483.4245628,501.2473719,492.3344344
LOC100264641,1073.674947,1075.044147,953.3528446,1249.963944
LOC100259539,184.4841691,184.1617382,167.0824573,197.931749
LOC100259464,2824.555757,2915.510518,2549.124335,1711.527476
LOC104877428,69.89772868,64.45660838,98.28379842,138.8848827
LOC100249022,68.75186428,41.4363911,155.4670993,143.0431127
LOC100254353,938.4629474,1287.981157,1612.747783,1096.941079
LOC100243868,745.9577274,953.0369953,650.4600477,534.7483806
LOC100249255,965.9636931,1109.574473,1107.032966,1647.490734
LOC100266192,623.3502361,583.562508,612.9335065,586.3104329
LOC100260989,143.2330506,161.1415209,160.8280338,330.1634636
LOC100244086,1220.345591,1171.729059,995.3468312,982.1739309
LOC100266425,3030.81135,3113.484387,2778.751028,2897.454678
LOC100261218,639.3923378,720.5328008,411.8984643,431.6242761
LOC100256132,594.703626,710.173703,411.8984643,501.4825405
LOC100250979,9.166915237,12.6611195,23.23071599,27.44431814
LOC109121469,1926.198064,1294.887222,2223.000822,2913.255952
LOC100247417,4186.988535,4285.213446,3108.448497,1700.716078
LOC100242282,99.6902032,56.39953233,122.4080035,128.0734846
LOC100264569,0.0,0.0,24.12420507,22.45444211
LOC100259396,4.583457619,1.151010864,22.33722691,26.61267213
LOC100245839,4606.374907,4976.970976,4820.373568,2828.42806
LOC100254274,13.75037286,25.32223901,8.041401689,10.81139805
LOC100855161,142.0871862,119.7051298,478.910145,586.3104329
LOC100266338,2983.83091,3810.99697,3950.115207,3182.709258
LOC100855130,159.2751522,135.8192819,150.9996539,138.0532367
LOC100261132,249.7984402,308.4709115,198.354575,193.773519
LOC100855064,73.3353219,122.0071516,88.45541857,74.01649437
LOC100268160,3844.375078,4243.777055,1663.67666,1709.864184
LOC100256047,1670.670302,2128.219087,1259.819598,1252.458882
LOC100250903,438.866067,628.4519317,343.0998054,333.4900477
LOC100854962,347.1969146,444.2901935,229.6266927,234.5241732
LOC100245755,2044.222098,2243.320174,2131.864937,1982.644074
LOC100262925,2390.273148,2838.39279,1329.511746,1281.566492
LOC104879122,6.875186428,5.75505432,110.7926455,197.931749
LOC100247555,1637.440234,1239.6387,1455.493706,1388.848827
LOC100242423,11675.21242,11429.53788,10329.62721,7710.190104
LOC100264706,4397.827585,5010.350291,3164.738309,2636.317833
LOC100257583,1161.906506,1030.154723,1220.506079,1146.83984
LOC100252459,1856.300336,2723.291704,1678.865975,1501.952683
LOC100247342,6456.94592,6274.160219,6312.500326,6365.418516
LOC104879102,12.60450845,8.057076047,18.76327061,27.44431814
LOC100260982,96.25260999,71.36267356,147.4256976,145.5380507
LOC100255903,1788.694336,1718.45922,1884.368462,1664.9553
LOC100250738,2010.99203,2161.598402,1568.073329,1308.179164
LOC100242206,194.7969488,336.0951723,374.3719231,388.3786839
LOC100245605,459.4916263,743.5530181,517.3301753,450.7521342
LOC100264488,1111.488472,818.3687242,1696.735756,2055.828922
LOC100267922,1584.730472,1611.415209,1605.59987,1318.990563
LOC100262776,375.8435247,494.9346715,247.4964742,234.5241732
LOC100259316,5162.119143,5992.162557,3676.70755,3248.409292
LOC104879053,515.6389821,544.4281386,496.7799265,602.943353
LOC100257653,611.8915921,686.0024749,550.3892711,589.6370169
LOC100254202,3047.999316,3627.986243,2424.929354,2091.5897
LOC100249093,697.8314224,491.4816389,1194.594895,1729.823689
LOC100252517,147.8165082,108.1950212,285.9165045,390.0419759
LOC100243937,1841.404098,2314.682847,1634.191521,1508.605851
LOC100249170,114.5864405,120.8561407,338.63236,300.2242075
LOC104879035,414.8029145,561.6933016,383.3068138,362.5976578
LOC100244000,52.70976261,51.79548888,88.45541857,79.8380164
LOC100261052,46510.63618,58318.26744,33520.13619,35660.14901
LOC100255965,2365.064131,2325.041945,2584.863898,1691.567972
LOC100250897,51.56389821,20.71819555,125.9819598,167.1608468
MIR167A,24.0631525,16.11415209,20.55024876,16.63292008
LOC100250825,3680.516468,3328.723418,3535.536276,2831.754644
LOC100245750,65.31427106,80.57076047,29.48513952,35.76077818
LOC100245685,120.3157625,69.06065183,357.3956306,541.4015487
LOC100268002,1487.331997,1613.717231,1190.12745,957.2245507
LOC100854972,76.77291511,57.5505432,62.54423536,72.35320236
LOC100854077,10.31277964,0.0,31.27211768,70.68991035
LOC100268073,609.5998633,554.7872364,570.0460308,533.9167346
LOC104879015,1918.177013,2184.61862,867.5778933,932.2751706
LOC100262851,6467.2587,7694.507625,5259.970193,6321.341277
LOC100257798,3924.585586,4251.834131,1175.831625,326.0052336
LOC104879009,1584.730472,2340.005086,513.756219,276.9381194
LOC100252595,736.7908122,924.2617237,1049.849665,1296.53612
LOC100247487,132.9202709,79.41974961,347.5672508,509.7990005
LOC100242416,460.6374907,448.8942369,365.4370323,298.5609155
LOC100242352,10238.29846,8578.483969,8829.459054,7627.85715
LOC100254406,679.4975919,570.9013885,360.9695869,299.3925615
LOC100249303,428.5532873,378.6825742,567.3655636,443.2673202
LOC104878994,183.3383047,174.9536513,133.1298724,114.7671486
LOC104878992,884.6073204,1017.493604,884.5541857,1036.230921
LOC100259458,4094.173518,4296.723555,4035.890159,4895.900026
LOC100266180,496.1592872,557.0892581,717.4717284,849.9422162
LOC100853809,281.8826435,247.4673357,250.1769414,284.4229334
LOC100255898,3284.047384,2880.980192,1793.232577,1645.827442
LOC100250730,376.9893891,420.1189653,311.8276877,294.4026855
LOC100254346,1050.757659,1095.762342,641.5251569,671.9699713
LOC100245596,1468.998167,1713.855176,1391.162492,1305.684226
LOC100267914,18.33383047,8.057076047,29.48513952,39.9190082
LOC100262769,33112.0437,26045.07383,24111.69622,22313.89394
LOC100257645,1707.337963,1521.636362,1172.257668,1273.250032
GS,26432.80009,33602.61116,23194.97643,25094.08653
LOC100252512,3217.587248,2562.150183,2532.148043,2036.701064
LOC100247403,486.992372,521.4079213,412.7919533,414.9913561
LOC100244078,41.25111857,48.34245628,10.72186892,9.148106045
LOC100254261,1459.831252,1282.226102,1235.695393,1031.241045
LOC100249161,6083.394124,5131.206431,6530.51166,6003.652504
LOC100256033,466.3668127,456.951313,340.4193382,322.6786496
LOC104878977,1110.342608,1078.497179,552.1762493,817.508022
LOC100266416,410.2194569,270.487553,1207.997231,2255.423963
LOC100261208,2273.394979,2786.597302,2232.829202,1908.627579
LOC100268066,3586.555587,3251.605691,2013.924378,2061.650444
LOC104878974,14.89623726,6.906065183,12.50884707,9.148106045
LOC104878973,0.0,0.0,179.5913044,131.4000687
LOC100260974,421.6781009,477.6695085,436.9161584,569.6775128
LOC100247397,378.1352535,280.8466508,1128.476704,1338.950067
LOC104879359,4.583457619,11.51010864,16.97629245,11.64304406
LOC100264548,14.89623726,12.6611195,178.6978153,172.1507229
LOC100256123,352.9262366,412.0618893,1081.121783,976.3524088
LOC100259373,1595.043251,1604.509144,1929.936405,1687.409742
LOC100254256,12.60450845,13.81213037,25.01769414,19.12785809
LOC100250970,295.6330164,254.3734009,166.1889682,152.1912188
LOC100245828,77.91877952,50.64447801,67.90516981,83.16460041
LOC100249158,531.6810838,509.8978127,586.1288342,344.3014457
LOC104879344,1.145864405,0.0,48.24841013,33.26584016
LOC100247541,10.31277964,21.86920641,321.6560675,332.6584016
LOC104878924,16.04210166,3.453032592,136.7038287,145.5380507
LOC109122425,1.145864405,9.208086911,89.34890765,90.64941445
LOC100263000,0.0,0.0,140.277785,157.1810948
LOC100257577,2745.491114,3561.227613,2147.054251,1970.169384
LOC100255890,27.50074571,20.71819555,447.6380273,565.5192828
LOC100247335,7336.969783,6404.224447,5374.336795,6215.722235
LOC100250719,634.8088802,673.3413554,318.0821112,418.3179401
LOC100267904,1425.455319,1165.974005,647.7795805,661.9902193
LOC100262757,364.3848807,366.0214547,183.1652607,211.238085
LOC100247391,126.0450845,96.68491257,293.9579062,339.3115697
LOC100242259,4073.547958,3958.326361,2892.224141,2721.145725
LOC100242198,7429.7848,8072.039189,5104.503094,4473.423856
LOC100264541,26.35488131,39.13436937,9.828379842,20.7911501
LOC100264480,269.2781351,203.7289229,282.3425482,338.4799237
LOC100259365,1592.751522,1789.821893,1279.476358,1284.06143
LOC100259307,602.7246768,500.6897258,409.217997,413.328064
LOC100254250,729.9156258,689.4555075,1272.328445,1217.52975
LOC100249149,146.6706438,93.23187998,285.0230154,284.4229334
LOC104878841,44.68871178,51.79548888,23.23071599,44.07723822
LOC100254193,3297.797757,3286.136016,1915.64058,1615.05654
LOC100261106,27.50074571,8.057076047,79.52052781,75.67978637
LOC100256020,88.23155916,80.57076047,3622.204716,4942.472202
LOC100250878,135.2119997,96.68491257,267.1532339,380.8938699
LOC100249082,1028.986235,1213.165451,744.2764007,623.7345031
LAR1,404.4901348,241.7122814,5776.40688,8230.800503
LOC100245730,1537.750031,1632.133405,1244.630284,1108.584123
LOC100266255,2785.596368,2732.499791,2205.131041,2323.618936
LOC100261046,41.25111857,25.32223901,25.91118322,49.06711424
LOC100255959,2517.464097,3386.273962,1191.020939,827.4877741
LOC100245676,150.108237,156.5374775,5370.762839,5703.428296
LOC100267996,564.9111515,481.1225411,899.7435,1099.436017
LOC100262843,7608.539647,9602.883638,8124.496173,8709.828601
LOC100262904,440.0119314,383.2866177,704.0693923,698.5826435
LOC100257779,83.64810154,57.5505432,85.77495135,93.14435246
LOC100252639,5.729322023,1.151010864,45.5679429,65.70003433
LOC100257723,2123.286742,2183.467609,2036.261605,2524.877269
LOC100247534,1073.674947,954.1880062,586.1288342,412.496418
LOC100252587,1575.563556,1670.116764,1047.169198,765.1143238
LOC100259509,4948.988364,3782.221699,4419.196972,3859.669105
LOC100247480,19.47969488,12.6611195,62.54423536,49.06711424
LOC100242343,389.5938976,462.7063673,381.5198357,353.4495518
LOC100264625,8254.807171,9387.644606,7165.782394,6068.520892
LOC100259452,195.9428132,109.3460321,2614.349038,3090.396551
LOC100254337,757.4163715,772.3282897,689.7735671,729.3535456
LOC100249239,152.3999658,111.6480538,885.4476748,1257.448758
LOC100261259,33.23006773,51.79548888,9.828379842,19.12785809
LOC100244069,2834.868537,2569.056248,2655.449535,2213.010017
LOC100250710,2462.462606,2678.40228,2438.33169,2346.073378
LOC100245583,3.437593214,6.906065183,94.70984211,105.6190425
LOC109122160,33.23006773,34.53032592,15.1893143,40.7506542
LOC100262750,381.5728467,429.3270522,251.9639196,322.6786496
LOC100257629,25.2090169,10.35909778,70.58563704,143.8747587
LOC100252495,476.6795923,364.8704439,2152.415185,2252.929025
LOC104878794,1330.348574,1574.582862,786.2703873,587.9737249
LOC100247382,916.6915237,867.8621914,1921.001515,1578.464116
LOC100266408,954.5050491,1058.929995,354.7151634,498.1559565
LOC100242253,4141.153958,3383.97194,4477.273762,5285.942002
LOC100261197,1938.802573,1864.6376,1870.966126,2122.360603
LOC100256114,621.0585073,770.026268,359.1826088,535.5800267
LOC100250961,8555.023645,6237.327871,3359.518928,3859.669105
LOC100245820,9889.955676,9759.421115,6827.150034,6375.398268
LOC100268142,3964.69084,5412.053082,10449.35475,11586.49213
LOC100249140,53.85562702,107.0440103,185.8457279,190.4469349
LOC100243974,2980.393316,4141.337088,3411.341294,3628.471516
LOC100262991,639.3923378,514.5018562,2191.728705,2740.273584
LOC100256010,7535.204325,8084.700308,4491.569588,4542.450475
LOC100252441,319.6961689,263.5814878,784.4834092,615.418043
LOC100247323,73.3353219,41.4363911,1266.96751,1513.595727
LOC100242187,2638.925724,2992.628246,2862.739001,2814.290078
LOC100264474,407.927728,613.4887905,619.18793,351.7862597
LOC100254184,4.583457619,2.302021728,61.65074628,10.81139805
LOC100249076,120.3157625,128.9132168,281.4490591,278.6014114
LOC100243921,1426.601184,1616.019253,1760.173481,2040.859294
LOC104878581,61.87667785,42.58740196,76.84006058,85.65953842
LOC100266248,7465.306596,10062.13697,5196.532469,4856.812664
LOC100268043,1509.103421,1628.680372,1817.356782,2148.141629
LOC100852814,935.0253542,1331.71957,669.2233183,687.7712454
LOC100261039,863.9817611,918.5066694,978.3705388,978.0157008
LOC100255956,697.8314224,728.5898769,575.4069653,736.0067136
LOC100257772,241.7773894,138.1213037,360.0760978,380.0622239
LOC100247527,72.18945749,13.81213037,147.4256976,90.64941445
LOC104878345,6.875186428,28.7752716,13.40233615,9.979752049
LOC100244058,142.0871862,150.7824232,222.4787801,276.9381194
LOC100266396,18.33383047,39.13436937,8.934890765,27.44431814
LOC100249069,984.2975236,1066.987071,1246.417262,1042.052443
LOC100257853,3090.396299,3812.147981,3293.400736,1787.207263
LOC100268132,621.0585073,752.761105,465.5078089,452.4154262
LOC100252432,1315.452337,1343.229678,1585.943111,745.1548197
LOC100250950,330.0089485,288.9037268,159.0410556,197.931749
LOC100259502,40.10525416,6.906065183,93.81635303,179.6355369
LOC100245668,826.1682357,961.0940714,764.8266495,529.7585046
LOC100254383,0.0,0.0,39.31351937,59.8785123
LOC104877974,11.45864405,16.11415209,26.8046723,36.59242418
LOC100244117,308.2375248,361.4174113,531.6260005,599.616769
LOC100266460,0.0,0.0,20.55024876,43.24559221
LOC100245810,610.7457277,573.2034102,444.9575601,410.833126
LOC100252578,3151.127113,3380.518907,2863.63249,2460.00888
LOC100261252,185.6300336,214.0880207,185.8457279,242.8406332
LOC100852497,111.1488472,71.36267356,167.9759464,167.9924928
LOC100255880,3308.110536,3051.3298,1714.605538,1648.32238
LOC100247470,712.7276597,603.1296927,586.1288342,537.2433187
LOC100245576,81.35637273,116.2520973,897.0630328,1025.419523
LOC100267893,234.9022029,172.6516296,1996.948086,2731.957124
LOC100262743,29.79247452,6.906065183,21.44373784,14.96962807
LOC100257622,20.62555928,19.56718469,668.3298292,949.7397367
LOC100247375,20.62555928,3.453032592,50.92887736,33.26584016
LOC100242244,417.0946433,314.2259658,1278.582868,1209.21329
LOC100264527,965.9636931,829.8788329,872.9388278,947.2447987
LOC100256104,63.02254225,58.70155406,75.9465715,111.4405646
LOC100266298,1504.519963,1625.22734,1268.754489,941.4232767
LOC100259351,13.75037286,3.453032592,11.61535799,11.64304406
LOC100256001,3092.688028,2632.361846,2631.32533,2203.030265
LOC100249231,13248.48425,15233.62878,7375.752327,4654.722685
LOC100243915,66.46013547,41.4363911,2552.698292,3528.673995
LOC100264619,794.0840324,580.1094754,684.4126326,543.8964867
LOC100262836,3104.146672,2689.912389,2794.833831,2709.502681
LOC100252628,89.37742356,94.38289084,723.726152,987.1638069
LOC100247521,2149.641623,2092.537751,1430.476011,1107.752477
LOC100257715,1368.162099,1520.485351,969.435648,939.7599847
LOC100250808,12283.66642,10039.11675,10404.6803,10848.82212
LOC100254175,478.9713211,395.9477372,412.7919533,536.4116727
LOC100242178,4223.656195,4386.502402,3220.134632,2934.878749
LOC100259291,360.9472875,380.984596,1299.133117,1399.660225
LOC104882362,0.0,0.0,26.8046723,30.77090215
LOC100266454,1774.943963,1628.680372,1560.031928,1655.807194
LOC104882333,87.08569475,93.23187998,47.35492106,75.67978637
LOC100264466,1106.905015,985.2652995,801.4597016,902.3359145
LOC100256160,405.6359992,399.4007698,459.2533853,632.0509631
LOC100242335,1.145864405,0.0,33.95258491,36.59242418
LOC109122376,1566.396641,1598.75409,2533.041532,2855.040732
LOC100257616,2013.283759,1824.352219,1817.356782,1223.351272
LOC100262985,10936.12988,16237.31026,9321.771535,3107.861117
LOC100252483,4018.546467,4465.922152,1537.694701,982.1739309
LOC100254326,1047.320066,1084.252234,727.3001083,560.5294068
LOC104882088,91.66915237,74.81570615,65.22470259,54.88863627
LOC100267988,40093.79552,49661.51473,30201.71776,19477.98106
LOC100264518,2211.518301,2345.760141,1237.482371,1037.894213
LOC100261188,2481.9423,3261.964788,1864.711703,1240.815838
LOC100259342,174.1713895,241.7122814,49.14189921,30.77090215
LOC100254230,192.50522,170.3496079,176.9108371,202.089979
LOC100249124,154.6916946,163.4435427,174.2303699,213.7330231
LOC100259443,2732.886605,3282.682984,1646.700368,1282.398138
LOC100243961,2644.655046,3085.860126,1397.416916,1447.064047
LOC100266292,44.68871178,48.34245628,4.467445383,15.80127408
LOC100255994,694.3938292,743.5530181,452.9989618,502.3141865
LOC100250856,0.0,0.0,20.55024876,17.46456609
LOC100266239,688.6645072,748.1570615,452.1054727,668.6433873
LOC100261031,5744.21826,4822.73552,6945.090592,8600.051329
LOC100255949,376.9893891,389.041672,589.7027905,638.7041312
LOC100250797,9766.202321,10523.69233,6355.387801,5211.925508
LOC100245656,4136.570501,4308.233664,3170.099243,2783.519176
LOC100257758,737.9366766,677.9453988,468.1882761,508.1357085
LOC100262828,355.2179654,552.4852147,9193.109108,10788.11197
LOC100252620,96.25260999,96.68491257,111.6861346,113.1038566
LOC100259487,511.0555245,481.1225411,339.5258491,357.6077818
LOC100257705,1332.640303,1309.850363,992.666364,1033.735983
LOC100252568,1140.135083,1413.441341,766.6136276,564.6876368
LOC100254373,1372.745557,875.9192674,1066.825957,1478.666595
LOC100247460,2730.594876,2383.743499,8873.240019,10466.26496
LOC100249273,457.1998974,450.0452478,507.5017955,508.1357085
MIR319B,3610.618739,3973.289502,2277.503656,1792.197139
LOC100242324,2373.085182,2803.862464,9820.33844,12547.04326
LOC104881294,51.56389821,70.2116627,320.7625785,568.8458668
LOC100264613,5196.495075,4962.007834,4387.924855,3398.937219
LOC100259436,205.1097284,164.5945535,627.2293317,897.3460384
LOC100245565,437.7202026,539.8240952,410.1114861,423.3078161
LOC100267882,26.35488131,33.37931505,69.69214797,48.23546824
LOC100254317,414.8029145,608.884747,626.3358426,584.6471409
LOC100249220,8101.261341,5043.729606,7991.3663,9891.597573
LOC100244049,535.118677,570.9013885,439.5966256,316.0254816
LOC100854142,42.39698297,26.47324987,169.7629245,228.7026511
LOC100266384,106.5653896,69.06065183,109.8991564,105.6190425
LOC100854116,87.08569475,70.2116627,180.4847935,211.238085
MYBC2-L1,626.7878293,547.8811712,443.170582,604.606645
LOC100264511,135.2119997,77.11772788,478.910145,702.7408735
LOC100259334,4946.696635,5357.955571,3640.074498,3654.252542
LOC100250945,2393.710741,2155.843348,2062.172789,1548.52486
LOC104881043,682.9351852,896.637463,545.9218257,361.7660118
LOC100245798,1451.810201,1813.993122,1375.973178,1248.300652
LOC100261077,1620.252268,2862.564019,1748.558123,920.6321266
LOC100255988,1163.052371,1694.287992,1398.310405,1029.577753
LOC104880977,103.1277964,130.0642276,132.2363833,125.5785466
LOC100245710,1008.360676,909.2985825,1488.552801,1611.729956
LOC100268124,1147.010269,882.8253326,1647.593857,2157.289735
LOC100257750,163.8586099,232.5041945,279.6620809,365.0925958
LOC100252614,902.9411509,989.869343,978.3705388,1116.900584
LOC100262974,1276.492947,1170.578049,1300.920095,1241.647484
LOC100247506,194.7969488,173.8026404,151.893143,150.5279267
LOC100257846,631.371287,639.9620403,560.217651,892.3561624
LOC100252699,715.0193885,650.3211381,805.927147,1152.661362
LOC100247306,6817.893208,9533.822986,3422.956652,2833.417936
LOC100261233,1360.141048,1221.222527,880.9802294,726.8586076
LOC100242169,3341.340604,3415.049233,2580.396453,2380.170864
LOC100256148,3635.827756,2855.657953,1758.386503,2327.777166
LOC100264459,1176.802744,1281.075092,1274.115423,1251.627236
LOC100259280,1702.754505,1784.066839,1149.920441,1196.7386
LOC100254163,1135.551625,1144.104799,958.7137791,866.5751363
LOC100250994,49.2721694,19.56718469,97.39030934,135.5582987
LOC100249059,162.7127455,173.8026404,1177.618603,1229.172794
LOC100267876,49.2721694,40.28538024,54.50283367,59.04686629
LOC100257599,2140.474708,1985.49374,1442.984859,864.0801983
LOC100254219,30.93833893,13.81213037,83.98797319,38.25571619
LOC100262819,466.3668127,597.3746384,1614.534761,678.6231394
LOC100257695,594.703626,154.2354558,7625.929268,8405.446164
LOC100266279,6.875186428,10.35909778,868.4713824,1321.485501
LOC100252560,11432.28917,14636.25415,7243.515943,6878.5441
LOC100247453,6112.040734,7596.671702,9549.61125,10513.66878
LOC100232937,5344.311583,4915.9674,3679.388017,3917.052679
LOC100261070,57.29322023,73.66469529,169.7629245,130.5684226
LOC100264607,3837.499891,3573.888732,2961.0228,3201.00547
LOC100259429,63.02254225,59.85256492,48.24841013,59.8785123
LOC100255981,838.7727442,866.7111805,866.6844042,772.5991378
LOC100250842,152.3999658,108.1950212,49.14189921,61.5418043
LOC100254309,4479.183958,3870.849535,3018.2061,2623.011497
LOC100268019,1024.402778,795.348507,675.4777418,650.3471752
LOC100249212,988.8809812,1221.222527,733.5545318,683.6130154
LOC100244042,3697.704434,5261.270659,4520.161238,5645.213076
LOC100266376,10907.48327,11762.18002,7658.988364,6509.293274
LOC100252606,2637.779859,2453.955162,1347.381527,1165.967698
LOC100261170,1164.198235,1177.484114,1322.363833,1234.16267
LOC100247498,4.583457619,18.41617382,22.33722691,24.11773412
LOC100264648,38.95938976,32.22830419,36.63305214,9.979752049
LOC100266435,19.47969488,13.81213037,8.934890765,13.30633607
LOC100256086,37.81352535,49.49346715,25.01769414,26.61267213
LOC100852986,80.21050832,43.73841283,216.2243565,182.9621209
LOC100250939,129.4826777,154.2354558,2559.846204,2521.550684
LOC100245790,286.4661012,245.165314,456.5729181,566.3509288
LOC100268116,36.66766095,43.73841283,27.69816137,39.08736219
LOC100256139,1898.697318,1499.767156,2264.10132,2848.387564
LOC100262719,859.3983035,763.1202028,1338.446637,1447.064047
LOC100262965,9800.578253,10010.34148,7063.924639,6958.382116
LOC100257839,938.4629474,835.6338872,1307.174519,1468.686843
LOC100247349,326.5713553,351.0583135,3899.18633,4562.409979
LOC100252692,5354.624363,7617.389897,3397.045469,4102.509738
LOC100247591,451.4705754,384.4376285,886.3411639,822.4978981
LOC100242160,1200.865896,1549.260623,916.7197925,539.7382567
LOC100264453,5022.323686,5706.711863,4422.770929,3843.036185
LOC100259272,1823.070268,1938.302295,1350.955484,980.5106389
LOC100264495,588.974304,643.4150729,538.7739131,558.8661148
LOC100254156,147.8165082,109.3460321,3824.133247,4672.187251
LOC109122513,624.4961005,1027.852701,673.6907637,1008.786603
LOC100249103,937.317083,911.6006042,951.5658665,913.1473125
LOC100249051,3946.35701,4646.630858,2221.213844,1496.962807
LOC100243898,3041.12413,2685.308345,2533.041532,2608.873515
LOC100243944,3460.510502,3252.756701,3124.531301,3210.153576
LOC100266270,500.7427448,607.7337361,249.2834523,225.3760671
LOC104879668,5606.714532,4595.98638,3721.382004,4020.176784
LOC100261060,270.4239995,254.3734009,190.3131733,202.921625
LOC100266222,1595.043251,1301.793287,2969.95769,3147.780126
LOC100261017,73.3353219,109.3460321,24.12420507,39.08736219
LOC100255972,27168.44503,31023.19581,12322.10785,6951.728948
LOC100250832,2543.818978,2479.277401,2435.651223,2057.492214
