ID,A1_A,A1_B,F1_A,F1_B
LOC100247397,650.1595757,973.5910251,416.9596353,420.2234017
LOC104879359,12.74822697,12.1520172,6.064867422,11.90175212
LOC100264548,155.9206222,130.0980665,31.84055397,18.31038787
LOC100256123,213.77796,817.7592751,198.6244081,209.6539411
LOC100259373,771.7580483,1381.041014,1191.746448,1169.118266
LOC100254256,5.883797065,15.72613991,4.548650567,17.39486848
LOC100250970,206.9135301,122.2349965,87.94057762,138.2434284
LOC100245828,57.8573378,52.89701605,60.64867422,93.38297815
LOC100249158,249.0807424,225.884555,410.8947679,390.0112617
LOC100247541,380.4855435,239.4662213,39.42163824,36.62077574
LOC104878924,117.6759413,104.364383,4.548650567,0.915519394
LOC109122425,94.14075304,50.75254243,9.097301133,7.324155149
LOC100263000,125.521004,137.2463119,3.032433711,0.915519394
LOC100257577,2732.043104,2115.165817,2729.19034,2991.917378
LOC100255890,334.3957998,388.1497259,19.71081912,11.90175212
LOC100247335,4067.665037,4855.088284,4368.220761,5447.340392
LOC100250719,631.5275516,396.7276204,780.8516806,543.8185198
LOC100267904,458.936171,470.3545481,776.30303,861.5037494
LOC100262757,270.654665,218.7363096,427.5731533,328.6714623
LOC100247391,241.2356797,300.2263073,89.45679448,81.48122603
LOC100242259,1859.279872,2344.624495,3399.35819,3147.555675
LOC100242198,4765.875622,3719.232088,6263.49183,6345.464917
LOC100264541,13.72885982,16.44096445,30.32433711,31.12765938
LOC100264480,399.1175676,383.1459541,336.6001419,223.386732
LOC100259365,1013.974361,1095.111197,1350.949218,1217.640793
LOC100259307,318.7056743,365.9901651,577.678622,514.5218992
LOC100254250,848.2474102,971.4465515,476.0920926,507.1977441
LOC100249149,192.2040374,245.1848176,125.845999,91.55193936
LOC100852498,17.65139119,10.00754358,37.90542139,27.46558181
LOC104878841,59.81860349,30.02263073,63.68110793,52.18460544
LOC100254193,1320.912441,1437.512152,2474.465908,2441.690223
LOC100261106,34.32214954,65.76385779,21.22703598,40.28285332
LOC100256020,2974.259416,3469.758323,109.1676136,120.84856
LOC100250878,309.8799787,233.0328004,54.5838068,77.81914846
LOC100249082,521.6966731,441.0467419,739.9138255,792.8397949
LAR1,5375.829251,5352.606165,251.691998,298.4593223
LOC100245730,1124.785872,967.8724288,1296.365412,1442.858564
LOC100266255,2246.629846,2038.679592,2400.171282,2138.653303
LOC100261046,82.37315891,42.17464793,42.45407196,24.71902363
LOC100255959,934.5431004,701.9576995,2451.722655,2135.906745
LOC100245676,5278.7466,5256.104852,235.0136126,173.9486848
LOC100267996,556.9994555,684.8019105,424.5407196,480.6476816
LOC100262843,8454.035749,10387.83023,14722.46567,14368.16136
LOC100262904,551.1156584,596.8784919,294.14607,281.0644538
LOC100257779,73.54746331,88.63824311,156.1703361,79.65018724
LOC100252639,47.07037652,44.31912155,7.581084278,16.47934908
LOC100257723,1326.796238,1990.786347,3664.69614,3485.382331
LOC100247534,355.9697224,383.1459541,692.911103,826.7140124
LOC100252587,865.8988014,614.7491054,1367.627604,1251.515011
LOC100259509,1794.558105,2464.000194,3126.439156,3968.776571
LOC100247480,45.10911083,45.74877064,12.12973484,9.155193936
LOC100242343,534.4449,278.7815711,457.8974904,382.6871065
LOC100264625,6534.937273,5519.875107,6742.616357,6430.608221
LOC100259452,1952.439993,2503.315543,136.459517,117.1864824
LOC100254337,529.5417358,571.859633,623.1651276,644.5256531
LOC100249239,588.3797065,739.8434002,215.3027935,292.0506866
LOC100261259,21.57392257,25.01885894,21.22703598,9.155193936
LOC100244069,1935.769234,1945.752401,1623.868252,1835.616384
LOC100250710,1277.764596,1734.879162,1872.527817,1810.897361
LOC100245583,76.48936184,85.77894495,1.516216856,6.408635755
LOC109122160,44.12847799,30.02263073,15.16216856,26.55006241
LOC100262750,349.1052925,270.2036766,304.759588,279.233415
LOC100257629,90.21822166,92.92719036,10.61351799,4.577596968
LOC100252495,1417.995093,1744.171881,941.5706673,741.5707088
LOC104878794,531.5030015,547.5555986,1079.546401,1167.287227
LOC100247382,787.4481738,1298.836191,591.3245737,819.3898573
LOC100266408,622.701856,357.4122706,1259.976207,1147.1458
LOC100242253,2453.543376,3825.02612,4102.882811,3847.928011
LOC100261197,2241.726682,1774.909336,1557.154711,1486.803495
LOC100256114,232.4099841,586.8709483,1244.814038,1062.002497
LOC100250961,3189.998642,3945.831467,7427.946375,7063.232122
LOC100245820,4679.579932,4732.853287,8054.143937,8343.128234
LOC100268142,22788.92666,11016.87583,17648.7642,11606.95487
LOC100249140,99.04391726,188.7136789,103.1027462,41.19837271
LOC100243974,5229.714958,3122.353596,4770.018228,3850.67457
LOC100262991,2107.379982,2132.321606,594.3570074,617.9755907
LOC100256010,4186.321612,3788.570068,7300.58416,7006.469919
LOC100257863,8.825695597,14.29649082,3.032433711,12.81727151
LOC100252441,365.7760509,375.9977087,250.1757812,235.2884842
LOC100247323,650.1595757,629.0455963,75.81084278,77.81914846
LOC100242187,3029.174855,2314.601864,1892.238636,1701.035033
LOC100264474,397.1563019,248.7589403,506.4164298,478.8166429
LOC100249076,416.7689588,265.1999048,233.4973958,193.1745921
LOC100243921,3590.096842,1832.095299,1924.07919,1680.893607
LOC104878581,104.9277143,67.19350687,45.48650567,24.71902363
LOC100266248,4188.282877,4511.972504,10986.50734,10158.60319
LOC100268043,2257.416807,1789.205827,1256.943773,1267.99436
LOC100852814,501.1033833,566.8558612,1281.203243,1007.986852
LOC100261039,853.1505744,677.6536651,935.5057999,950.3091306
LOC100255956,601.1279334,555.4186685,598.9056579,617.0600713
LOC100257772,280.4609934,323.1006926,81.8757102,159.3003745
LOC100247527,33.3415167,159.4058727,42.45407196,63.17083816
LOC104878345,20.59328973,13.58166628,42.45407196,26.55006241
LOC100244058,255.9451723,278.0667465,278.9839014,216.0625769
LOC100266396,13.72885982,24.3040344,4.548650567,12.81727151
LOC100249069,1797.500003,959.2945343,717.1705727,736.0775925
LOC100257853,1764.158487,1554.028553,2706.447087,2305.277833
LOC100268132,348.1246597,349.5492007,635.2948625,571.2841016
LOC100252432,795.2932366,699.8132258,1217.522135,1060.171458
LOC100250950,149.0561923,150.1131537,353.2785273,286.5575702
LOC100259502,88.25695597,94.35683944,18.19460227,16.47934908
LOC100245668,383.4274421,501.8068279,833.9192706,831.2916094
LOC100254383,22.55455541,38.60052523,1.516216856,0.0
LOC104877974,35.30278239,51.46736697,9.097301133,10.98623272
LOC100244117,389.3112391,382.4311295,400.2812499,337.8266562
LOC100266460,19.61265688,31.45227981,0.0,0.0
LOC100245810,783.5256425,444.6208646,517.0299477,524.5926125
LOC100252578,2006.374799,2140.184676,3115.825638,2892.125764
LOC100261252,87.27632313,151.5428027,118.2649147,138.2434284
LOC100852497,152.9787237,143.6797328,50.03515623,71.4105127
LOC100255880,1071.831699,1243.794702,2391.073981,2389.505617
LOC100247470,400.0982004,463.9211272,423.0245027,593.2565671
LOC100245576,413.8270602,691.9501559,150.1054687,79.65018724
LOC100267893,1748.468361,2133.751256,235.0136126,225.2177708
LOC100262743,14.70949266,12.1520172,4.548650567,12.81727151
LOC100257622,727.6295703,646.9162098,30.32433711,18.31038787
LOC100247375,24.5158211,19.30026261,18.19460227,9.155193936
LOC100242244,594.2635035,906.3975183,271.4028171,220.6401739
LOC100264527,633.4888173,701.9576995,603.4543085,728.7534373
LOC100256104,89.23758881,72.9121032,33.35677082,30.21213999
LOC100266298,535.4255329,910.6864655,1640.546638,1763.290352
LOC100261088,3.922531376,12.1520172,27.2919034,11.90175212
LOC100256001,1439.569015,1872.840298,2277.357717,2729.163312
LOC100249231,6840.894721,4736.42741,13191.08664,11363.42671
LOC100243915,6659.477644,2025.097925,78.84327649,47.60700847
LOC100264619,520.7160402,481.0769162,386.6352982,600.5807222
LOC100262836,2051.48391,3093.760614,2206.095525,1979.352929
LOC100252628,478.5488279,589.015422,189.5271069,167.540049
LOC100247521,736.4552659,894.2455011,1237.232954,1570.11576
LOC100257715,848.2474102,827.0519942,1053.770715,985.0988675
LOC100250808,5880.855166,6248.996139,8069.306105,9807.959264
LOC100254175,393.2337705,360.9863933,372.9893465,340.5732144
LOC100242178,2336.848068,2179.500026,3270.479757,3274.812871
LOC100259291,1010.051829,779.8735745,541.2894174,549.3116362
LOC100266454,786.467541,1323.85505,1602.641216,1698.288475
LOC104882333,47.07037652,50.03771788,115.232481,149.2296612
LOC100264466,786.467541,662.6423497,943.0868842,845.0244003
LOC100256160,338.3183312,444.6208646,662.5867659,739.73967
LOC109122376,4157.883259,2729.200098,2209.127959,2469.155805
LOC100257616,724.6876718,1152.29716,1664.806107,1712.936785
LOC100262985,4140.231868,3185.97298,12581.56747,9422.525599
LOC100252483,1095.366887,966.4427797,2814.098484,2651.344164
LOC100254326,560.9219868,488.2251616,1081.062618,1141.652684
LOC104882088,42.1672123,58.61561238,80.35949334,53.10012483
LOC100267988,23143.91575,17686.1888,36863.78041,34743.96099
LOC100264518,860.9956371,1134.426547,1358.530303,1501.451806
LOC100261188,917.8723421,1067.947865,2583.633522,2394.083214
LOC100259342,0.980632844,32.8819289,278.9839014,258.176469
LOC100254230,115.7146756,167.9837672,47.00272252,103.4536915
LOC100249124,140.2304967,142.2500837,119.7811316,121.7640793
LOC100259443,1358.176489,1060.799619,2479.014559,2295.20712
LOC100243961,1609.218497,1164.449178,2268.260416,2026.044418
LOC100266292,3.922531376,19.30026261,28.80812026,33.87421756
LOC100255994,503.064649,458.2025309,644.3921636,546.565078
LOC100266239,521.6966731,443.9060401,526.1272489,472.4080071
LOC100261031,6391.764878,6068.14553,3575.239345,4102.442403
LOC100255949,413.8270602,484.6510389,324.4704071,276.4868569
LOC100250797,3762.688223,4269.646985,7990.462829,9039.838492
LOC100245656,1294.435354,2007.227312,3502.460936,3401.154547
LOC100257758,372.6404808,391.7238486,406.3461173,422.9699598
LOC100262828,16749.20898,9577.934028,5764.656485,4152.795969
LOC100252620,79.43126037,104.364383,56.10002366,78.73466785
LOC100259487,203.9716316,290.9335883,403.3136836,385.4336647
LOC100257705,1010.051829,895.6751501,993.1220404,1066.580094
LOC100252568,742.339063,543.9814759,896.0841616,802.9105082
LOC100254373,621.7212232,1067.23304,642.8759468,837.7002451
LOC100247460,8454.035749,7769.427938,2988.463422,3474.396099
LOC100249273,444.2266784,394.5831467,385.1190813,344.235292
MIR319B,2565.33552,1766.331441,1733.035866,1513.353558
LOC100242324,28300.08325,9093.282989,10010.06368,8474.963027
LOC104881294,497.180852,393.8683222,181.9460227,223.386732
LOC100264613,2115.225045,2545.490191,4516.810013,4783.588832
LOC100259436,491.2970549,641.1976135,227.4325283,254.5143914
LOC100245565,319.6863072,331.6785871,397.2488162,237.1195229
LOC100267882,48.05100936,50.75254243,27.2919034,27.46558181
LOC100254317,888.4533568,616.1787545,507.9326466,540.1564422
LOC100249220,8122.581848,8747.307911,5349.213066,5948.1295
LOC100244049,194.1653031,238.7513968,406.3461173,278.3178957
LOC100854142,137.2885982,150.8279782,45.48650567,27.46558181
LOC100266384,48.05100936,93.6420149,94.00544504,51.26908604
LOC100854116,161.8044193,160.1206972,72.77840907,50.35356665
MYBC2-L1,463.8393353,498.2327052,604.9705254,671.9912349
LOC100264511,314.783143,530.3998096,116.7486979,160.2158939
LOC100259334,1961.265688,2665.580714,4776.083095,5118.66893
LOC100250945,1711.204313,1220.205492,1549.573626,2004.987472
LOC104881043,277.5190949,298.7966582,673.2002839,909.1107579
LOC100245798,889.4339896,957.1500607,1467.697916,1326.587601
LOC100261077,449.1298426,769.1512063,4827.634468,2794.165189
LOC100255988,1370.924716,834.9150641,2852.003905,2311.686469
LOC104880977,123.5597384,126.5239438,166.7838541,133.6658315
LOC100245710,946.3106946,1137.285845,949.1517516,1101.369831
LOC100268124,1581.760778,1418.21189,1020.413944,990.5919839
LOC100257750,271.6352978,263.7702557,322.9541902,305.7834775
LOC100252614,813.9252606,770.5808554,638.3272962,635.3704592
LOC100262974,1588.625207,1087.248127,1058.319365,993.3385421
LOC100247506,76.48936184,139.3907855,197.1081912,125.4261569
LOC100257846,607.9923634,754.139891,457.8974904,418.3923629
LOC100252699,703.1137492,694.8094541,685.3300187,651.8498082
LOC100247306,4097.084023,2514.752736,6427.243251,6157.783441
LOC100261233,655.0627399,645.4865607,745.9786929,965.8729603
LOC100242169,1712.184946,1938.604156,2864.13364,2737.402987
LOC100256148,2213.288329,1902.148104,3177.990529,4123.499349
LOC100264459,2510.420081,1166.593651,1946.822443,1595.750303
LOC100259280,788.4288067,943.5683944,1635.997987,1677.231529
LOC100254163,793.3319709,706.9614713,788.4327649,664.6670798
LOC100250994,102.9664486,122.2349965,9.097301133,3.662077574
LOC100249059,636.4307158,751.9954174,157.686553,158.3848551
LOC100267876,60.79923634,70.76762958,45.48650567,54.93116362
LOC100257599,771.7580483,784.8773462,1640.546638,2017.804744
LOC100250786,17.65139119,21.44473624,24.25946969,11.90175212
LOC100254219,50.01227505,44.31912155,28.80812026,38.45181453
LOC100262819,1298.357886,843.4929586,808.143584,777.2759652
LOC100257695,4416.77033,8605.057827,336.6001419,283.811012
LOC100266279,504.0452819,643.3420871,22.74325283,6.408635755
LOC100252560,9846.534388,6038.837724,11661.22384,11729.63447
LOC100247453,10932.09495,8625.787739,8226.992658,6940.552523
LOC100232937,3963.717956,3615.582529,3284.125709,3805.814119
LOC100261070,72.56683046,96.50131306,33.35677082,35.70525635
LOC100264607,2303.506551,2737.063168,3470.620382,3906.521253
LOC100259429,73.54746331,40.74499885,56.10002366,56.7622024
LOC100255981,607.9923634,676.9388405,614.0678265,710.4430494
LOC100250842,49.03164221,50.75254243,69.74597536,67.74843513
LOC100254309,1990.684674,2125.888186,2700.38222,3096.286589
LOC100268019,346.163394,572.5744575,570.0975377,701.2878555
LOC100249212,293.2092204,512.529196,1429.792495,1114.187102
LOC100244042,5518.021014,4336.125667,5787.399738,4913.592585
LOC100266376,4242.217684,5272.545816,9574.909443,9671.546874
LOC100252606,2490.807424,1250.942947,2832.293086,2654.090722
LOC100261170,1015.935627,1030.062164,829.37062,839.5312839
LOC100247498,50.99290789,26.44850802,4.548650567,3.662077574
LOC100264648,5.883797065,18.58543807,48.51893938,34.78973696
LOC100266435,20.59328973,6.433420871,22.74325283,20.14142666
LOC100256086,40.20594661,26.44850802,30.32433711,38.45181453
LOC100852986,116.6953085,151.5428027,33.35677082,33.87421756
LOC100250939,2258.39744,1804.217142,225.9163115,199.5832278
LOC100245790,503.064649,438.1874438,224.4000946,159.3003745
LOC100268116,42.1672123,35.74122706,56.10002366,30.21213999
LOC100256139,2399.60857,2109.447221,1390.370857,1411.730905
LOC100262719,901.2015837,1016.480498,773.2705963,962.2108827
LOC100262965,4592.303609,5344.743095,10680.23153,9309.916714
LOC100257839,694.2880536,894.9603256,615.5840434,823.9674542
LOC100247349,2434.911352,2860.012989,466.9947915,316.7697102
LOC100252692,5121.845345,3566.974461,7136.832739,5168.106977
LOC100247591,637.4113487,684.8019105,335.0839251,346.0663308
LOC100242160,639.3726144,449.6246364,1986.244081,1573.777838
LOC100264453,5255.211412,3251.736838,4254.504497,4480.551912
LOC100259272,759.0098213,884.952782,2086.314393,1935.407998
LOC100264495,585.4378079,471.0693727,533.7083332,536.4943647
LOC100254156,5274.824069,4098.089095,656.5218985,631.7083816
LOC109122513,713.9007105,997.8950595,1185.681581,720.5137628
LOC100249103,635.450083,653.3496307,685.3300187,766.2897324
LOC100249051,1892.621389,1240.935404,3745.055633,4278.222126
LOC100243898,1831.822153,1990.071523,2008.987334,2462.747169
LOC100243944,2824.222591,2639.132206,2900.522845,3290.376701
LOC100266270,143.1723952,217.3066605,372.9893465,318.600749
LOC104879668,2270.165034,3107.342281,3923.969222,4643.514364
LOC100261060,125.521004,144.3945573,141.0081676,171.2021266
LOC100266222,2288.797058,2636.987733,1293.332978,1238.69774
LOC100261017,12.74822697,37.88570068,127.3622159,108.9468078
LOC100255972,4429.518557,6710.057968,21346.81711,19934.51928
LOC100250832,1433.685218,1782.772406,2142.414417,2065.411752
LOC100852609,285.3641576,263.0554312,283.532552,230.7108872
LOC100245641,3516.549379,2840.712727,1764.87642,1658.005622
LOC100268011,11.76759413,20.01508715,12.12973484,29.2966206
LOC100262811,5296.397991,4886.540564,4445.547821,5624.035635
LOC100264640,4.903164221,21.44473624,6.064867422,16.47934908
