ID,A1_A,A1_B,F1_A,F1_B
LOC100244457,876.6857626,734.8396284,1209.941051,1175.526901
LOC100266771,549.1543927,464.6359518,470.0272252,555.7202719
LOC100261578,9372.888724,8111.114069,9805.374405,8510.668283
LOC100244438,169.649482,212.3028887,131.9108664,108.9468078
LOC104879097,28.43835248,24.3040344,59.13245737,58.59324119
LOC100256481,3177.250415,3123.783245,2665.509232,3054.172697
LOC100251331,4356.951726,2271.712392,4903.445311,3485.382331
LOC100854905,35.30278239,69.3379805,21.22703598,34.78973696
LOC100261646,499.1421177,569.0003348,653.4894647,672.9067543
LOC100246195,1844.57038,1980.063979,3382.679805,3389.252795
GST4,91.1988545,12.1520172,45.48650567,44.86045029
LOC100258211,3592.058108,2596.957558,3400.874407,3012.974324
LOC100253077,13.72885982,44.31912155,18.19460227,8.239674542
LOC100247956,3089.974092,2917.913777,3461.523081,3865.32288
LOC100242814,244.1775782,202.2953452,436.6704544,488.8873562
LOC100241064,632.5081845,869.9414667,1150.808593,1119.680218
LOC100244513,2188.772508,2448.274054,2163.641453,2210.063816
LOC100265100,6985.047749,3682.061212,7089.830017,6595.401712
LOC100266835,495.2195863,551.8445458,486.7056106,569.4530628
LOC100260402,1784.751776,1308.12891,771.7543795,1019.888604
LOC100255321,658.0046384,542.5518268,298.6947205,372.6163932
LOC100265723,931.6012019,1127.278301,410.8947679,499.8735889
LOC100250153,667.8109668,907.1123428,2498.725378,2284.220887
LOC100245020,2588.870708,2925.062023,5617.58345,5051.836014
LOC100267328,3469.479002,3644.175511,4716.950638,4298.363553
LOC100257053,529.5417358,398.872094,316.8893228,232.541926
LOC100251920,5702.379989,4702.115832,8175.441285,7665.643883
LOC100244905,1374.847247,1416.782241,1005.251775,995.1695808
LOC100241669,1772.984182,1214.486896,2016.568418,1727.585096
LOC100263947,3267.468637,2734.20387,4257.53693,4143.640775
LOC100232926,11637.16996,7028.869714,2759.514677,2684.302862
LOC100253635,988.4779069,946.4276926,372.9893465,531.9167677
LOC100248532,1857.318607,2398.236336,2815.614701,2969.029393
LOC100243401,198.0878345,473.2138463,4.548650567,4.577596968
LOC100243390,528.561103,423.1761284,735.3651749,834.0381676
LOC100241547,405.9819975,784.8773462,451.832623,511.775341
LOC100263816,202.9909987,277.351922,363.8920453,310.3610744
LOC100250049,1651.385709,1584.766008,967.3463538,1075.735287
LOC100258664,216.7198586,138.675961,213.7865766,167.540049
LOC100253517,1225.791055,1330.288471,899.1165953,987.8454257
LOC100244912,4005.885168,5719.311154,12419.33226,11904.49868
LOC100260382,221.6230228,220.8807832,47.00272252,41.19837271
LOC100267311,350.0859254,298.0818337,162.2352035,185.8504369
LOC100263926,299.0930175,405.3055149,289.5974194,267.3316629
LOC100267223,159.8431536,226.5993796,134.9433001,186.7659563
LOC100262060,672.7141311,526.1108623,536.7407669,557.5513107
LOC100252715,927.6786705,648.3458589,984.0247393,866.9968657
LOC100240963,248.1001096,297.3670091,197.1081912,186.7659563
LOC100257865,441.2847799,398.872094,386.6352982,346.0663308
LOC109122428,383.4274421,225.884555,153.1379024,160.2158939
LOC100261536,813.9252606,1022.913918,1984.727864,1650.681467
LOC104879150,262.8096022,376.7125332,165.2676373,288.388609
LOC100264986,589.3603393,567.5706857,859.6949571,629.8773428
LOC100240996,605.0504648,957.8648852,688.3624524,899.9555639
LOC100246089,1471.929899,1287.398999,2143.930634,1792.586973
LOC100251233,643.2951457,936.420149,1106.838305,1167.287227
LOC100256390,2164.256687,2343.909671,3500.944719,3406.647664
LOC100247921,335.3764327,298.7966582,389.6677319,414.7302853
LOC100261651,211.8166943,169.4134163,113.7162642,97.96057512
LOC104879148,403.0400989,418.1723566,648.9408142,698.5412973
LOC104879147,4.903164221,8.577894495,28.80812026,12.81727151
LOC100244416,10.78696129,12.1520172,10.61351799,21.05694605
LOC100241127,272.6159307,493.943758,588.29214,720.5137628
LOC100246248,840.4023474,798.4590125,941.5706673,800.16395
LOC100251384,1750.429627,1254.51707,3405.423058,3185.09197
LOC100266840,960.0395544,992.1764632,1091.676136,1098.623272
LOC100244520,58.83797065,44.31912155,9.097301133,6.408635755
LOC100244499,534.4449,637.6234908,589.8083568,631.7083816
LOC100249671,2002.452268,1432.508381,1860.398082,1550.889853
LOC100254791,1012.993728,1227.353737,2019.600852,2279.64329
LOC100265089,2945.821064,2909.335883,3226.509469,3383.759679
LOC100259906,82.37315891,58.61561238,101.5865293,87.88986179
LOC100242802,4081.393897,2722.766677,1323.657315,1245.106375
LOC100247948,58.83797065,124.3794702,84.90814391,95.21401694
LOC100253066,10396.66941,8722.289052,14860.4414,13524.968
LOC100253049,61.77986918,98.64578669,50.03515623,48.52252786
LOC100263320,281.4416263,306.6597282,271.4028171,270.9937405
LOC109122469,737.4358988,302.3707809,850.597656,646.3566919
LOC100263339,3576.367983,2321.75011,3050.628313,2241.191476
LOC100241072,4922.776877,3271.037101,6683.483899,5474.805974
LOC100854667,318.7056743,185.8543807,106.1351799,113.5244048
LOC104879142,169.649482,115.8015757,28.80812026,9.155193936
LOC100259803,16069.63042,12656.68333,27822.5793,24653.10623
LOC100264997,206.9135301,313.8079736,157.686553,132.7503121
LOC100246183,2136.798967,1972.200909,2635.184895,2645.851048
LOC100251321,29.41898532,17.87061353,18.19460227,10.07071333
LOC100263239,191.2234046,197.2915734,188.0108901,181.2728399
LOC100256470,1114.979544,1383.900312,1291.816761,1144.399242
LOC100261565,2151.50846,2113.736168,4280.280183,3779.264057
LOC100240980,1506.252049,2006.512487,2765.579545,2734.656429
LOC100266760,2233.881619,1488.979519,1610.222301,1452.013758
LOC100244442,2924.247141,2426.114493,7086.797583,6657.65703
LOC100249595,1477.813696,1220.205492,1290.300544,1307.361694
LOC100249658,1614.121661,1376.752066,1059.835582,986.9299063
LOC100254714,5657.270878,5004.486613,11259.42637,9124.981796
LOC100259825,3613.632031,2546.205016,2005.9549,1752.304119
LOC100265011,2831.087021,2699.892292,2939.944483,2735.571948
LOC100854213,2508.458815,1506.850133,1031.027462,893.5469282
LOC100242725,721.7457733,514.6736697,541.2894174,572.199621
LOC100247868,852.1699415,689.8056823,733.8489581,770.8673294
LOC100265078,831.5766518,956.4352361,1573.833096,1561.876085
LOC100853987,260.8483365,230.1735023,430.605587,407.4061302
LOC109121398,6.864429909,28.59298165,13.6459517,17.39486848
LOC100258190,864.9181685,925.6977809,1669.354758,1747.726522
LOC100854038,16053.94029,7128.230325,7462.819363,6407.720236
LOC100263328,169.649482,211.5880642,86.42436077,83.31226482
LOC100246172,73.54746331,82.91964678,63.68110793,61.33979937
LOC100251309,1691.591656,1445.375222,1387.338423,1441.943045
LOC100853825,110.8115114,70.05280504,13.6459517,23.80350423
LOC100252985,2370.189584,1997.219768,962.7977033,859.6727106
LOC100261554,710.958812,1012.19155,1799.749408,2091.961814
LOC100258119,2162.295421,2067.987398,2836.841737,4139.063178
LOC100244429,2110.321881,2371.787828,2768.611978,3590.667062
LOC100254703,255.9451723,289.5039392,174.3649384,194.0901114
LOC100259809,22.55455541,34.31157798,83.39192706,98.87609451
LOC100264999,176.5139119,368.1346387,277.4676846,331.4180205
LOC100242712,253.9839066,303.0856055,51.55137309,46.69148907
LOC100247855,146.1142938,52.18219151,84.90814391,75.07259028
LOC100263254,1833.783419,1363.885225,1545.024976,1394.336036
LOC100240998,1779.848612,1750.605301,3934.58274,4507.101975
LOC100240984,1140.475998,1609.784867,439.7028881,443.1113865
LOC100246078,503.064649,635.4790171,977.9598718,938.4073784
LOC100246092,277.5190949,338.112008,250.1757812,182.1883593
LOC100251398,862.9569028,1351.018383,256.2406486,154.7227775
LOC100256542,564.8445182,513.9588451,703.524621,722.3448016
LOC100251235,1557.244956,1586.195657,759.6246446,709.52753
LOC100256393,870.8019656,951.4314643,382.0866476,329.5869817
LOC100266842,2980.143213,1902.148104,3014.239109,2734.656429
LOC100244523,228.4874527,367.4198142,304.759588,367.1232768
LOC100266832,49.03164221,20.01508715,13.6459517,9.155193936
LOC100249673,6398.629308,7244.746725,10699.94235,13495.67138
LOC100254794,550.1350256,566.1410366,903.6652459,880.7296566
LOC100259910,1481.736227,917.8347109,604.9705254,802.9105082
LOC100242807,3283.158762,3208.132541,3958.84221,4310.265305
LOC100247950,1517.03901,1586.195657,977.9598718,1054.678341
LOC100253069,175.5332791,130.0980665,206.2054924,135.4968703
LOC100258205,744.3003287,739.8434002,733.8489581,726.9223985
LOC104879140,399.1175676,500.3771788,603.4543085,636.2859786
LOC100251313,2887.963726,2329.61318,2048.408972,2278.727771
LOC100256465,188.2815061,176.5616617,56.10002366,46.69148907
LOC100261557,3884.286696,3439.735692,3879.998933,4705.769683
LOC100263342,4795.294608,6314.759997,11744.61576,12999.45987
LOC100852945,1825.938356,995.7505859,586.7759231,667.4136379
LOC100247859,974.7490471,1062.944093,1740.61695,1919.844168
LOC109122510,26.47708679,14.29649082,18.19460227,32.95869817
LOC100241076,7564.60176,8374.884325,12140.34836,11565.7565
LOC100246188,1710.22368,1307.414086,1031.027462,869.7434239
LOC100251324,1720.030009,1772.050038,2932.363399,2769.446166
LOC100252977,289.286689,204.4398188,662.5867659,646.3566919
LOC100263246,1350.331426,1956.474769,150.1054687,130.0037539
LOC100256475,2849.719045,2059.409503,3832.996211,3004.73465
LOC104879139,2.941898532,19.30026261,18.19460227,1.831038787
LOC100256546,891.3952553,945.712868,1725.454782,1571.031279
LOC100261569,5622.948728,9602.952887,18279.51041,21389.27959
LOC100261644,242.2163125,193.0026261,59.13245737,43.0294115
LOC100266764,669.7722325,535.4035814,946.1193179,806.5725858
LOC100244445,14214.27308,15448.07316,18791.99171,19951.91414
LOC100263333,1232.655485,1513.998378,485.1893938,446.7734641
LOC100249598,588.3797065,329.5341135,300.2109374,297.5438029
LOC100241065,289.286689,436.7577947,191.0433238,290.2196478
LOC100254718,3728.366073,4184.582864,3711.698862,3923.000602
LOC100246179,9779.851354,6063.856583,2380.460463,1992.1702
LOC100256467,28.43835248,214.4473624,39.42163824,38.45181453
LOC104879138,142.1917624,193.0026261,92.48922819,99.7916139
LOC109122515,3287.081293,5364.758182,2287.971235,2322.672702
LOC100852628,29082.62826,35895.62916,37697.69968,40273.69812
LOC109122430,4.903164221,19.30026261,18.19460227,13.7327909
LOC100244435,206.9135301,158.6910481,128.8784327,141.905506
LOC100259830,2520.226409,1778.483459,1667.838541,1334.827276
LOC100265014,1577.838246,1404.630223,1560.187144,1722.091979
LOC100249590,364.795418,332.3934117,151.6216856,136.4123896
LOC100254708,1034.567651,702.672524,797.530066,727.8379179
LOC100259816,815.8865263,826.3371696,753.5597772,678.3998707
LOC100265006,118.6565741,238.7513968,304.759588,290.2196478
LOC100242728,400.0982004,416.7427075,717.1705727,750.7259028
LOC100247870,1309.144847,1009.332252,937.0220167,725.0913597
LOC100252991,1315.028644,782.0180481,718.6867895,682.9774676
LOC100242719,1613.141029,1940.033805,2139.381983,1983.015007
LOC100247862,488.3551564,462.4914782,10.61351799,7.324155149
LOC100258123,284.3835248,288.7891146,48.51893938,38.45181453
LOC100263259,397.1563019,479.6472672,394.2163824,444.9424253
LOC100252980,1013.974361,765.5770836,871.8246919,846.8554391
LOC100258112,891.3952553,1146.578564,705.0408378,617.0600713
LOC100241000,550.1350256,811.3258543,169.8162878,119.0175212
LOC100263248,1237.558649,1477.542327,1811.879142,1820.968074
LOC100251240,2475.117299,2322.464934,1123.51669,1730.331654
LOC100240994,198.0878345,285.9298165,200.1406249,233.4574454
LOC100256398,1339.544465,1139.430319,1058.319365,1175.526901
LOC100261485,985.5360083,1552.598904,1005.251775,1290.882345
LOC100246084,147.0949266,65.04903325,75.81084278,40.28285332
LOC100266694,725.6683046,739.1285756,380.5704307,373.5319126
LOC100244526,2703.604751,2847.860972,5311.307645,4694.78345
LOC100256387,137.2885982,170.8430653,45.48650567,41.19837271
LOC100261647,478.5488279,454.6284082,295.6622868,269.1627017
LOC100852980,97.08265157,139.3907855,112.2000473,179.4418011
LOC100249677,2856.583475,2207.378183,4860.991239,4607.809108
LOC100254798,2531.013371,2054.405731,2412.301017,2495.705867
LOC100244517,7469.480374,4280.369353,8498.395475,6081.795332
LOC100254788,11.76759413,30.02263073,30.32433711,15.56382969
LOC100259904,3879.383531,4598.466274,10978.92625,10504.66952
LOC100265087,726.6489375,750.5657683,348.7298768,349.7284084
LOC100259912,5345.429633,4113.10041,1717.873697,2053.51
LOC100247943,136.3079653,160.8355218,189.5271069,237.1195229
LOC100265095,613.8761604,489.6548107,749.0111266,570.3685822
LOC100263337,432.4590843,287.3594656,33.35677082,37.53629514
LOC100241069,272.6159307,222.3104323,830.8868368,758.9655773
LOC100266757,20.59328973,27.16333257,0.0,0.915519394
LOC100249594,0.980632844,45.0339461,3.032433711,0.915519394
LOC100242722,95.12138588,142.9649082,233.4973958,65.00187695
LOC100259176,910.0272793,982.8837442,688.3624524,868.8279045
LOC100259055,76.48936184,64.33420871,69.74597536,47.60700847
LOC100241950,153.9593565,65.04903325,65.19732479,60.42427998
LOC100245534,489.3357892,746.9916456,269.8866003,193.1745921
LOC100264353,608.9729962,457.4877064,109.1676136,116.270963
LOC104879136,15.69012551,12.1520172,7.581084278,2.746558181
LOC100242068,362.8341523,611.1749827,585.2597062,541.987481
LOC100247207,900.2209509,747.7064701,639.843513,459.5907356
LOC100260906,309.8799787,345.9750779,562.5164534,552.0581943
LOC100233020,6443.738419,6710.772793,14328.24929,15178.39603
LOC100257466,3373.376984,3640.601388,4256.020714,4994.158292
LOC100232959,370965.5599,206098.2117,1470032.89,1219923.183
LOC100266109,371.6598479,522.5367396,576.1624051,453.1820998
LOC100267751,942.3881632,511.8143715,671.684067,571.2841016
LOC100243789,64.72176771,140.8204346,110.6838305,129.0882345
LOC100242057,128.4629026,127.9535929,98.55409561,108.0312884
LOC100255728,60.79923634,72.19727866,27.2919034,19.22590727
LOC109122436,87.27632313,32.16710435,12.12973484,19.22590727
LOC100266005,820.7896905,764.8622591,557.9678028,554.8047525
LOC100245432,4420.692861,5252.530729,8384.679211,7773.675171
LOC104879135,315.7637758,378.1421823,397.2488162,472.4080071
LOC100250558,2857.564108,2067.987398,4111.980112,3296.785336
LOC100248832,179.4558105,205.8694679,250.1757812,246.2747169
LOC100255741,889.4339896,812.7555034,1570.800662,1461.168952
LOC100260813,2568.277419,2140.899501,3162.828361,2844.518756
LOC100253926,217.7004914,243.040344,92.48922819,112.6088854
LOC100266017,332.4345342,378.1421823,265.3379497,229.7953678
LOC100259060,613.8761604,604.0267373,911.2463302,780.9380427
LOC100243711,2933.072837,1830.66565,2371.363162,1981.183968
LOC100247089,146.1142938,144.3945573,84.90814391,39.36733393
LOC100232848,1504.290783,2056.550205,583.7434894,538.3254034
LOC100253934,5816.133398,3887.93068,5153.621092,4146.387334
LOC100259075,691.3461551,363.8456915,315.373106,346.0663308
LOC100257561,57.8573378,60.04526146,13.6459517,5.493116362
LOC100262696,565.8251511,540.4073532,385.1190813,441.2803477
LOC100264247,2144.64403,2994.400003,2983.914772,3391.083834
LOC100267846,27.45771964,20.7299117,34.87298768,24.71902363
LOC104879134,15.69012551,14.29649082,15.16216856,9.155193936
LOC100250664,701.1524835,688.3760332,500.3515623,733.3310343
LOC100255843,6.864429909,27.87815711,22.74325283,20.14142666
LOC100241967,966.9039843,588.3005974,612.5516096,557.5513107
LOC100260912,788.4288067,516.1033188,459.4137072,455.928658
LOC100247106,1341.505731,1812.795037,1400.984375,1201.161444
LOC100266115,874.724497,942.8535699,1020.413944,964.9574409
LOC100257361,614.8567933,455.3432328,536.7407669,437.6182701
LOC100259170,23.53518826,25.73368348,0.0,18.31038787
LOC104879132,207.894163,133.6721892,110.6838305,104.3692109
LOC100262474,1101.250684,1137.285845,518.5461646,618.8911101
LOC100267863,1083.599293,2261.704848,20285.46531,16845.55684
LOC100242062,1196.37207,724.1172602,365.4082622,606.0738386
LOC100247201,287.3254233,175.8468371,153.1379024,90.63641997
LOC100245553,848.2474102,804.1776089,976.443655,853.2640748
LOC100252322,1372.885982,2236.685989,4298.474786,4293.785956
LOC100852920,916.8917093,982.8837442,2130.284682,2077.313504
LOC100854283,57.8573378,126.5239438,42.45407196,57.6777218
LOC100852880,1028.683853,965.0131306,1200.84375,1184.682095
LOC100852851,1203.2365,1115.841109,2187.900923,2265.910499
LOC100854228,2400.589202,2693.458871,3264.41489,3385.590718
LOC100852825,773.719314,719.828313,1074.997751,1051.016264
LOC100852802,389.3112391,426.0354266,165.2676373,98.87609451
LOC100854194,282.4222591,474.6434954,69.74597536,52.18460544
LOC100854147,1174.798147,1987.212225,235.0136126,278.3178957
LOC100243811,405.0013646,782.7328726,1279.687026,1002.493736
LOC100243701,84.33442459,75.05657683,113.7162642,106.2002497
LOC100248958,2383.918444,1475.397853,1526.830374,1298.2065
LOC100254064,12889.4381,7752.986974,22365.71484,19211.25896
LOC100259067,4820.791062,4680.671096,6619.802791,7369.931119
LOC100259183,882.5695597,495.3734071,982.5085224,789.1777173
LOC100264358,3098.799787,2769.230273,1226.619436,1026.29724
LOC104879131,92.17948735,130.0980665,42.45407196,30.21213999
LOC100242075,6987.009014,5004.486613,5882.9214,5819.041266
LOC100241959,1464.084836,1164.449178,2060.538707,1983.015007
LOC100247214,24906.11297,17209.40083,20321.85452,17926.78525
LOC100247095,110.8115114,202.2953452,50.03515623,54.01564422
LOC100252339,38.24468092,7.863069953,9.097301133,20.14142666
LOC100257470,315.7637758,293.0780619,75.81084278,103.4536915
LOC100262595,2799.70677,2200.229938,2342.555042,2000.409875
LOC100245437,1768.081018,1568.325043,2366.814512,2460.91613
LOC104879130,281.4416263,198.7212225,133.4270833,103.4536915
LOC100250563,1706.301149,1676.978374,2573.020004,2417.886719
LOC100267850,141.2111296,97.93096215,235.0136126,247.1902363
LOC100255744,1024.761322,847.0670813,554.9353691,553.8892331
LOC100250667,23.53518826,6.433420871,3.032433711,12.81727151
LOC100260819,1767.100385,809.8962052,859.6949571,633.5394204
LOC100255847,2294.680855,3732.813754,6029.994435,5982.919237
LOC100266022,958.0782887,1377.466891,12.12973484,4.577596968
F3H,28275.56743,28389.25665,2656.411931,2880.224012
LOC104879127,6.864429909,4.288947247,9.097301133,21.05694605
LOC104879125,196.1265688,87.92341857,137.9757339,107.1157691
LOC100248850,1305.222316,1986.4974,1203.876183,1221.302871
LOC100259173,994.3617039,1058.655146,1494.98982,1494.12765
LOC100264349,1037.509549,1045.788304,962.7977033,1159.047552
LOC100247204,2135.818334,1351.733207,1526.830374,1373.27909
LOC100253942,752.1453914,1353.162857,694.4273198,670.1601961
LOC104879124,24.5158211,11.43719266,13.6459517,13.7327909
LOC100241976,2238.784783,1504.705659,2732.222774,2338.236531
LOC100259081,1574.896348,1311.703033,1128.065341,834.953687
LOC100264253,1714.146212,1637.663024,1270.589725,1574.693357
LOC109122432,4.903164221,35.02640252,16.67838541,10.98623272
LOC100247111,555.0381898,646.2013853,272.919034,242.6126393
LOC100252234,472.6650309,470.3545481,507.9326466,586.8479313
LOC100262585,417.7495916,514.6736697,1140.195075,1016.226527
LOC109122517,40.20594661,27.16333257,42.45407196,48.52252786
LOC100267747,183.3783419,179.4209598,118.2649147,117.1864824
LOC100245428,394.2144033,308.8042018,476.0920926,458.6752162
LOC100250555,32.36088386,11.43719266,31.84055397,18.31038787
LOC104879123,17.65139119,14.29649082,12.12973484,6.408635755
LOC100260808,254.9645395,204.4398188,101.5865293,131.8347927
LOC100257366,6941.899904,5940.906762,6775.973128,5918.83288
LOC100243706,2737.926901,2535.482648,7309.681461,5578.259665
LOC100259071,555.0381898,940.7090962,195.5919744,217.8936157
LOC100241964,102.9664486,149.3983291,24.25946969,41.19837271
LOC100247100,555.0381898,475.3583199,705.0408378,997.916139
LOC100262480,4745.282333,3073.030703,2924.782314,2563.454302
LOC100267639,3429.273056,1599.062499,1332.754616,1248.768453
MYB4B,340.2795969,335.9675344,1002.219342,725.0913597
LOC100257355,156.9012551,463.9211272,50.03515623,32.95869817
LOC104879120,76.48936184,211.5880642,134.9433001,144.6520642
LOC104879121,42.1672123,50.03771788,42.45407196,32.95869817
LOC100245548,890.4146225,1162.304704,3020.303976,2995.579456
LOC109122502,210.8360615,203.7249942,288.0812026,210.5694605
LOC100255852,517.7741417,702.672524,372.9893465,357.0525635
LOC100266137,3057.613208,3751.399192,3681.374525,3562.285961
LOC100266125,2021.084292,2695.603345,2783.774147,2919.591346
LOC100243817,565.8251511,636.9086662,278.9839014,336.9111368
LOC100248964,1634.714951,2125.173361,2456.271306,3098.117628
LOC100254073,5548.420632,3456.176657,8502.944126,6485.539384
LOC100256423,7.845062753,9.292719036,31.84055397,18.31038787
LOC104879118,17.65139119,79.34552407,94.00544504,135.4968703
LOC100261510,107.8696129,112.9422775,495.8029118,371.7008738
LOC100241024,64.72176771,378.1421823,366.924479,476.0700847
LOC104879168,20.59328973,17.15578899,9.097301133,4.577596968
LOC100259998,152.9787237,83.63447132,194.0757575,146.483103
LOC104879169,9.806328441,25.01885894,4.548650567,6.408635755
LOC100245364,51.97354074,50.75254243,116.7486979,72.32603209
LOC100249006,581.5152766,541.8370022,3103.695903,3526.580704
LOC100853656,1040.451448,684.0870859,1223.587002,1134.328529
LOC100244596,536.4061657,363.8456915,345.6974431,340.5732144
LOC100853691,17.65139119,37.17087614,50.03515623,35.70525635
LOC100245229,61.77986918,83.63447132,37.90542139,21.05694605
LOC100853847,82.37315891,47.17841972,47.00272252,44.86045029
LOC100257602,1620.986091,1690.56004,416.9596353,312.1921132
LOC100242228,1452.317242,1510.424256,1413.114109,1326.587601
LOC100233047,1130.669669,1180.175318,949.1517516,1121.511257
LOC100266353,675.6560296,676.224016,735.3651749,996.0851002
LOC104879172,6.864429909,136.5314874,62.16489108,91.55193936
LOC100250759,4099.045288,3882.212083,6628.900093,6805.055653
LOC100264584,743.3196958,835.6298887,298.6947205,339.657695
LOC100853165,10811.47711,10460.02751,12014.50236,13842.65323
LOC100248745,1325.815605,1261.665315,1197.811316,1259.754686
LOC100253840,331.4539013,1513.283554,1948.338659,1029.959318
LOC100241940,50.99290789,183.7099071,115.232481,130.0037539
LOC109122426,46.08974367,57.90078784,6.064867422,8.239674542
LOC104879191,32.36088386,30.73745527,10.61351799,13.7327909
LOC100262556,827.6541204,792.0255917,1097.741003,1253.34605
LOC100247294,3558.716591,3194.550875,6381.756745,6395.818484
LOC104879190,48.05100936,57.1859633,18.19460227,9.155193936
LOC100252414,953.1751245,651.9199816,430.605587,469.6614489
LOC100257544,41251.30122,28216.98394,79909.17694,55738.65172
LOC100255709,253.9839066,213.7325378,198.6244081,184.9349175
LOC100262676,433.4397171,772.0105045,1122.000473,1027.21276
LOC100260782,983.5747427,952.8611134,2248.549597,2471.902363
LOC100267830,1223.829789,1226.638913,664.1029827,872.4899821
LOC100248809,1670.998366,2319.605636,4333.347773,4486.960548
LOC100253902,861.97627,1156.586108,890.0192942,935.6608203
LOC100245522,1080.657394,1067.23304,174.3649384,154.7227775
LOC100257537,1525.864705,3534.092532,800.5624997,576.777218
LOC100255826,941.4075304,679.7981387,327.5028408,281.0644538
LOC100266095,1974.994548,2490.448702,9399.028288,9790.564395
LOC100260896,2359.402623,1971.486085,2192.449573,2473.733402
LOC100254025,51.97354074,80.77517316,10.61351799,11.90175212
LOC100259153,439.3235142,513.9588451,517.0299477,616.1445519
LOC100242046,80.41189322,24.3040344,3.032433711,0.915519394
LOC100266100,549.1543927,408.8796376,254.7244317,364.3767187
LOC100267684,37.26404808,20.7299117,7.581084278,9.155193936
LOC100259237,1551.361159,2411.103177,7908.587119,6770.265916
LOC100267710,171.6107477,290.9335883,200.1406249,245.3591975
LOC100264411,485.4132578,403.1610412,148.5892518,110.7778466
LOC100247259,2346.654396,2348.198618,8634.854992,8329.395443
LOC100245396,2921.305243,1907.8667,3170.409445,2843.603237
LOC100267799,66.6830334,101.5050849,27.2919034,30.21213999
LOC100250525,1607.257232,1313.132682,1581.41418,1448.351681
LOC100255702,3418.486095,2797.823254,3429.682527,3424.958051
LOC100260775,2303.506551,1554.028553,288.0812026,171.2021266
LOC100232866,47140.00145,37181.59851,52750.70062,54596.08352
LOC104879187,159.8431536,70.05280504,53.06758994,63.17083816
LOC100243666,91.1988545,45.74877064,83.39192706,92.46745875
LOC100245377,579.5540109,581.152352,1264.524858,1437.365448
LOC100248805,588.3797065,670.5054197,891.5355111,796.5018724
LOC100254123,57.8573378,91.49754127,71.26219221,76.90362906
LOC100259244,9.806328441,15.72613991,12.12973484,12.81727151
LOC100264417,25.49645395,37.17087614,6.064867422,10.07071333
LOC100267807,19.61265688,67.90833141,24.25946969,18.31038787
LOC104879196,194.1653031,80.06034862,25.77568654,14.6483103
LOC100253896,9175.781522,7439.179,10075.26101,9756.690178
LOC100257411,25.49645395,43.60429701,3.032433711,0.915519394
LOC100262539,462.8587024,585.4412993,462.4461409,682.0619482
LOC100259033,1335.621934,743.4175229,780.8516806,713.1896076
LOC100267699,72.56683046,245.1848176,22.74325283,32.95869817
LOC100259251,219.6617571,345.9750779,512.4812972,411.9837271
LOC100264422,54.91543927,103.6495585,10.61351799,14.6483103
LOC104879195,35.30278239,25.01885894,7.581084278,15.56382969
LOC100264434,243.1969453,390.2941995,268.3703834,285.6420508
LOC100247276,89.23758881,145.8242064,12.12973484,9.155193936
LOC100242145,440.304147,402.4462167,372.9893465,337.8266562
LOC104879182,772.7386812,706.9614713,776.30303,708.6120107
LOC100245499,111.7921442,95.78648852,165.2676373,140.0744672
LOC100250623,44.12847799,78.63069953,131.9108664,120.84856
LOC100247284,251.0420081,258.0516594,69.74597536,92.46745875
LOC100243761,554.0575569,573.289282,6149.775566,6385.74777
LOC100252405,940.4268975,714.8245412,612.5516096,642.6946143
LOC100248912,127.4822697,57.1859633,75.81084278,73.24155149
LOC100257530,4457.956909,6296.174559,2946.00935,3702.360428
LOC109122507,58.83797065,55.75631421,68.2297585,67.74843513
LOC100254006,207.894163,323.8155172,56.10002366,53.10012483
LOC100257418,46.08974367,46.46359518,10.61351799,20.14142666
LOC100262544,26.47708679,13.58166628,36.38920453,23.80350423
LOC100267705,27.45771964,42.17464793,10.61351799,2.746558181
LOC100245389,421.672123,578.2930538,545.838068,520.0150156
LOC100262664,907.0853808,859.2190985,147.073035,126.3416763
ADH2,5170.876987,5230.371168,4025.555752,3490.875448
LOC100250633,2362.344521,1262.38014,905.1814628,633.5394204
LOC100267821,90.21822166,97.2161376,78.84327649,66.83291573
LOC100255814,1136.553466,787.0218199,638.3272962,528.2546901
LOC100260882,12011.77171,8332.709677,11975.08073,9881.200815
LOC100243660,0.0,62.18973509,0.0,0.0
LOC100259256,907.0853808,923.5533072,617.1002602,655.5118858
LOC100264428,794.3126037,626.9011226,295.6622868,248.1057557
LOC100242141,314.783143,368.8494633,307.7920217,333.2490593
LOC100250628,688.4042566,1072.236812,1155.357244,1369.617013
LOC100854361,3640.109117,4930.144861,7230.838184,7174.009968
LOC100266089,1212.062195,895.6751501,7051.924595,5829.111979
LOC100260878,1375.82788,1689.845215,3848.158379,3398.407989
LOC100266085,301.0542831,453.1987591,1787.619673,1993.08572
LOC104879179,87.27632313,143.6797328,171.3325047,199.5832278
LOC100248918,1063.006003,1456.812415,1243.297822,1353.137664
LOC100243772,2880.118663,3209.56219,12290.45383,11686.60506
LOC100254013,54.91543927,80.06034862,366.924479,455.0131386
LOC100248924,147.0949266,90.78271673,103.1027462,80.56570664
LOC100254018,576.6121123,491.7992844,398.765033,484.3097592
LOC100259141,661.9271698,616.1787545,338.1163588,422.0544405
LOC104879178,1379.750412,952.8611134,1284.235677,1293.628903
LOC100854518,33.3415167,49.32289334,28.80812026,46.69148907
LOC100242035,65.70240056,38.60052523,81.8757102,130.9192733
