ID,CO_A,CO_B,A1_A,A1_B
LOC100248525,574.4646942,568.9057812,530.3366974,758.7122654
LOC100256972,4129.163354,4039.858516,2796.320768,3318.359378
LOC100250164,1464.197305,1544.621027,746.1968821,719.2463408
LOC100255332,1915.94026,2573.67119,1120.938929,693.4726757
LOC100265720,1398.604651,1087.613993,1492.393764,1203.307988
LOC100260493,23.27481266,25.09878446,241.0621352,144.171439
LOC100852682,19830.14038,27943.31337,42321.74504,16606.29457
LOC104881093,8.463568238,4.183130744,38.35079423,38.6604976
LOC100262051,395.6718151,428.7709012,448.156424,445.4011495
LOC100253549,5.289730149,6.274696116,169.8392316,298.8134294
LOC104881091,402.0194913,407.8552475,511.7091688,468.7585334
LOC100251820,2086.269571,2522.427839,926.9934834,1233.914215
LOC100243201,193.6041235,168.3710124,661.8251347,500.9756148
LOC100246680,27.50659677,74.2505707,43.82947912,25.77366507
LOC100241552,169.2713648,142.2264453,234.4877133,220.6870071
LOC100258670,1344.649404,1320.823532,1287.490949,1400.637611
LOC100853686,3.173838089,10.45782686,84.37174731,117.5923469
LOC100248416,0.0,1.045782686,61.36127077,86.18069257
LOC100265601,3050.058404,3628.86592,2594.705164,2722.343373
LOC100260386,50.78140943,49.15178624,41.63800517,77.3209952
LOC100267317,205.2415298,275.0408464,261.8811378,197.3296232
LOC100255220,2453.376843,3100.745664,2912.468888,1797.713138
LOC100262148,703.5341098,910.8767195,161.0733358,186.0536447
LOC100257041,972.2524014,848.1297583,315.5722497,591.1834425
LOC100251909,2024.908701,2506.741098,955.4826449,1050.276852
LOC100246779,307.8622947,258.3083234,383.5079423,439.7631602
LOC100250061,3687.99986,3659.193618,4102.439246,3497.164179
LOC100263932,1036.787109,1278.992225,327.6253564,514.6678743
LOC100258768,545.9001514,558.4479543,404.3269449,505.0027499
LOC100253622,1178.551877,1153.498303,909.4616918,1203.307988
LOC100248519,352.2960279,241.5758005,566.4960177,727.3006111
LOC100244922,2121.18179,2226.471338,6482.379962,3946.592464
LOC100267235,27600.75397,31813.75509,33030.9912,20365.22254
LOC100243391,33.85427295,30.32769789,180.7966014,150.6148552
LOC100265715,177.734933,104.5782686,221.3388696,218.270726
LOC100260487,1237.796855,1045.782686,780.1647284,935.9062128
LOC100255420,688.7228654,779.108101,355.0187809,419.6274844
LOC100262072,142.822714,156.8674029,222.4346065,372.1072894
LOC100256965,14.81124442,10.45782686,10.95736978,11.27597847
LOC100250037,1053.714246,1047.874251,1012.460968,1071.217954
LOC100267216,4986.099638,4883.805143,4122.162511,6407.977478
LOC100262045,20.10097457,12.54939223,21.91473956,28.9953732
LOC100251814,2185.716498,1950.384709,1218.45952,1422.384141
LOC100246700,8.463568238,4.183130744,162.1690728,275.4560454
LOC100241569,1070.641382,1062.515209,3426.36953,2234.254591
LOC100263842,34.91221898,61.70117847,85.46748429,55.5744653
LOC100258686,591.3918307,558.4479543,1799.200118,1374.863946
LOC100246676,205.2415298,193.4697969,382.4122053,569.4369126
LOC100253544,214.763044,166.2794471,145.7330181,202.9676124
LOC100263817,171.3872568,192.4240142,215.8601847,193.302488
LOC100248433,18099.34068,24044.63552,30397.93525,18867.93368
LOC100243311,118.4899553,160.004751,487.6029552,213.4381638
LOC100265624,732.0986526,837.6719314,547.868489,524.3329987
LOC100253518,652.7527004,665.1177883,967.5357516,703.1378001
LOC100853125,1928.635612,1976.529276,2479.652781,2363.928343
LOC100248412,2911.467474,3345.458812,1390.490225,1337.008875
SNAP-ALPHA,1120.364846,1125.26217,1635.935308,1164.64749
LOC100255327,553.3057736,523.9371257,662.9208717,858.5852176
LOC100243287,312.0940788,247.8504966,363.7846767,322.1708134
LOC100250159,8612.738628,9668.260932,5269.399128,4270.374131
LOC100265596,45.49167928,42.87709012,38.35079423,62.8233086
LOC100245026,10.5794603,6.274696116,163.2648097,103.9000873
LOC100267335,133.3011998,268.7661503,1618.403517,1072.023381
LOC100250135,288.8192661,380.6648977,257.4981898,202.9676124
LOC100262166,92.04130459,66.9300919,142.4458071,94.2349629
LOC100251929,172.4452029,191.3782315,234.4877133,178.8048014
LOC100245000,5.289730149,1.045782686,30.68063539,25.77366507
LOC100267312,43.37578722,20.91565372,267.3598226,270.6234832
LOC100246797,2109.544383,2935.511999,3611.54908,1775.161182
LOC100262145,2201.585688,2908.32165,924.8020095,1236.330496
LOC100257034,946.8616967,1107.483864,2039.166516,1591.523818
CIPK13,22989.16723,25869.5263,5418.419357,7102.25558
LOC100263955,1119.3069,1095.980255,348.444359,630.6493671
LOC100251903,1281.172642,1473.507805,1153.811038,980.2046996
LOC100258787,453.8588468,432.954032,424.0502105,516.2787284
LOC100246773,428.4681421,551.1274755,1024.514074,946.3767642
LOC100241651,527.9150689,910.8767195,282.7001403,153.0311363
LOC100232992,1105.553601,909.8309368,1526.36161,1891.948101
LOC100853941,37.02811104,32.41926326,2916.851836,1974.101659
LOC100248541,6012.307287,7253.54871,4645.924787,3925.651361
LOC100253615,2283.047532,2283.989386,767.0158846,1025.308613
LOC100243386,515.2197165,557.4021716,349.540096,313.311116
LOC100265511,14006.14749,16706.37841,32507.22893,14274.58331
LOC100260289,220.0527742,189.2866662,4568.127462,3990.085523
LOC100255217,9522.572214,12122.7129,39606.50881,24841.78599
LOC100243283,149.1703902,109.807182,191.7539712,151.4202823
LOC100250056,107.910495,51.24335161,342.9656741,505.0027499
LOC100265591,33.85427295,27.19034983,55.88258588,64.43416267
LOC100244917,686.6069733,526.028691,4847.540391,3258.757777
LOC100267229,737.3883828,695.4454862,1711.54116,1212.167685
LOC100255297,253.9070471,289.681804,289.2745622,296.3971483
LOC100262066,1541.427365,1260.168137,888.6426892,1316.067773
MNSOD,19324.44218,22480.14462,17628.2165,11973.47828
LOC100267305,102.6207649,84.70839756,235.5834503,326.1979485
LOC100262140,4857.030223,4732.166654,1717.019845,2199.621228
LOC100251828,1544.601203,1777.830566,1136.279246,1078.466798
LOC100257029,343.8324597,192.4240142,2066.559941,1898.391518
LOC100251895,3412.933892,3148.851667,3444.997059,2992.966856
LOC100246693,22.21686663,3.137348058,110.6694348,70.0721519
LOC104881086,35.97016501,57.51804773,1502.255397,692.6672487
LOC100246767,76.17211414,40.78552475,53.69111193,70.87757894
LOC100241644,104.7366569,132.8144011,158.8818618,131.2846064
LOC100241566,2809.904655,3780.50441,2502.663258,2467.82843
LOC100263836,2094.733139,2243.203861,1074.917975,1403.859319
LOC100258754,38.08605707,19.86987103,165.4562837,252.0986614
LOC100253612,1110.843331,1517.430677,786.7391502,694.2781028
LOC104881085,282.47159,363.9323747,212.5729737,242.433537
LOC104881084,135.4170918,112.9445301,126.0097525,145.782293
LOC100248506,1930.751504,1591.681248,338.5827262,841.6712499
LOC100243380,1829.188686,1726.587215,848.100421,908.5216936
LOC104881083,417.8886818,418.3130744,120.5310676,906.9108396
LOC100260478,8.463568238,4.183130744,471.1669006,590.3780155
LOC100248430,241.2116948,193.4697969,405.4226819,426.8763277
LOC100245108,465.4962531,627.4696116,1068.343554,841.6712499
LOC100243305,2220.628717,2143.854506,2022.730462,2649.049513
LOC100265617,5944.598741,6386.594863,7364.44823,5069.357748
LOC100267208,314.2099708,516.6166469,120.5310676,142.5605849
LOC104881081,1500.16747,1773.647435,1867.135811,1590.718391
LOC100256937,1658.859375,1546.712593,1699.488053,2014.37301
LOC100260403,378.7446787,453.8696857,380.2207314,319.7545323
LOC100250154,972.2524014,985.1272902,1745.509006,1455.406649
LOC100255322,1657.801429,1257.030789,1378.437118,1974.101659
LOC100245021,2082.037787,2092.611155,1549.372087,1819.459668
LOC100267329,1158.450903,1281.08379,1995.337037,1355.533697
LOC100262161,815.676389,696.4912688,816.3240487,848.9200932
LOC100251802,1524.500229,1731.816128,1143.949405,1001.145802
LOC100241537,224.2845583,164.1878817,236.6791873,260.1529318
LOC100257054,1171.146255,1261.213919,871.1108976,926.2410884
LOC100251921,16860.48588,16613.30375,8783.427616,11862.32935
LOC100263808,704.5920558,986.1730729,619.0913926,507.419031
LOC100246791,1164.798579,1536.254766,5909.309523,3634.892202
LOC100854874,3974.703234,4779.226875,2688.938544,3608.31311
LOC100258656,3623.465152,3818.152586,1493.489501,1939.468296
LOC100253510,130.1273617,157.9131856,302.4234059,211.8273098
LOC100854814,44.43373325,27.19034983,132.5841743,127.2574713
LOC100248403,4204.277522,3904.952549,2111.485157,2860.071396
LOC100265586,953.2093728,1036.370642,1513.212767,3649.389888
LOC100263948,4486.749112,5194.402601,5812.884669,4390.382759
LOC104881097,2.11589206,2.091565372,5.47868489,26.5790921
CHI,9769.073639,11339.42166,18707.51743,16195.52679
LOC100253636,8056.259017,11319.55179,6945.876704,5856.25996
LOC100244989,3496.511628,3515.92139,1621.690728,2235.865445
LOC100262135,4.231784119,2.091565372,23.01047654,13.69225957
LOC100248533,8456.162616,9487.340527,3746.324728,4105.261589
LOC100243402,172.4452029,54.38069967,684.8356113,906.9108396
LOC100262061,1985.764698,2144.900289,636.6231843,828.7844173
LOC100256956,974.3682934,872.1827601,780.1647284,865.8340609
LOC100251825,3433.034867,3619.453876,1520.882926,1784.020879
LOC100260475,1737.147381,1409.715061,1280.916527,1350.701135
LOC100254673,154.4601203,119.2192262,592.7937051,423.6546196
LOC100254719,11742.14298,13013.71974,22901.99858,14300.35698
PSBP2,157.6339584,194.5155796,306.8063539,213.4381638
LOC100259831,5270.68712,6093.775711,2003.007196,3378.766405
LOC100242691,13.75329839,16.73252298,46.02095308,39.46592464
TIP1%3B1,1618.657426,1550.895723,1757.562113,3773.425651
LOC100247830,749.0257891,703.8117476,267.3598226,361.636738
LOC100855139,550.1319355,646.2936999,608.1340228,542.0523935
LOC104881146,1740.321219,1861.493181,1023.418338,1033.362884
LOC100258248,34.91221898,28.23613252,92.04190616,64.43416267
LOC100251369,1225.101502,2050.779847,2602.375323,1475.542325
LOC100256513,270.8341836,337.7878076,520.4750646,260.1529318
LOC100261614,98.38898077,105.6240513,31.77637236,67.6558708
LOC100853537,89.92541253,75.29635339,211.4772368,80.54270334
LOC100242729,301.5146185,659.8888748,2119.155316,1361.171686
LOC100249637,672.8536749,664.0720056,338.5827262,490.5050633
LOC100254754,4461.358408,4054.499473,2905.894466,4178.555449
LOC100252992,3301.849559,3229.376934,3848.228267,3617.172807
LOC100258124,9251.73803,9410.998391,30412.17983,13796.15965
LOC100265056,100.5048728,84.70839756,10.95736978,34.63336244
LOC100263260,11612.01562,15530.91867,11042.83726,6383.00924
LOC100241001,71.94033003,51.24335161,48.21242703,65.2395897
LOC100247912,1728.683813,1481.874066,1107.790085,1328.954605
LOC100253034,1952.968371,2242.158079,696.888718,1355.533697
LOC100258168,572.3488021,668.2551363,753.8670409,677.3641351
LOC100263302,1622.88921,1477.690935,773.5903065,1047.055143
LOC100246098,144.9386061,158.9589683,253.1152419,160.2799796
LOC100241037,32.79632692,29.28191521,93.13764314,70.87757894
LOC100251241,188.3143933,226.9348429,178.6051274,156.2528445
LOC100256399,1391.199029,1310.365705,2317.483709,1308.013502
LOC100244527,783.9380081,1038.462207,5136.814953,2769.863568
LOC100261486,2943.205855,4490.590853,8567.567431,4435.486673
LOC100251286,1699.061324,1915.873881,1200.927728,1012.421781
LOC100249678,2582.446259,2093.656937,3201.74345,2952.695504
LOC100254799,531.088907,788.5201452,353.9230439,197.3296232
LOC100259913,488.7710658,614.9202193,1025.609811,354.3878947
LOC100265096,2092.617247,2543.343492,2897.12857,2210.897207
LOC100242812,1414.473842,1658.61134,1640.318256,1120.349003
LOC100261526,26.44865074,13.59517492,12.05310676,20.94110287
LOC100247953,2964.364775,2987.801134,1575.669774,2070.752903
LOC100253074,233.8060726,291.7733694,398.84826,285.9265968
LOC100258210,5626.156986,6841.510332,4498.000295,4016.664615
LOC100241081,560.7113958,504.0672546,615.8041817,608.0974102
LOC100246192,1489.58801,1354.288578,448.156424,778.0425142
LOC100263345,11160.27267,12115.39242,16880.92388,11213.15516
LOC100251328,16479.62531,22972.70826,4958.209826,6830.021243
LOC100854071,483.4813356,608.6455232,6297.200413,7864.994981
LOC100256478,2205.817472,1959.796753,3641.133978,6430.529434
LOC100241117,69.82443797,61.70117847,392.2738381,405.1297978
LOC100261575,1592.208775,1521.613808,1508.829819,1130.014128
LOC100244452,389.324139,546.9443448,598.27239,422.8491925
LOC100266766,1052.6563,1158.727216,2053.411097,1566.55558
LOC104881139,53.95524752,41.83130744,31.77637236,79.7372763
LOC100258172,90.98335856,100.3951379,282.7001403,264.985494
LOC100254725,69424.53437,92445.09787,37940.9886,41331.29364
LOC100263308,779.706224,693.3539208,1125.321876,871.4720501
LOC100241042,349.1221898,356.6118959,502.9432729,467.1476794
LOC100259835,220.0527742,247.8504966,1569.095353,1274.990994
LOC100246148,285.645428,225.8890602,192.8497081,262.5692129
LOC100251289,1175.378039,947.4791135,992.7377021,993.0915322
LOC109123639,90.98335856,93.07465905,135.8713853,63.62873564
LOC100244410,1328.780213,1131.536866,2250.643753,2367.150051
LOC104881133,189.3723393,143.272228,250.923768,313.311116
LOC100242732,198.8938536,117.1276608,1318.171585,1345.063146
LOC100259786,1651.453752,1780.967914,829.4728924,832.8115525
LOC100264982,104.7366569,71.11322264,39.44653121,112.7597847
LOC100242700,184.0826092,172.5541432,78.89306242,182.0265095
LOC100241120,823.0820112,586.6840868,265.1683487,626.622232
LOC100247875,212.647152,213.3396679,323.2424085,279.4831806
LOC100252996,193.6041235,238.4384524,326.5296195,820.730147
LOC100258127,1796.392359,1278.992225,1292.969634,1457.82293
LOC100263265,1012.454351,1241.344048,1474.861972,873.0829042
LOC100241006,2016.445133,2619.685628,2515.812102,2141.630482
LOC100246103,724.6930304,553.2190409,879.8767934,986.6481159
LOC100251245,1599.614397,1698.351082,2214.484433,2189.150677
LOC100256404,4645.441017,5291.660391,39081.6508,28778.71333
LOC100261491,14.81124442,33.46504595,23.01047654,9.665124401
LOC100265064,6620.626254,7003.606648,3414.316424,3545.489801
LOC100247919,52.89730149,44.9686555,449.252161,637.8982104
LOC100258175,375.5708406,350.3371998,418.5715256,449.4282846
LOC100263312,1343.591458,1768.418522,990.5462282,1305.597221
LOC100266698,49.7234634,47.06022087,55.88258588,29.80080023
LOC100241046,19.04302854,25.09878446,4.382947912,5.637989234
LOC100246154,3684.826022,4210.321094,4127.641196,4140.700379
LOC100261537,1802.740035,2200.326771,691.4100332,856.1689365
LOC100244370,304.6884566,248.8962793,933.5679053,863.4177798
LOC100244414,2321.133589,2312.225519,1148.332353,1582.664121
LOC109121526,16.92713648,28.23613252,174.2221795,171.5559581
LOC100259789,174.5610949,117.1276608,520.4750646,493.7267715
LOC100265103,1411.300004,1295.724748,728.6650904,740.9928707
LOC100247958,10815.38226,12024.40932,16269.50265,13690.64871
LOC100242817,223.2266123,152.6842721,704.5588769,767.5719628
LOC100247843,1261.071668,1064.606774,887.5469522,788.5130657
LOC100253080,1361.57654,1761.098043,2939.862312,1494.067147
LOC100258213,2022.792809,1990.124451,1139.566457,1406.2756
LOC100263350,3250.010204,3188.591409,1940.550188,1812.210825
LOC100241084,1722.336136,1852.081137,926.9934834,1133.235836
LOC100246196,1421.879464,1409.715061,1413.500702,1804.961982
LOC100251333,6490.498893,8786.666127,3447.188533,2875.374509
LOC100233006,9854.767267,10458.87264,8705.630291,7940.705122
LOC100261579,83.57773635,107.7156167,231.2005024,163.5016878
LOC100266772,2761.239138,2405.300178,3916.16396,3120.224327
P5CS,4727.960807,4352.547539,6516.347809,7550.878438
LOC109123753,0.0,1.045782686,0.0,32.21708134
LOC100249608,2400.479542,2169.999073,2613.332693,2250.363131
LOC104881159,191.4882314,199.744493,826.1856815,660.4501674
LOC100241124,957.441157,820.9394085,533.6239083,738.5765896
LOC100246247,1138.349928,1152.45252,713.3247727,923.0193802
LOC100259840,1130.944306,1254.939223,1710.445423,1448.157806
LOC100256525,143.8806601,192.4240142,227.9132914,285.9265968
LOC100265022,2413.174894,1970.25458,1806.870277,2208.480926
LOC100261625,66.65059988,57.51804773,195.0411821,184.4427906
LOC100266814,116.3740633,116.0818781,233.3919763,163.5016878
LOC100242736,3.173838089,3.137348058,15.34031769,25.77366507
LOC104881130,14.81124442,3.137348058,195.0411821,227.9358504
LOC100263317,7.405622209,7.320478802,58.07405984,102.2892332
LOC109123728,49.7234634,24.05300178,282.7001403,347.1390514
LOC100247847,39.1440031,44.9686555,25.2019505,36.2442165
LOC100241010,2131.76125,2415.758005,3458.145903,1915.305485
LOC100854960,25.39070471,46.01443818,113.9566457,29.80080023
LOC104881129,10.5794603,7.320478802,17.53179165,24.162811
LOC100251250,1238.854801,1706.717343,1234.895574,898.8565692
LOC100258091,20.10097457,9.412044174,155.5946509,469.5639605
LOC100263230,647.4629702,633.7443077,672.7825045,608.9028372
LOC100256408,7097.759914,5940.045656,6813.29253,9421.885436
LOC100261497,276.1239138,398.4432033,243.2536091,182.0265095
LOC100266701,168.2134187,308.5058924,259.6896638,181.2210825
LOC100244376,254.9649932,501.9756893,163.2648097,137.7280227
LOC100249533,267.6603455,346.1540691,237.7749242,149.0040012
LOC100244500,95.21514268,116.0818781,376.9335205,182.0265095
LOC100254809,50.78140943,58.56383041,97.52059105,91.01325477
LOC100265108,130.1273617,174.6457086,60.26553379,68.46129784
LOC100259921,1272.709074,2204.509902,907.2702178,674.947854
LOC100242821,1657.801429,2799.56025,2648.396276,1279.823556
LOC100249648,70.882384,50.19756893,44.9252161,102.2892332
LOC109123622,245.4434789,264.5830195,345.1571481,171.5559581
LOC100259884,192.5461774,245.7589312,365.9761507,231.1575586
LOC100247927,651.6947543,667.2093536,886.4512153,468.7585334
LOC100253085,19746.56265,34493.05033,4095.864824,3079.952976
LOC100258217,32.79632692,46.01443818,234.4877133,199.7459043
LOC100251302,24.33275869,21.96143641,47.11669006,65.2395897
LOC100263355,43119.76428,78923.12774,10276.91712,5913.445279
LOC100261545,654.8685924,739.368359,741.8139341,487.2833552
LOC100249578,614.6666433,739.368359,1597.584514,1227.470799
LOC100251340,1554.122718,2516.153142,1685.243472,894.8294341
LOC100261583,786.0539001,2039.276238,408.7098928,153.8365634
LOC100266777,115.3161172,225.8890602,1538.414717,725.6897571
LOC100244462,37.02811104,87.84574562,346.2528851,99.06752511
LOC100249611,1480.066496,3030.678224,768.1116216,569.4369126
LOC100254733,4688.816804,7483.620901,6894.377066,4155.198065
LOC100263234,62.41881576,35.55661132,59.16979682,144.976866
LOC100259842,1038.903001,1104.346516,1729.072951,2437.222203
LOC100240975,890.7905571,764.4671434,739.6224602,658.0338863
LOC100265027,211.589206,197.6529276,1140.662194,1034.973738
LOC100242738,1080.162896,801.0695374,538.0068562,933.4899317
LOC100247882,736.3304367,852.3128891,1164.768408,600.0431399
LOC104881127,694.0125955,774.9249703,443.7734761,441.3740143
LOC100258134,20426.82194,15151.29955,34497.08728,23110.9233
LOC100241014,1063.23576,1183.826,1828.785016,1620.519191
LOC109123736,20.10097457,42.87709012,146.8287551,41.0767787
LOC100263273,2173.021145,1785.151045,3220.370979,3088.812673
LOC104881125,27.50659677,27.19034983,55.88258588,49.13104904
LOC100261631,268.7182916,265.6288022,345.1571481,296.3971483
LOC104881124,22.21686663,65.88430922,13.14884374,8.054270334
LOC100246113,1602.788235,1652.336644,491.9859032,602.459421
LOC100249654,2652.270697,2503.60375,2444.589198,2083.639735
LOC100260169,1802.740035,2335.232738,1505.542608,1382.918216
LOC100255200,1297.041833,1583.314987,1096.832715,1135.652117
LOC100254771,4197.929846,4025.217558,3141.477916,3594.62085
LOC100251255,8282.659467,9262.497249,3794.537155,3568.041758
LOC100256412,1545.65915,1657.565557,2627.577273,1864.563582
LOC100261501,1664.149105,1526.842721,1310.501426,1412.719017
LOC104881122,24.33275869,26.14456715,19.72326561,22.55195693
LOC100266706,282.47159,343.016721,384.6036793,324.5870945
LOC100244380,108.9684411,127.5854877,259.6896638,165.9179689
LOC100258187,8.463568238,13.59517492,13.14884374,15.30311363
LOC100249540,3200.28674,2917.733694,4359.937436,3747.651986
LOC100254815,494.0607959,694.3997035,362.6889397,337.473927
LOC100263325,2070.40038,2300.721909,756.0585149,1454.601222
LOC100258101,3376.963727,3941.554943,1975.613771,1723.613851
LOC100263240,1921.22999,1422.264453,535.8153823,1320.094908
LOC100240981,4165.133519,3408.205774,2623.194325,2343.792667
LOC109123755,23.27481266,8.366261488,4.382947912,24.162811
LOC100246256,22.21686663,33.46504595,36.15932028,23.35738397
LOC100256538,258.1388313,284.4528906,184.0838123,156.2528445
LOC100259924,5360.612533,5564.609672,4038.886501,3377.155551
LOC100265113,13.75329839,8.366261488,388.9866272,431.7088899
LOC100852955,4528.009007,4039.858516,4106.822194,4626.37288
LOC100249659,448.5691166,334.6504595,172.0307056,224.7141423
LOC100242825,3119.882842,3143.622754,10962.84847,5891.698749
LOC100247965,721.5191923,939.112852,419.6672626,515.4733014
LOC100253091,536.3786371,509.2961681,444.8692131,349.5553325
LOC100258222,1876.796257,1810.249829,1235.991311,1088.937349
LOC100263359,853.762446,858.5875852,1122.034666,848.1146661
LOC100254777,206.2994758,186.1493181,201.615604,303.6459916
LOC109123632,0.0,0.0,10.95736978,33.02250837
LOC100241092,2867.033741,3695.796012,6819.866951,4441.930089
LOC100246207,4275.159906,3527.425,2279.132914,2966.387764
LOC100251345,88.8674665,82.61683219,174.2221795,80.54270334
LOC100256490,301.5146185,213.3396679,512.8049057,716.8300597
LOC100247856,2997.161102,2573.67119,1898.912183,1721.19757
LOC104881118,323.7314851,421.4504224,313.3807757,672.5315729
LOC100261589,10309.68406,11618.64564,14538.23822,13099.46527
LOC104881153,23.27481266,15.68674029,49.30816401,74.9047141
LOC100266780,3860.445063,3784.68754,2750.299815,2483.131544
LOC100244465,687.6649194,583.5467388,694.6972441,951.2093264
LOC100249615,2027.024593,2106.20633,1976.709508,1554.474174
LOC100254737,24070.38807,28893.92983,20907.75728,17096.79964
LOC100263243,82.51979032,87.84574562,187.3710232,184.4427906
LOC100259846,1454.675791,1729.724563,2421.578722,2450.914463
LOC100265032,625.2461036,613.8744367,677.1654524,658.8393133
LOC100240985,5546.811034,5672.325289,2629.768747,4663.422523
LOC100251399,35.97016501,13.59517492,243.2536091,429.2926088
LOC100256543,0.0,2.091565372,15.34031769,28.9953732
LOC100242744,645.3470782,677.6671805,715.5162467,443.7902954
MLO7,10.5794603,4.183130744,40.54226819,10.47055143
MLO6,357.5857581,500.9299066,196.1369191,317.3382511
LOC100247887,363.9334342,565.7684331,879.8767934,456.6771279
LOC100253010,1461.023467,1611.551119,1505.542608,1010.0055
LOC100249661,1721.27819,1483.965631,1126.417613,1457.82293
LOC100258140,2514.737713,2670.92898,2018.347514,1862.952728
LOC100254781,1428.22714,1250.756092,677.1654524,943.9604831
LOC100263275,29.62248883,29.28191521,472.2626375,434.930598
LOC100258193,1625.005102,1684.755907,631.1444994,959.2635968
LOC100241015,5560.564333,5739.255381,4161.609043,4859.946719
LOC100246118,1384.851353,1999.536496,5208.037857,3392.458665
LOC100251314,132.2432537,100.3951379,59.16979682,45.9093409
LOC100251261,3193.939064,3662.330966,7595.648732,3609.923964
LOC100256415,1074.873166,853.3586717,1145.045142,1390.16706
LOC104881115,49.7234634,37.64817669,67.93569264,95.04038994
LOC100261504,1232.507125,1046.828469,2618.811378,2276.942223
LOC100854745,523.6832847,645.2479172,617.9956556,284.3157428
PIP2%3B1,23383.7811,24882.30745,29285.76221,29009.06546
LOC100244384,3781.09911,3100.745664,8831.640043,6342.737888
LOC100249543,1603.846181,1609.459554,803.1752049,906.9108396
LOC100261558,2194.180066,2035.093107,1290.77816,1757.441787
LOC100254649,3097.665975,3398.793729,2699.895914,2399.367132
LOC100266752,742.6781129,942.2502,796.6007831,928.6573695
LOC100259928,368.1652184,450.7323376,568.6874916,355.9987488
LOC100244432,1665.207051,2187.777379,1245.852944,1251.63361
LOC100265118,6424.906239,7769.119574,1676.477576,1734.084403
LOC100242832,1272.709074,1032.187511,8738.5024,9408.998604
LOC100259813,2805.672871,2503.60375,1364.192538,1627.768034
LOC100247972,4257.174824,4278.296968,3934.791488,3224.124415
LOC100265004,3.173838089,2.091565372,56.97832286,75.71014114
LOC100242717,1007.16462,1055.19473,978.4931214,683.8075513
LOC100253096,103.6787109,74.2505707,190.6582342,344.7227703
LOC100258229,80.40389826,69.02165727,77.79732544,120.814055
LOC100233012,600.9133449,509.2961681,727.5693534,1143.706387
LOC100241094,2238.613799,2246.341209,5168.591326,4411.323862
LOC109123652,67.70854591,35.55661132,18.62752863,37.85507057
LOC100246211,1995.286212,1882.408835,1798.104381,1651.930845
LOC100246081,1868.332689,2051.82563,666.2080827,807.8433145
LOC100256547,1258.955775,1111.666995,639.9103952,940.738775
LOC100251348,1742.437111,2107.252112,5227.761122,3340.911334
LOC100256497,280.3556979,346.1540691,329.8168304,413.9894952
LOC100261593,590.3338846,826.1683219,621.2828666,427.6817547
LOC100266785,2593.025719,2898.909605,1205.310676,1287.072399
LOC100244471,212.647152,174.6457086,236.6791873,350.3607595
LOC104881112,1178.551877,1418.081322,344.0614111,819.1192929
LOC100254784,781.822116,843.9466276,620.1871296,567.0206315
LOC100265085,317.3838089,380.6648977,140.2543332,174.7776662
LOC100242795,1827.072793,1848.943789,1099.024189,1110.683879
LOC100247940,105.794603,121.3107916,143.5415441,124.0357631
LOC100249618,244.3855329,207.0649718,634.4317103,837.6441147
LOC100254742,424.2363579,385.8938111,192.8497081,218.270726
LOC104881110,105.794603,187.1951008,43.82947912,36.2442165
LOC100259851,1145.75555,1357.425926,1725.78574,1201.697134
LOC100265038,2767.586814,2933.420434,1675.381839,1822.681377
LOC100242749,359.7016501,273.9950637,416.3800517,451.0391387
LOC100266754,783.9380081,620.1491328,554.4429109,705.5540812
LOC100247893,10860.87394,11391.7108,6580.99629,6863.849178
LOC100244436,216.8789361,168.3710124,459.1137938,699.110665
LOC100249591,181.9667171,129.6770531,210.3814998,330.2250837
LOC100253015,2751.717623,2420.986918,1840.838123,2459.77416
LOC100259817,702.4761638,577.2720426,691.4100332,749.8525681
LOC100258145,936.2822364,1144.086258,854.6748429,801.3998982
LOC100263280,78.2880062,135.9517492,273.9342445,198.9404772
LOC100263249,39.1440031,61.70117847,401.039734,271.4289102
LOC100246085,692.9546495,686.033442,1094.641241,1262.104161
LOC100251231,110.0263871,80.52526682,193.9454451,150.6148552
LOC100246124,1936.041235,1524.751156,5030.528466,4520.861938
LOC100241019,1307.621293,1601.093292,971.9186995,909.3271207
LOC100251266,1298.099779,1225.657308,1392.681699,1455.406649
LOC100256388,1824.956901,1929.469056,1253.523103,2159.349876
LOC100256418,478.1916055,545.8985621,545.6770151,742.6037248
LOC100258197,1194.421068,1114.804343,936.8551162,1441.71439
LOC100266758,153.4021743,67.97587459,6.574421868,37.04964354
LOC100261508,6186.868382,9553.224836,3215.988031,3757.317111
LOC100254713,512.0458784,578.3178253,363.7846767,355.9987488
LOC100259822,1349.939134,1682.664342,691.4100332,614.5408265
LOC100266711,959.557049,1455.729499,943.4295381,815.0921578
LOC100244387,1122.480738,1457.821064,634.4317103,632.2602212
LOC100242723,1359.460648,1520.568025,714.4205097,719.2463408
LOC100233022,8020.288852,8808.627564,6829.728584,5478.514681
LOC100854399,220.0527742,237.3926697,649.772028,505.808177
LOC100247866,742.6781129,748.7804031,539.1025932,726.4951841
LOC109123751,27.50659677,46.01443818,37.25505725,19.3302488
LOC100259759,214.763044,203.9276238,243.2536091,289.953732
LOC100251234,1401.778489,1745.411303,692.5057701,869.055769
LOC100265122,728.9248145,682.8960939,769.2073586,747.436287
LOC100242836,19310.68888,18196.61874,11135.97491,11698.82766
LOC100247974,3748.302784,3884.036896,2409.525615,2206.870071
LOC100256391,149.1703902,181.9661874,24.10621352,38.6604976
