ID,CO_A,CO_B,A1_A,A1_B
LOC104879287,707.7658939,838.7177141,888.6426892,633.0656482
LOC100259472,352.2960279,174.6457086,232.2962393,336.6685
LOC100257674,1166.914471,1231.932004,647.580554,707.9703623
LOC104879282,306.8043486,259.3541061,1963.560665,949.5984723
LOC100254292,3270.111178,3519.058738,2519.099313,2980.080023
AP1,119.5479014,187.1951008,216.9559217,132.8954605
TRNAI-AAU,11.63740633,31.37348058,4.382947912,3.221708134
LOC100266436,244.3855329,185.1035354,229.0090284,189.2753528
LOC100245772,1081.220842,865.908064,1468.287551,1630.184316
LOC100261225,11.63740633,2.091565372,16.43605467,12.88683253
LOC100268093,45.49167928,49.15178624,67.93569264,104.7055143
LOC100256140,1799.566197,1624.100511,2616.619904,2649.049513
LOC100257818,13.75329839,21.96143641,28.48916143,35.43878947
LOC100250986,2815.194385,3506.509346,4099.152035,1900.002372
LOC100252672,342.7745137,395.3058553,349.540096,444.5957224
LOC100247573,1755.132463,1870.905225,1481.436394,1194.44829
LOC100245849,1269.535236,1428.539149,2391.993823,2217.340623
LOC100242441,198.8938536,241.5758005,387.8908902,758.7122654
LOC100259261,737.3883828,884.7321523,997.12065,869.055769
LOC100267868,2476.651656,2533.931448,1311.597163,1311.23521
LOC100249034,97.33103474,67.97587459,117.2438567,161.0854067
LOC100257592,4529.066954,4538.696857,8980.660272,5260.243955
LOC100262720,373.4549485,376.4817669,96.42485407,221.4924342
LOC100266204,2862.801957,3074.601097,1620.594991,1536.75478
LOC100250757,557.5375577,483.1516009,1966.847876,2048.200946
LOC100245623,1472.660873,1615.73425,1235.991311,2150.490179
LOC100854554,728.9248145,703.8117476,1142.853668,1961.214826
LOC100854459,49.7234634,32.41926326,32.87210934,41.88220574
LOC100262794,495.1187419,451.7781203,496.3688511,393.0483923
LOC100257668,507.8140943,504.0672546,375.8377835,442.1794413
LOC100252537,379.8026247,341.9709383,660.7293978,554.939226
LOC100854391,252.8491011,354.5203305,293.6575101,390.6321112
LOC100247428,420.0045738,300.1396309,314.4765127,528.3601339
LOC100242289,512.0458784,508.2503854,728.6650904,507.419031
LOC100264579,244.3855329,286.544456,162.1690728,177.1939473
LOC100259407,90.98335856,125.4939223,78.89306242,87.79154664
LOC100252466,158.6919045,260.3998888,210.3814998,572.6586207
LOC100247350,1408.126166,1150.360955,1122.034666,1164.64749
LOC100254284,166.0975267,108.7613993,346.2528851,347.9444784
LOC100242217,7948.348522,8945.625096,8379.100671,5042.778656
LOC100249185,2704.110052,2934.466217,2737.150971,2207.675498
LOC100264496,187.2564473,197.6529276,422.9544735,400.2972356
LOC100259322,27.50659677,23.00721909,102.9992759,114.3706387
LOC100853084,139.6488759,146.409576,550.059963,333.4467918
LOC100254211,2089.443409,2463.864008,1995.337037,1722.808424
LOC100244013,77.23006017,108.7613993,174.2221795,198.1350502
LOC100243945,2140.224818,1762.143826,2053.411097,2316.408148
LOC100261141,2161.383739,2157.449681,1532.936032,1509.370261
LOC100256055,64.53470782,98.30357248,77.79732544,88.59697367
LOC100249104,3.173838089,1.045782686,38.35079423,80.54270334
LOC100266271,2561.287338,3205.323932,8929.160634,4284.066391
LOC100261061,1587.976991,970.4863326,5125.857583,9187.50617
LOC100250913,1582.687261,1286.312704,649.772028,964.096159
LOC100245765,11.63740633,3.137348058,29.58489841,45.10391387
LOC100262937,1041.018893,914.0140675,1023.418338,1301.570086
LOC109122923,154.4601203,153.7300548,265.1683487,120.814055
LOC100257811,128.0114696,136.9975319,202.7113409,315.7273971
LOC100252667,41.25989516,35.55661132,37.25505725,54.76903827
LOC100264718,1220.869718,1182.780218,924.8020095,1033.362884
LOC109122935,1853.521444,2208.693033,1541.701928,1229.88708
LOC100245694,1584.803153,1454.683716,1031.088496,1205.724269
LOC100259545,3193.939064,2831.979514,1821.114858,1882.282977
LOC100249028,236.9799107,268.7661503,139.1585962,168.33425
LOC100262861,454.9167928,515.5708642,8414.164255,5861.897949
MIR398A,57.12908561,29.28191521,6.574421868,24.96823803
LOC100252601,622.0722655,846.0381929,590.6022312,319.7545323
LOC100247494,3063.811702,2872.765038,1919.731186,1829.124793
LOC100266199,574.4646942,712.1780091,494.1773771,434.930598
LOC100260996,12.69535236,32.41926326,40.54226819,24.96823803
LOC100255915,75.11416811,58.56383041,38.35079423,62.8233086
LOC104879181,999.7589981,865.908064,674.9739785,742.6037248
LOC100267935,157.6339584,168.3710124,105.1907499,205.3838935
LOC100262788,271.8921297,270.8577157,174.2221795,221.4924342
LOC100242357,2816.252331,2629.097672,4538.542563,3121.029754
LOC100244008,0.0,0.0,21.91473956,22.55195693
LOC109123387,37.02811104,4.183130744,0.0,10.47055143
LOC109123391,39.1440031,41.83130744,30.68063539,22.55195693
LOC100261136,82.51979032,83.66261488,75.60585149,30.60622727
LOC100256051,240.1537488,203.9276238,119.4353306,181.2210825
LOC109123055,638.999402,539.623866,529.2409604,595.2105777
LOC100252664,1087.568519,883.6863696,608.1340228,902.0782774
LOC100247562,1528.732013,2011.040105,964.2485407,1044.638862
LOC100853109,422.1204659,500.9299066,231.2005024,267.4017751
LOC100264713,469.7280372,439.2287281,488.6986922,374.5235705
LOC100264641,991.2954299,976.7610287,2335.0155,1200.891707
LOC100259539,170.3293108,167.3252298,100.807802,190.0807799
LOC100259464,2607.836963,2648.967544,1614.020569,1810.599971
LOC104877428,64.53470782,58.56383041,63.55274473,144.976866
LOC100249022,63.47676179,37.64817669,60.26553379,128.0628983
LOC100254353,866.4577984,1170.230826,719.8991946,886.7751637
LOC100243868,688.7228654,865.908064,635.5274473,529.970988
LOC100249255,891.8485031,1008.134509,1673.190366,1320.094908
LOC100266192,575.5226402,530.2118218,510.6134318,541.2469664
LOC100260989,132.2432537,146.409576,227.9132914,273.8451913
LOC100244086,1126.712522,1064.606774,1048.620288,951.2093264
LOC100266425,2798.267249,2828.842166,1660.041522,2384.064019
LOC100261218,590.3338846,654.6599614,418.5715256,341.5010622
LOC100256132,549.0739895,645.2479172,833.8558403,446.2065765
LOC100250979,8.463568238,11.50360955,16.43605467,16.10854067
LOC109121469,1778.407276,1176.505522,3141.477916,3149.2197
LOC100247417,3865.734793,3893.44894,1669.903155,1653.5417
LOC100242282,92.04130459,51.24335161,60.26553379,99.06752511
LOC100259396,4.231784119,1.045782686,46.02095308,49.13104904
LOC100245839,4252.94304,4521.964334,3008.893742,2998.604845
LOC100254274,12.69535236,23.00721909,21.91473956,13.69225957
LOC100855161,131.1853077,108.7613993,310.0935648,660.4501674
LOC100266338,2754.891462,3462.586473,2937.670838,2705.429405
LOC100855130,147.0544981,123.4023569,111.7651718,117.5923469
LOC100261132,230.6322345,280.2697598,345.1571481,169.945104
LOC100855064,67.70854591,110.8529647,93.13764314,82.95898444
LOC100268160,3549.40893,3855.800763,2901.511518,2763.420152
LOC100256047,1542.485311,1933.652186,1979.996719,1241.163058
LOC100250903,405.1933294,570.9973465,386.7951533,313.311116
LOC100854962,320.557647,403.6721168,414.1885777,243.2389641
LOC100245755,1887.375717,2038.230455,2013.964566,1988.599345
LOC100262925,2206.875418,2578.900104,1179.012988,1096.991619
LOC104879122,6.347676179,5.22891343,157.7861248,133.7008875
LOC100247555,1511.804877,1126.307953,642.1018691,1083.29936
LOC100242423,10779.4121,10384.62207,4431.160339,7278.644101
LOC100264706,4060.396862,4552.292032,1555.946509,2329.294981
LOC100257583,1072.757274,935.9755039,842.6217361,1065.579965
LOC100252459,1713.872568,2474.321835,1555.946509,1510.981115
LOC100247342,5961.525878,5700.561421,6132.839866,5329.51068
LOC104879102,11.63740633,7.320478802,16.43605467,18.52482177
LOC100260982,88.8674665,64.83852653,65.74421868,128.8683253
LOC100255903,1651.453752,1561.35355,1485.819342,1674.482802
LOC100250738,1856.695282,1963.979884,1142.853668,1262.104161
LOC100242206,179.8508251,305.3685443,458.0180568,335.0576459
LOC100245605,424.2363579,675.5756151,865.6322127,394.6592464
LOC100264488,1026.207649,743.5514897,1036.567181,1784.020879
LOC100267922,1463.139359,1464.09576,998.216387,1316.8732
LOC100262776,347.0062978,449.686555,256.4024529,254.5149425
LOC100259316,4766.046864,5444.344663,4316.107957,2980.885451
LOC104879053,476.0757134,494.6552105,847.004684,552.5229449
LOC100257653,564.9431799,623.2864808,524.8580125,566.2152045
LOC100254202,2814.136439,3296.307026,1878.09318,1952.355129
LOC100249093,644.2891321,446.5492069,963.1528037,1270.158432
LOC100252517,136.4750378,98.30357248,521.5708016,351.1661866
LOC100243937,1700.11927,2103.068981,1993.145563,1244.384767
LOC100249170,105.794603,109.807182,349.540096,293.1754401
LOC104879035,382.9764628,510.3419507,594.9851791,311.7002619
LOC100244000,48.66551737,47.06022087,53.69111193,148.1985741
LOC100261052,42942.02935,52986.67135,65933.78118,36536.58652
LOC100255965,2183.600605,2112.481026,1927.401344,1791.269722
LOC100250897,47.60757134,18.82408835,193.9454451,162.6962607
MIR167A,22.21686663,14.6409576,2.191473956,8.859697367
LOC100250825,3398.122648,3024.403528,1964.656402,2607.972734
LOC100245750,60.3029237,73.20478802,76.70158846,45.9093409
LOC100245685,111.0843331,62.74696116,387.8908902,445.4011495
LOC100268002,1373.213947,1466.187326,1175.725777,848.9200932
LOC100854972,70.882384,52.2891343,66.83995566,64.43416267
LOC100854077,9.521514268,0.0,78.89306242,66.04501674
LOC100268073,562.8272878,504.0672546,350.635833,440.5685873
LOC104879015,1771.001654,1984.895538,468.9754266,794.1510549
LOC100262851,5971.047392,6991.057256,7582.499888,5408.442529
LOC100257798,3623.465152,3863.121242,287.0830883,388.2158301
LOC104879009,1463.139359,2126.076201,341.8699372,272.2343373
LOC100252595,680.2592972,839.7634968,2113.676631,1133.235836
LOC100247487,122.7217395,72.15900533,307.9020908,342.3064892
LOC100242416,425.294304,407.8552475,392.2738381,298.8134294
LOC100242352,9452.747776,7794.218358,6599.623819,6624.63735
LOC100254406,627.3619957,518.7082122,154.4989139,291.5645861
LOC100249303,395.6718151,344.0625037,530.3366974,448.6228576
LOC104878994,169.2713648,158.9589683,123.8182785,142.5605849
LOC104878992,816.734335,924.4718944,1449.660022,982.6209807
LOC100259458,3780.041164,3903.906767,9583.31561,4478.979733
LOC100266180,458.0906309,506.15882,726.4736165,703.1378001
LOC100853809,260.2547233,224.8432775,328.7210934,273.8451913
LOC100255898,3032.073321,2617.594063,1040.950129,1547.225331
LOC100250730,348.0642438,381.7106804,161.0733358,234.3792667
LOC100254346,970.1365093,995.585117,657.4421868,546.0795286
LOC100245596,1356.28681,1557.170419,916.0361137,1204.113415
LOC100267914,16.92713648,7.320478802,21.91473956,47.52019497
LOC100262769,30571.46642,23663.97062,18092.80898,25743.86427
LOC100257645,1576.339584,1382.524711,1014.652442,1003.562084
GS,24404.69902,30530.57973,24319.88223,20138.09212
LOC100252512,2970.712452,2327.912259,1996.432774,2190.761531
LOC100247403,449.6270627,473.7395567,279.4129294,373.7181435
LOC100244078,38.08605707,43.92287281,8.765895825,13.69225957
LOC100254261,1347.823242,1165.001912,754.9627779,998.7295214
LOC100249161,5616.635472,4662.099214,5065.59205,5869.952219
LOC100256033,430.5840341,415.1757263,275.0299815,261.7637858
LOC104878977,1025.149703,979.8983767,1119.843192,786.0967846
LOC100266416,378.7446787,245.7589312,723.1864055,1858.120166
LOC100261208,2098.964923,2531.839883,1996.432774,2529.846312
LOC100268066,3311.371073,2954.336088,1977.805245,1951.549702
LOC104878974,13.75329839,6.274696116,25.2019505,4.027135167
LOC104878973,0.0,0.0,58.07405984,30.60622727
LOC100260974,389.324139,433.9998147,466.7839527,481.645366
LOC100247397,349.1221898,255.1709754,726.4736165,1096.991619
LOC104879359,4.231784119,10.45782686,14.24458071,13.69225957
LOC100264548,13.75329839,11.50360955,174.2221795,146.5877201
LOC100256123,325.8473772,374.3902016,238.8706612,921.4085262
LOC100259373,1472.660873,1457.821064,862.3450017,1556.085028
LOC100254256,11.63740633,12.54939223,6.574421868,17.71939473
LOC100250970,272.9500757,231.1179736,231.2005024,137.7280227
LOC100245828,71.94033003,46.01443818,64.64848171,59.60160047
LOC100249158,490.8869578,463.2817299,278.3171924,254.5149425
LOC100247541,9.521514268,19.86987103,425.1459475,269.8180562
LOC104878924,14.81124442,3.137348058,131.4884374,117.5923469
LOC109122425,1.05794603,8.366261488,105.1907499,57.18531937
LOC100263000,0.0,0.0,140.2543332,154.6419904
LOC100257577,2534.838687,3235.65163,3052.723221,2383.258592
LOC100255890,25.39070471,18.82408835,373.6463095,437.3468791
LOC100247335,6774.028429,5818.734865,4545.116985,5470.460411
LOC100250719,586.1021005,611.7828713,705.6546139,447.0120035
LOC100267904,1316.084861,1059.377861,512.8049057,529.970988
LOC100262757,336.4268375,332.5588941,302.4234059,246.4606722
LOC100247391,116.3740633,87.84574562,269.5512966,338.279354
LOC100242259,3760.998136,3596.446657,2077.51731,2641.800669
LOC100242198,6859.722057,7334.073977,5325.281713,4190.636855
LOC100264541,24.33275869,35.55661132,15.34031769,18.52482177
LOC100264480,248.617317,185.1035354,445.9649501,431.7088899
LOC100259365,1470.544981,1626.192077,1132.992035,1233.914215
LOC100259307,556.4796117,454.9154684,356.1145179,412.3786411
LOC100254250,673.911621,626.4238289,947.812486,1094.575338
LOC100249149,135.4170918,84.70839756,214.7644477,276.2614724
LOC100852498,9.521514268,7.320478802,19.72326561,11.27597847
LOC104878841,41.25989516,47.06022087,66.83995566,33.8279354
LOC100254193,3044.768674,2985.709568,1475.957709,1619.713764
LOC100261106,25.39070471,7.320478802,38.35079423,74.09928707
LOC100256020,81.46184429,73.20478802,3323.370254,3909.54282
LOC100250878,124.8376315,87.84574562,346.2528851,262.5692129
LOC100249082,950.0355347,1102.254951,582.9320723,496.9484796
LAR1,373.4549485,219.6143641,6006.830114,6031.037626
LOC100245730,1419.763572,1482.919849,1256.810314,1090.548203
LOC100266255,2571.866798,2482.688096,2510.333417,2297.077899
LOC100261046,38.08605707,23.00721909,92.04190616,47.52019497
LOC100255959,2324.307427,3076.692662,1044.23734,790.9293468
LOC100245676,138.5909299,142.2264453,5898.352153,5922.304976
LOC100267996,521.5673927,437.1371627,622.3786035,771.599098
LOC100262843,7024.761638,8724.964949,9446.348488,11704.46565
LOC100262904,406.2512754,348.2456344,615.8041817,672.5315729
LOC100257779,77.23006017,52.2891343,82.18027335,99.87295214
LOC100252639,5.289730149,1.045782686,52.59537495,49.93647607
LOC100257723,1960.373993,1983.849755,1482.532131,2243.114288
LOC100247534,991.2954299,866.9538467,397.752523,431.7088899
LOC100252587,1454.675791,1517.430677,967.5357516,692.6672487
LOC100259509,4569.268903,3436.441906,2005.19867,2776.306984
LOC100247480,17.98508251,11.50360955,50.40390099,51.54733014
LOC100242343,359.7016501,420.4046398,597.176653,314.116543
LOC100264625,7621.443199,8529.403587,7301.991222,6219.507552
LOC100259452,180.9087711,99.34935517,2181.612323,2820.605471
LOC100254337,699.3023257,701.7201823,591.6979682,644.3416267
LOC100249239,140.706822,101.4409205,657.4421868,833.6169795
LOC100261259,30.68043486,47.06022087,24.10621352,28.18994617
LOC100244069,2617.358478,2334.186955,2162.984795,2192.372385
LOC100250710,2273.526018,2433.53631,1427.745282,1954.77141
LOC100245583,3.173838089,6.274696116,85.46748429,96.65124401
LOC109122160,30.68043486,31.37348058,49.30816401,33.8279354
LOC100262750,352.2960279,390.0769419,390.0823642,304.4514186
LOC100257629,23.27481266,9.412044174,100.807802,104.7055143
LOC100252495,440.1055484,331.5131114,1584.43567,1965.241961
LOC104878794,1228.275341,1430.630714,593.8894421,616.9571076
LOC100247382,846.3568238,788.5201452,879.8767934,1463.46092
LOC100266408,881.2690428,962.1200711,695.7929811,402.7135167
LOC100242253,3823.416952,3074.601097,2741.533919,4309.840056
LOC100261197,1790.044682,1694.167951,2504.854732,1999.875324
LOC100256114,573.4067481,699.6286169,259.6896638,661.2555944
LOC100250961,7898.625058,5667.096375,3564.43239,4445.957224
LOC100245820,9131.132183,8867.191394,5228.856859,5332.732388
LOC100268142,3660.493263,4917.270189,25463.83163,12413.24144
LOC100249140,49.7234634,97.25778979,110.6694348,212.6327368
LOC100243974,2751.717623,3762.726104,5843.565304,3518.105282
LOC100262991,590.3338846,467.4648606,2354.738766,2402.588841
LOC100256010,6957.053092,7345.577586,4677.701159,4268.763277
LOC100257863,7.405622209,5.22891343,9.861632803,16.10854067
LOC100252441,295.1669423,239.4842351,408.7098928,423.6546196
LOC100247323,67.70854591,37.64817669,726.4736165,708.7757894
LOC100242187,2436.449707,2719.034983,3384.731525,2607.972734
LOC100264474,376.6287866,557.4021716,443.7734761,280.2886076
LOC100249076,111.0843331,117.1276608,465.6882157,298.8134294
LOC100243921,1317.142807,1468.278891,4011.493077,2064.309487
LOC104878581,57.12908561,38.69395938,117.2438567,75.71014114
LOC100266248,6892.518384,9142.232241,4679.892633,5083.855435
LOC100268043,1393.314921,1479.782501,2522.386524,2015.983865
LOC100852814,863.2839603,1209.970568,559.9215958,638.7036375
LOC100261039,797.6913065,834.5345834,953.2911709,763.5448276
LOC100255956,644.2891321,661.9804402,671.6867676,625.8168049
LOC100257772,223.2266123,125.4939223,313.3807757,364.0530191
LOC100247527,66.65059988,12.54939223,37.25505725,179.6102284
LOC104878345,6.347676179,26.14456715,23.01047654,15.30311363
LOC100244058,131.1853077,136.9975319,285.9873513,313.311116
LOC100266396,16.92713648,35.55661132,15.34031769,27.38451913
LOC100249069,908.7756396,969.4405499,2008.485881,1080.883079
LOC100257853,2853.280442,3463.632256,1971.230824,1750.998371
LOC100268132,573.4067481,683.9418766,388.9866272,393.8538193
LOC100252432,1214.522042,1220.428395,888.6426892,788.5130657
LOC100250950,304.6884566,262.4914542,166.5520207,169.139677
LOC100259502,37.02811104,6.274696116,98.61632803,106.3163684
LOC100245668,762.7790875,873.2285428,428.4331584,565.4097774
LOC100254383,0.0,0.0,25.2019505,43.4930598
LOC104877974,10.5794603,14.6409576,39.44653121,57.9907464
LOC100244117,284.587482,328.3757634,435.0075803,430.9034629
LOC100266460,0.0,0.0,21.91473956,35.43878947
LOC100245810,563.8852339,520.7997776,875.4938455,500.9756148
LOC100252578,2909.351582,3071.463749,2241.877857,2411.448538
LOC100261252,171.3872568,194.5155796,97.52059105,170.7505311
LOC100852497,102.6207649,64.83852653,170.9349686,161.8908337
LOC100255880,3054.290188,2772.3699,1197.640517,1401.443038
LOC100247470,658.0424305,547.9901274,447.060687,522.7221447
LOC100245576,75.11416811,105.6240513,462.4010047,779.6533683
LOC100267893,216.8789361,156.8674029,1953.699032,2404.199695
LOC100262743,27.50659677,6.274696116,16.43605467,13.69225957
LOC100257622,19.04302854,17.77830566,813.0368377,728.9114652
LOC100247375,19.04302854,3.137348058,27.39342445,21.7465299
LOC100242244,385.0923548,285.4986733,664.0166087,1021.281478
LOC100264527,891.8485031,754.0093166,707.8460878,790.9293468
LOC100256104,58.18703164,53.33491698,99.712065,82.1535574
LOC100266298,1389.083137,1476.645153,598.27239,1026.114041
LOC100256001,2855.396334,2391.705003,1608.541884,2110.218827
LOC100249231,12231.972,13840.93385,7643.861159,5336.759523
LOC100243915,61.36086973,37.64817669,7441.149818,2281.774786
LOC100264619,733.1565986,527.0744737,581.8363354,542.0523935
LOC100262836,2865.975795,2443.994137,2292.281758,3485.8882
LOC100252628,82.51979032,85.75418025,534.7196453,663.6718755
LOC100247521,1984.706752,1901.232923,822.8984705,1007.589219
LOC100257715,1263.18756,1381.478928,947.812486,931.8790776
LOC100250808,11341.18144,9121.316587,6571.134657,7041.043126
LOC100254175,442.2214405,359.749244,439.3905282,406.7406519
LOC100242178,3899.589066,3985.477816,2611.141219,2455.747025
LOC100259291,333.2529994,346.1540691,1128.609087,878.7208934
LOC100266454,1638.7584,1479.782501,878.7810564,1491.650866
LOC104882333,80.40389826,84.70839756,52.59537495,56.37989234
LOC100264466,1021.975865,895.1899792,878.7810564,746.6308599
LOC100256160,374.5128945,362.886592,378.0292574,500.9756148
LOC109122376,1446.212223,1452.592151,4645.924787,3075.120413
LOC100257616,1858.811174,1657.565557,809.7496268,1298.348378
LOC100262985,10097.03691,14752.85635,4626.201521,3589.788288
LOC100252483,3710.216726,4057.636821,1223.938204,1088.937349
LOC100254326,966.9626712,985.1272902,626.7615515,550.1066638
LOC104882088,84.63568238,67.97587459,47.11669006,66.04501674
LOC100267988,37017.53158,45121.33977,25860.48842,19927.87566
LOC100264518,2041.835837,2131.305114,962.0570667,1278.212702
LOC100261188,2291.511101,2963.748132,1025.609811,1203.307988
LOC100259342,160.8077965,219.6143641,1.095736978,37.04964354
LOC100254230,177.734933,154.7758375,129.2969634,189.2753528
LOC100249124,142.822714,148.5011414,156.6903879,160.2799796
LOC100259443,2523.201281,2982.57222,1517.595715,1195.253718
LOC100243961,2441.739437,2803.743381,1798.104381,1312.040637
LOC100266292,41.25989516,43.92287281,4.382947912,21.7465299
LOC100255994,641.1152941,675.5756151,562.1130697,516.2787284
LOC100266239,635.8255639,679.7587459,582.9320723,500.1701877
LOC100261031,5303.483447,4381.829454,7142.013623,6837.270086
LOC100255949,348.0642438,353.4745479,462.4010047,546.0795286
LOC100250797,9016.874012,9561.591098,4204.342785,4810.81567
LOC100245656,3819.185168,3914.364594,1446.372811,2261.63911
LOC100257758,681.3172432,615.966002,416.3800517,441.3740143
LOC100262828,327.9632692,501.9756893,18715.18759,10791.91682
LOC100252620,88.8674665,87.84574562,88.75469522,117.5923469
LOC100259487,471.8439293,437.1371627,227.9132914,327.8088026
LOC100257705,1230.391233,1190.100697,1128.609087,1009.200073
LOC100252568,1052.6563,1284.221138,829.4728924,612.9299724
LOC100254373,1267.419344,795.840624,694.6972441,1202.502561
LOC100247460,2521.085389,2165.815943,9446.348488,8754.186426
LOC100249273,422.1204659,408.9010302,496.3688511,444.5957224
MIR319B,3333.58794,3610.041832,2866.447935,1990.210199
LOC100242324,2191.006228,2547.526623,31621.87345,10245.83729
LOC104881294,47.60757134,63.79274384,555.5386479,443.7902954
LOC100264613,4797.785245,4508.369159,2363.504662,2868.125666
LOC100259436,189.3723393,149.5469241,548.964226,722.4680489
LOC100245565,404.1353834,490.4720797,357.2102548,373.7181435
LOC100267882,24.33275869,30.32769789,53.69111193,57.18531937
LOC100254317,382.9764628,553.2190409,992.7377021,694.2781028
LOC100249220,7479.678431,4582.61973,9075.989389,9856.010607
LOC100244049,494.0607959,518.7082122,216.9559217,269.0126291
LOC100854142,39.1440031,24.05300178,153.4031769,169.945104
LOC100266384,98.38898077,62.74696116,53.69111193,105.5109414
LOC100854116,80.40389826,63.79274384,180.7966014,180.4156555
MYBC2-L1,578.6964783,497.7925585,518.2835906,561.3826423
LOC100264511,124.8376315,70.06743996,351.73157,597.6268588
LOC100259334,4567.153011,4868.118403,2191.473956,3003.437407
LOC100250945,2210.049256,1958.750971,1912.061027,1374.863946
LOC104881043,630.5358338,814.6647124,310.0935648,336.6685
LOC100245798,1340.41762,1648.153513,993.8334391,1078.466798
LOC100261077,1495.935686,2600.86154,501.847536,866.6394879
LOC100255988,1073.81522,1539.392114,1531.840295,940.738775
LOC104880977,95.21514268,118.1734435,138.0628592,142.5605849
LOC100245710,930.9925062,826.1683219,1057.386184,1281.43441
LOC100268124,1059.003976,802.1153201,1767.423746,1597.967234
LOC100257750,151.2862823,211.2481026,303.5191429,297.2025753
LOC100252614,833.6614715,899.3731099,909.4616918,868.250342
LOC100262974,1178.551877,1063.560992,1775.093904,1225.054518
LOC100247506,179.8508251,157.9131856,85.46748429,157.0582715
LOC100257846,582.9282624,581.4551734,679.3569264,849.7255202
LOC100252699,660.1583226,590.8672176,785.6434133,782.8750764
LOC100247306,6294.778877,8662.217988,4577.989094,2833.492303
LOC100261233,1255.781937,1109.57543,731.9523013,727.3006111
LOC100242169,3084.970623,3102.837229,1913.156764,2184.318115
LOC100256148,3356.862753,2594.586844,2473.078359,2143.241336
LOC100264459,1086.510573,1163.956129,2805.086664,1314.456918
LOC100259280,1572.1078,1620.963163,880.9725304,1063.163684
LOC100254163,1048.424516,1039.50799,886.4512153,796.567336
LOC100250994,45.49167928,17.77830566,115.0523827,137.7280227
LOC100249059,150.2283362,157.9131856,711.1332988,847.3092391
LOC100267876,45.49167928,36.60239401,67.93569264,79.7372763
LOC100257599,1976.243184,1803.975133,862.3450017,884.3588826
LOC100250786,23.27481266,9.412044174,19.72326561,24.162811
LOC100254219,28.5645428,12.54939223,55.88258588,49.93647607
LOC100262819,430.5840341,542.761214,1450.755759,950.4038994
LOC100257695,549.0739895,140.1348799,4935.199349,9695.730628
LOC100266279,6.347676179,9.412044174,563.2088067,724.88433
LOC100252560,10555.12754,13298.17263,11002.295,6804.247578
LOC100247453,5643.084123,6902.165727,12215.27583,9719.088012
LOC100232937,4934.260283,4466.537852,4428.968865,4073.849935
LOC100261070,52.89730149,66.9300919,81.08453638,108.7326495
LOC100264607,3543.061254,3247.15524,2573.886161,3083.980111
LOC100259429,58.18703164,54.38069967,82.18027335,45.9093409
LOC100255981,774.4164938,787.4743625,679.3569264,762.7394006
LOC100250842,140.706822,98.30357248,54.7868489,57.18531937
LOC100254309,4135.51103,3516.967173,2224.346065,2395.339997
LOC100268019,945.8037506,722.635836,386.7951533,645.1470537
LOC100249212,913.0074237,1109.57543,327.6253564,577.4911829
LOC100244042,3413.991838,4780.272657,6165.711976,4885.720384
LOC100266376,10070.58826,10686.85327,4740.158167,5940.829798
LOC100252606,2435.391761,2229.608686,2783.171924,1409.497308
LOC100261170,1074.873166,1069.835688,1135.183509,1160.620355
LOC100247498,4.231784119,16.73252298,56.97832286,29.80080023
LOC100264648,35.97016501,29.28191521,6.574421868,20.94110287
LOC100266435,17.98508251,12.54939223,23.01047654,7.2488433
LOC100256086,34.91221898,44.9686555,44.9252161,29.80080023
LOC100852986,74.05622209,39.73974207,130.3927004,170.7505311
LOC100250939,119.5479014,140.1348799,2523.48226,2032.897832
LOC100245790,264.4865074,222.7517121,562.1130697,493.7267715
LOC100268116,33.85427295,39.73974207,47.11669006,40.27135167
LOC100256139,1753.016571,1362.65484,2681.268385,2376.815175
LOC100262719,793.4595223,693.3539208,1006.982283,1145.317241
LOC100262965,9048.612393,9095.17202,5131.336268,6022.177929
LOC100257839,866.4577984,759.23823,775.7817805,1008.394646
LOC100247349,301.5146185,318.9637192,2720.714917,3222.513561
LOC100252692,4943.781797,6920.989816,5723.034236,4019.080897
LOC100247591,416.8307357,349.2914171,712.2290357,771.599098
LOC100242160,1108.727439,1407.623495,714.4205097,506.613604
LOC100264453,4636.977449,5184.990557,5872.054465,3663.887575
LOC100259272,1683.192133,1761.098043,848.100421,997.1186673
LOC100264495,543.7842593,584.5925214,654.1549759,530.776415
LOC100254156,136.4750378,99.34935517,5893.969205,4617.513182
LOC109122513,576.5805862,933.8839386,797.69652,1124.376139
LOC100249103,865.3998524,828.2598873,710.0375618,736.1603085
LOC100249051,3643.566127,4221.824703,2114.772368,1398.22133
LOC100243898,2807.788763,2439.811006,2046.836675,2242.308861
LOC100243944,3194.99701,2955.381871,3155.722497,2973.636607
LOC100266270,462.322415,552.1732582,159.9775988,244.8498181
LOC104879668,5176.529924,4175.810265,2536.631104,3501.191314
LOC100261060,249.675263,231.1179736,140.2543332,162.6962607
LOC100266222,1472.660873,1182.780218,2557.450107,2971.220326
LOC100261017,67.70854591,99.34935517,14.24458071,42.68763277
LOC100255972,25083.90037,28186.98073,4949.44393,7560.543562
LOC100250832,2348.640186,2252.615906,1601.967462,2008.735021
LOC100852609,125.8955775,129.6770531,318.8594606,296.3971483
LOC100245641,2132.819196,2076.924414,3929.312803,3200.767031
LOC100268011,24.33275869,24.05300178,13.14884374,22.55195693
LOC100262811,4910.98547,4384.966802,5918.075419,5505.8992
LOC100264640,9.521514268,6.274696116,5.47868489,24.162811
